AIHnosteroid.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
9459,ENSG00000172366,122.4963447,-0.090637696,0.131029039,-0.691737471,0.489102211,0.808073887
9460,ENSG00000161996,45.06006987,-0.247346926,0.250516796,-0.987346677,0.323472715,0.706687965
9461,ENSG00000140983,522.2459871,-0.216457928,0.075676612,-2.860301537,0.004232384,0.201491701
9462,ENSG00000103269,9.940621494,-0.668026336,0.394386742,-1.69383568,0.090296512,0.496051045
9463,ENSG00000103266,134.172796,0.032538234,0.124199345,0.261983946,0.793333819,0.934748334
9464,ENSG00000161999,79.44001817,-0.086321066,0.144050267,-0.599242669,0.549011073,0.83565181
9465,ENSG00000127580,152.5946049,-0.0616128,0.126574997,-0.486769116,0.626421959,0.871487247
9466,ENSG00000127585,147.6911425,-0.154413328,0.145822622,-1.058912027,0.289639847,0.684143904
9467,ENSG00000103260,76.72874959,-0.282289204,0.176261209,-1.601539019,0.109257585,0.521774496
9468,ENSG00000103254,125.7336144,-0.214267588,0.135766379,-1.578208019,0.114517829,0.530124301
9469,ENSG00000162004,47.32330878,-0.595554531,0.198882747,-2.994500728,0.002748944,0.185288987
9470,ENSG00000103253,41.13189477,-0.74327379,0.245683444,-3.025331202,0.00248361,0.182655312
9471,ENSG00000103245,98.98066443,-0.133871666,0.134955766,-0.991966997,0.321213625,0.705970519
9472,ENSG00000007376,162.0379857,-0.1101389,0.114618594,-0.960916511,0.336594148,0.716196191
9473,ENSG00000127586,68.42137661,-0.505645562,0.178266879,-2.836452657,0.004561774,0.201491701
9474,ENSG00000103227,239.7338662,-0.221071292,0.130330432,-1.696236932,0.089841019,0.494747726
9475,ENSG00000005513,15.18819015,-0.755707778,0.368555684,-2.050457533,0.040319804,0.391926364
9476,ENSG00000196557,26.07329022,-0.359388515,0.312455547,-1.150206863,0.25005868,0.654884767
9477,ENSG00000103275,472.8751582,-0.141542397,0.064355665,-2.199377414,0.027851097,0.352717898
9478,ENSG00000007516,168.3816029,-0.519206035,0.264395459,-1.963747927,0.049559332,0.416181553
9479,ENSG00000007520,157.0067531,-0.030677312,0.110553647,-0.277488019,0.781405404,0.931788275
9480,ENSG00000090581,222.2494191,0.026188711,0.092955279,0.281734521,0.778147082,0.930862598
9481,ENSG00000059145,756.2469735,0.00722431,0.090704134,0.079646981,0.936518028,0.9828857
9482,ENSG00000174109,18.5231017,0.11403626,0.26889079,0.424098795,0.671493764,0.891819103
9483,ENSG00000197599,19.52453203,-0.593288353,0.351172985,-1.689447588,0.091133688,0.497426222
9484,ENSG00000103249,484.8877956,-0.063607759,0.093203279,-0.682462677,0.494946435,0.810450411
9485,ENSG00000251692,8.524668483,-0.271504389,0.54878258,-0.494739445,0.620784054,0.867499147
9486,ENSG00000100726,204.0303075,-0.313417975,0.122017892,-2.5686231,0.010210344,0.255976347
9487,ENSG00000187535,58.13639109,-0.406234011,0.169799611,-2.392431929,0.016737132,0.30490771
9488,ENSG00000131634,323.0526043,-0.444392346,0.184995513,-2.402179056,0.016297729,0.301198787
9489,ENSG00000007545,97.00047334,-0.356985078,0.123634762,-2.887416705,0.003884194,0.198640881
9490,ENSG00000261732,12.80834367,0.318489498,0.326302997,0.976054466,0.329037474,0.711808387
9491,ENSG00000206053,116.1077283,-0.028041757,0.149257204,-0.187875403,0.850974325,0.954792466
9492,ENSG00000138834,1402.40885,-0.199830943,0.069141558,-2.890171256,0.00385032,0.198640881
9493,ENSG00000103024,113.1605528,-0.240798991,0.14805645,-1.626399863,0.10386462,0.513961588
9494,ENSG00000074071,164.3531252,-0.04974499,0.129936173,-0.382841733,0.701837116,0.904181562
9495,ENSG00000197774,187.8230711,-0.195305135,0.112049854,-1.743019986,0.081330124,0.480726573
9496,ENSG00000162032,11.70867339,-0.705257648,0.317499139,-2.221289955,0.026331329,0.34374686
9497,ENSG00000095906,201.9391298,-0.243721434,0.108434367,-2.24764013,0.024599147,0.340781214
9498,ENSG00000099769,15.2245296,-0.086988251,0.344689808,-0.252366762,0.800757589,0.937992321
9499,ENSG00000063854,1344.621775,0.301815782,0.240971402,1.252496272,0.210389086,0.623519901
9500,ENSG00000180185,71.14248356,0.415928455,0.233579321,1.780673279,0.074965841,0.477230435
9501,ENSG00000198736,2194.125778,0.117308032,0.153066121,0.766387958,0.443445496,0.781014479
9502,ENSG00000140990,138.2449082,0.210661877,0.127560043,1.651472301,0.098642172,0.506437704
9503,ENSG00000140988,4141.843051,-0.0592706,0.100698702,-0.588593484,0.556134006,0.839231701
9504,ENSG00000183751,174.2890621,-0.040943346,0.107359323,-0.381367397,0.702930649,0.904791553
9505,ENSG00000127554,28.23147307,0.00976112,0.225087169,0.043365953,0.965409818,0.990448179
9506,ENSG00000127561,8.419629373,-1.167866076,0.441408093,-2.645774045,0.008150424,0.244150017
9507,ENSG00000167962,184.1143256,-0.1427163,0.106521206,-1.339792377,0.180312855,0.60035542
9508,ENSG00000065054,14.96104823,-0.120950397,0.333302004,-0.362885297,0.716690571,0.911177601
9509,ENSG00000065057,16.64273577,-0.351364401,0.328322188,-1.070181714,0.284537524,0.678753486
9510,ENSG00000103197,635.7036745,-0.08704554,0.088841872,-0.979780575,0.327194443,0.709787191
9511,ENSG00000008710,569.4500471,-0.299394348,0.104160701,-2.874350352,0.004048596,0.198929383
9512,ENSG00000167964,33.38844489,-0.039516071,0.20611175,-0.191721583,0.847960298,0.954067388
9513,ENSG00000131653,392.1342363,0.089918891,0.078855014,1.140306579,0.254158598,0.657685167
9514,ENSG00000167965,96.80290157,-0.145405943,0.135218068,-1.075344037,0.282220727,0.676598176
9515,ENSG00000182685,35.49276445,-0.336263681,0.206052376,-1.631933045,0.102693592,0.511696148
9516,ENSG00000184207,125.2906127,-0.219713092,0.155527587,-1.412695304,0.157745333,0.575783618
9517,ENSG00000167967,264.6512898,-0.12272225,0.092961411,-1.32014186,0.186787659,0.603346554
9518,ENSG00000167968,13.05541489,-0.059006475,0.345935104,-0.170570936,0.864561153,0.95963837
9519,ENSG00000167969,104.2230967,-0.181070319,0.138169228,-1.310496711,0.190027856,0.607441805
9520,ENSG00000205937,344.8150998,-0.127820545,0.085192858,-1.500366913,0.133519385,0.553157756
9521,ENSG00000167972,82.60028366,-0.214435002,0.172260065,-1.24483293,0.213193169,0.625130807
9522,ENSG00000162063,34.2758472,-0.462947041,0.238767317,-1.938904567,0.05251296,0.422215994
9523,ENSG00000162068,44.46608312,-0.065775881,0.210446651,-0.312553706,0.754619754,0.922329375
9524,ENSG00000162065,64.04321309,0.046646334,0.182036352,0.256247358,0.797759843,0.936459068
9525,ENSG00000185883,22.6715917,0.125195107,0.272973635,0.45863443,0.646496708,0.880020861
9526,ENSG00000162066,124.7584903,-0.016208764,0.120455953,-0.134561749,0.892958387,0.969432297
9527,ENSG00000140992,515.9425961,0.084386857,0.088664361,0.951756219,0.341220631,0.720168352
9528,ENSG00000167977,260.3412885,-0.025504361,0.089128364,-0.286153139,0.774760833,0.929472369
9529,ENSG00000172382,9.814645586,-0.613818556,0.408116241,-1.50402874,0.132573967,0.552552811
9530,ENSG00000167978,4598.041863,-0.107494814,0.088992322,-1.207911109,0.227081456,0.638873342
9531,ENSG00000103363,387.3370838,0.327712037,0.166016989,1.973966876,0.04838551,0.412627855
9532,ENSG00000103355,98.1511748,-0.228645625,0.397091509,-0.575800842,0.564749804,0.84391024
9533,ENSG00000007038,12.29682944,-0.34118715,0.542657542,-0.628733822,0.529523332,0.825929034
9534,ENSG00000162076,47.32345046,-0.176045294,0.190047273,-0.926323705,0.35427778,0.728434673
9535,ENSG00000059122,356.1772307,-0.318296073,0.129582923,-2.456311883,0.014037127,0.289857851
9536,ENSG00000127564,14.35247195,-0.096114637,0.397660282,-0.241700369,0.809012344,0.940826982
9537,ENSG00000162073,17.50722262,-0.200852443,0.301854892,-0.66539403,0.505798502,0.81660533
9538,ENSG00000270168,23.63536632,0.25770404,0.300463096,0.857689491,0.391063945,0.74986754
9539,ENSG00000213937,86.33315875,0.070781038,0.210375652,0.336450712,0.736531013,0.916945852
9540,ENSG00000006327,34.5800442,0.344286362,0.250311322,1.37543264,0.168997356,0.591248774
9541,ENSG00000103145,31.95682725,0.141822828,0.188184963,0.753635286,0.45106825,0.784057041
9542,ENSG00000131652,66.33307095,0.128882477,0.149065963,0.864600304,0.387258206,0.748109666
9543,ENSG00000162069,17.49404179,-0.013680309,0.425121749,-0.032179743,0.974328711,0.993160779
9544,ENSG00000008516,2926.26096,0.206285864,0.186515133,1.106000681,0.268726224,0.667317791
9545,ENSG00000008517,671.7127148,-0.051226047,0.134546904,-0.380730033,0.703403581,0.905222854
9546,ENSG00000130182,9.448615039,-0.796665755,0.539018348,-1.477993761,0.139409448,0.558382475
9547,ENSG00000122386,18.94743972,-0.121962555,0.301038478,-0.405139422,0.68537503,0.895892333
9548,ENSG00000085644,244.7093864,0.22433295,0.113773421,1.971751817,0.048637945,0.413136076
9549,ENSG00000010539,225.3190634,-0.120445255,0.103908368,-1.159148752,0.246395557,0.652416839
9550,ENSG00000103313,2389.266115,0.178841435,0.143403636,1.247119251,0.212353775,0.624371241
9551,ENSG00000006194,183.2360595,-0.087744538,0.111995149,-0.783467314,0.433352741,0.775990071
9552,ENSG00000140993,27.86603699,0.467626191,0.253043523,1.84800696,0.064601336,0.455109506
9553,ENSG00000162086,119.207422,-0.09339005,0.144295569,-0.647213563,0.517493735,0.821497065
9554,ENSG00000140987,13.63277422,-0.078480078,0.348577825,-0.225143635,0.821867537,0.94539602
9555,ENSG00000103343,58.90408442,-0.210047294,0.167249373,-1.255892861,0.209154817,0.622459585
9556,ENSG00000167981,55.77953977,-0.176778408,0.192248491,-0.919530796,0.357818005,0.731181346
9557,ENSG00000122390,361.5531594,-0.017184113,0.078956178,-0.217641149,0.827708721,0.947854909
9558,ENSG00000215131,6.818629852,0.004727354,0.454760375,0.010395264,0.991705928,NA
9559,ENSG00000103351,74.28063468,-0.252191123,0.194818715,-1.29449126,0.195495786,0.61363436
9560,ENSG00000167984,730.0965695,-0.24947387,0.114869245,-2.171807345,0.029870197,0.359982601
9561,ENSG00000188827,138.8083279,-0.378065527,0.117173841,-3.226535233,0.001252988,0.147194832
9562,ENSG00000213918,339.9895788,-0.118603455,0.084066585,-1.410827565,0.158295465,0.576669719
9563,ENSG00000126602,136.6602083,-0.150662805,0.117824047,-1.278710153,0.200999143,0.616921472
9564,ENSG00000005339,3331.914397,0.094045712,0.115596389,0.813569637,0.415891538,0.765072087
9565,ENSG00000162104,195.120467,-0.017286709,0.133284558,-0.129697766,0.89680555,0.970216584
9566,ENSG00000090447,124.8952512,-0.121756693,0.133926577,-0.90913018,0.363281414,0.733996124
9567,ENSG00000126603,22.5528926,0.164595753,0.282165658,0.583330211,0.559671029,0.841259861
9568,ENSG00000217930,114.3030733,-0.070295201,0.117209757,-0.599738481,0.548680538,0.83565181
9569,ENSG00000262246,200.9964969,0.020909236,0.10055764,0.207932847,0.835281401,0.950667358
9570,ENSG00000168140,248.6933503,0.047296869,0.111563515,0.423945671,0.671605436,0.891819103
9571,ENSG00000103423,189.2898382,-0.299567259,0.132812927,-2.255557997,0.024098326,0.338523585
9572,ENSG00000153406,181.3228404,-0.279620717,0.120913401,-2.312570104,0.020746287,0.326037397
9573,ENSG00000103415,283.1101461,-0.062479574,0.089282019,-0.699800194,0.484052094,0.804690651
9574,ENSG00000089486,275.8951852,-0.090280042,0.10797135,-0.83614813,0.403071575,0.757609699
9575,ENSG00000205832,6.408681097,-1.75676333,0.481590615,-3.647835477,0.000264459,NA
9576,ENSG00000153443,468.0320303,0.086376744,0.14052695,0.614663192,0.538777173,0.830295178
9577,ENSG00000102858,1723.785788,-0.050791991,0.104876939,-0.484300855,0.628172369,0.872004087
9578,ENSG00000168101,201.7864307,0.020779508,0.102715984,0.202300631,0.839681707,0.951515778
9579,ENSG00000168096,89.66344892,-0.198917486,0.172017313,-1.156380611,0.247525509,0.653023806
9580,ENSG00000166246,21.97189841,-0.633460213,0.30075058,-2.106264312,0.0351814,0.374978788
9581,ENSG00000103199,124.0198475,-0.26482091,0.152098064,-1.741119529,0.081662629,0.480726573
9582,ENSG00000067836,413.907702,0.503797015,0.193394588,2.605021265,0.009186856,0.252801764
9583,ENSG00000140632,655.7100259,0.027976246,0.064280559,0.435220948,0.663402059,0.887486934
9584,ENSG00000118900,2102.251551,0.062444299,0.133055986,0.469308451,0.638849175,0.877150604
9585,ENSG00000118898,490.4088735,0.029336512,0.157562988,0.186189105,0.852296468,0.955118907
9586,ENSG00000103184,36.4053213,-0.703265646,0.43553396,-1.614720576,0.10637122,0.517286293
9587,ENSG00000103174,121.8096452,-0.029797533,0.146530446,-0.203353869,0.838858454,0.951515778
9588,ENSG00000033011,71.64674092,-0.287366677,0.166714759,-1.723702675,0.084761532,0.486314198
9589,ENSG00000153446,5.718182454,-1.217325239,0.559270343,-2.176631131,0.029508101,NA
9590,ENSG00000118894,42.00054983,-0.007078124,0.190922649,-0.037073253,0.970426598,0.992404726
9591,ENSG00000067365,426.328988,0.063581873,0.08584744,0.740637959,0.458912986,0.790036172
9592,ENSG00000183044,250.3270049,-0.092372818,0.129353187,-0.714113197,0.475157186,0.799246119
9593,ENSG00000184857,32.44392028,-0.221744948,0.24809749,-0.893781506,0.371438806,0.739357463
9594,ENSG00000140650,121.9721417,-0.195835673,0.144299892,-1.357143589,0.174735591,0.596410323
9595,ENSG00000153048,242.5351094,0.124841448,0.126363649,0.98795381,0.32317527,0.706687965
9596,ENSG00000187555,972.9668593,0.045746879,0.059617762,0.7673364,0.442881532,0.781014479
9597,ENSG00000182831,1652.49969,0.16340936,0.103882597,1.573019591,0.115714282,0.530798346
9598,ENSG00000166669,145.2019258,-0.059131624,0.165279254,-0.357767977,0.720516957,0.912668711
9599,ENSG00000103274,52.40351926,-0.093316359,0.199612561,-0.467487412,0.640151196,0.878114304
9600,ENSG00000166676,22.21226315,0.017823591,0.259458371,0.068695379,0.945232097,0.986014404
9601,ENSG00000179583,1624.501902,-0.142434865,0.11577698,-1.23025203,0.218602742,0.629999958
9602,ENSG00000038532,886.6741935,0.208013338,0.100865577,2.062282726,0.039180827,0.38864184
9603,ENSG00000175643,20.99145837,0.172662748,0.386800758,0.446386787,0.655317875,0.883006139
9604,ENSG00000185338,97.09846075,0.183841442,0.217794297,0.844105857,0.398610255,0.754389744
9605,ENSG00000188897,1093.15972,0.138080554,0.208040239,0.663720418,0.506869269,0.816784988
9606,ENSG00000189067,5113.689966,0.135316236,0.158581035,0.853293944,0.393496318,0.751700136
9607,ENSG00000184602,1282.737113,0.05402256,0.139133125,0.388279642,0.697809101,0.901706812
9608,ENSG00000153066,220.5194996,0.000968897,0.092932425,0.010425822,0.991681549,0.996700463
9609,ENSG00000122299,331.3974439,0.071333082,0.079717522,0.894823124,0.370881647,0.739028745
9610,ENSG00000171490,298.5680413,0.045991952,0.110178539,0.417431129,0.67636309,0.893809264
9611,ENSG00000103342,3215.800081,0.410881878,0.283373369,1.449966449,0.147067876,0.565458674
9612,ENSG00000234719,18.22872608,-0.265774157,0.288165394,-0.922297272,0.356373536,0.730262702
9613,ENSG00000048462,11.97652365,-0.002417241,0.451130508,-0.005358187,0.995724806,0.998131931
9614,ENSG00000048471,676.5017678,0.026991911,0.075944624,0.355415693,0.722278194,0.913180825
9615,ENSG00000103381,2467.883773,0.142374959,0.147528699,0.965066184,0.334511663,0.715211023
9616,ENSG00000175595,62.61705802,-0.027579093,0.144712523,-0.190578485,0.848855848,0.95436413
9617,ENSG00000186260,125.1742217,-0.136726415,0.16564059,-0.825440283,0.409121673,0.761155252
9618,ENSG00000140694,244.1237951,0.13559925,0.090601508,1.496655547,0.134482909,0.553671998
9619,ENSG00000103429,217.7405105,-0.041365399,0.096565239,-0.428367389,0.668383664,0.890601809
9620,ENSG00000069764,6.509519776,-1.145203827,0.484484778,-2.363756055,0.01809072,NA
9621,ENSG00000183426,10.69874875,-0.631935833,0.371249324,-1.702187162,0.088720289,0.493876285
9622,ENSG00000103512,159.9032519,-0.182944524,0.120552684,-1.517548336,0.1291283,0.547578547
9623,ENSG00000179889,412.4108588,-0.080884164,0.090395195,-0.894783885,0.370902627,0.739028745
9624,ENSG00000157045,85.31950072,0.172118444,0.161365271,1.066638702,0.286135017,0.679910798
9625,ENSG00000085721,156.8509104,0.031172386,0.119244048,0.261416704,0.793771177,0.934748334
9626,ENSG00000166780,29.38191095,0.226961408,0.231248157,0.98146256,0.326364688,0.709455121
9627,ENSG00000166783,2127.073156,0.162782154,0.127747244,1.274251783,0.202574199,0.617837192
9628,ENSG00000072864,1032.413234,0.00514989,0.100906291,0.051036362,0.959296546,0.98838531
9629,ENSG00000133392,811.2937514,0.108843453,0.110662124,0.983565553,0.325329169,0.708277481
9630,ENSG00000133393,63.6704945,0.00423535,0.17327933,0.024442326,0.980499787,0.994679623
9631,ENSG00000103222,844.9830013,0.071759841,0.076628065,0.936469432,0.349031544,0.724374559
9632,ENSG00000091262,155.4798255,-0.067822512,0.145192451,-0.467121477,0.640412969,0.878114304
9633,ENSG00000103226,77.13874918,-0.061257902,0.204117487,-0.300110997,0.764092491,0.92606374
9634,ENSG00000103489,593.7689177,0.167341284,0.095177277,1.758206252,0.078712422,0.479425498
9635,ENSG00000185164,151.6993906,0.140949306,0.136960113,1.029126676,0.303420152,0.694339931
9636,ENSG00000134419,121.2536573,0.045351179,0.112737536,0.402272218,0.687483698,0.896642607
9637,ENSG00000170540,282.330651,0.141140318,0.141845992,0.995025067,0.319724073,0.705224392
9638,ENSG00000157106,2286.047782,-0.005854145,0.049374627,-0.118565857,0.905619316,0.972696724
9639,ENSG00000167186,55.05275455,0.098214366,0.168816324,0.581782399,0.560713261,0.841390057
9640,ENSG00000205730,143.1074124,0.120065027,0.175795568,0.682980965,0.494618871,0.810256908
9641,ENSG00000103528,18.4079876,-0.036862934,0.360135593,-0.102358486,0.918472134,0.976545865
9642,ENSG00000103534,23.9477603,-0.218077115,0.300199794,-0.726439921,0.467569125,0.795721825
9643,ENSG00000006007,415.4010709,0.243393217,0.1490184,1.63330982,0.102403853,0.511696148
9644,ENSG00000103540,129.1750517,0.028094314,0.136392843,0.205980854,0.836805867,0.951096018
9645,ENSG00000103544,284.9302292,0.00565669,0.086668675,0.065267993,0.947960626,0.986416837
9646,ENSG00000103550,60.14334521,-0.053187441,0.146708734,-0.362537659,0.716950287,0.911177601
9647,ENSG00000167191,9.195301163,-0.445097429,0.499525739,-0.89104003,0.372907695,0.740174248
9648,ENSG00000005187,50.87856503,-0.233176084,0.267820477,-0.870643228,0.383948986,0.746934142
9649,ENSG00000166743,22.89145389,-0.1438168,0.359932587,-0.399565933,0.689476253,0.897385317
9650,ENSG00000066654,289.1860856,-0.064729006,0.103237583,-0.626990716,0.530665321,0.826426038
9651,ENSG00000196678,15.63409244,0.096752928,0.309398819,0.31271266,0.754498976,0.922329375
9652,ENSG00000005189,10.14238485,-0.056384336,0.38419207,-0.146760801,0.883320826,0.965836535
9653,ENSG00000188215,70.05790249,-0.046862085,0.148366149,-0.315854293,0.752113106,0.922329375
9654,ENSG00000102897,128.4526781,0.089206205,0.132882442,0.671316718,0.502018787,0.814678734
9655,ENSG00000158486,19.57781285,-1.337204081,0.365246481,-3.661100516,0.000251134,0.094409834
9656,ENSG00000011638,62.13516782,-0.319847339,0.180564006,-1.771379279,0.076497652,0.479425498
9657,ENSG00000169246,81.35518189,-0.232815617,0.164515527,-1.415158931,0.157021903,0.574755957
9658,ENSG00000197006,733.4450428,0.186576891,0.133748589,1.394982132,0.163021228,0.583529217
9659,ENSG00000140749,1041.694169,0.14464056,0.125387774,1.15354596,0.248686365,0.65398832
9660,ENSG00000185864,179.6566905,-0.338468612,0.113157274,-2.991134377,0.002779432,0.185288987
9661,ENSG00000140740,422.1889797,0.162044166,0.089095555,1.818768232,0.068946797,0.466272868
9662,ENSG00000155714,7.725647159,-0.58712508,0.460053525,-1.27621037,0.201881164,0.61758801
9663,ENSG00000185716,59.54025514,-0.186846897,0.163543479,-1.142490659,0.253250126,0.656779998
9664,ENSG00000183921,16.89648726,-0.257092099,0.357422406,-0.71929486,0.471959262,0.799077639
9665,ENSG00000103319,194.0509982,-0.070241878,0.147509819,-0.476184422,0.633942997,0.875086543
9666,ENSG00000058600,337.6486972,-0.102059501,0.104860632,-0.973287105,0.330410629,0.712213455
9667,ENSG00000140743,176.8032047,0.179872683,0.136645089,1.316349421,0.18805679,0.605327096
9668,ENSG00000243716,106.347108,-0.388584247,0.138224137,-2.81126188,0.00493476,0.203269725
9669,ENSG00000103404,91.9833252,-0.126382001,0.141169214,-0.895251857,0.370652469,0.739028745
9670,ENSG00000168434,77.71574871,-0.105503788,0.153345816,-0.688012168,0.491445119,0.808686271
9671,ENSG00000103365,618.6137563,-0.179485376,0.093834795,-1.912780613,0.055776144,0.431201376
9672,ENSG00000103356,68.31570806,-0.049718053,0.18593545,-0.267394157,0.789165698,0.933982949
9673,ENSG00000103353,185.3665895,0.09553118,0.099502887,0.960084504,0.337012687,0.716245579
9674,ENSG00000004779,70.59730376,0.113355479,0.164163976,0.690501541,0.489878842,0.808441672
9675,ENSG00000083093,51.59092725,-0.062976227,0.166200339,-0.378917559,0.704749085,0.905623261
9676,ENSG00000166847,278.824126,-0.082412882,0.100512321,-0.819928152,0.412257067,0.763096837
9677,ENSG00000166851,26.02657839,-0.444928624,0.24429854,-1.821249629,0.06856892,0.46546511
9678,ENSG00000166501,2494.601302,0.151088034,0.079500364,1.90046971,0.057371506,0.436732876
9679,ENSG00000122257,598.67352,0.022825341,0.065909047,0.346315751,0.729105433,0.915364394
9680,ENSG00000090905,537.3236577,-0.01768833,0.086776057,-0.203838837,0.838479442,0.951515778
9681,ENSG00000158865,7.487003725,-0.567484298,0.561823911,-1.01007502,0.312459349,0.699720025
9682,ENSG00000140750,576.9070286,0.031405397,0.094260244,0.333177549,0.739000264,0.917502378
9683,ENSG00000205629,86.53227994,-0.025608152,0.133383143,-0.191989419,0.847750493,0.95402804
9684,ENSG00000155592,54.15929322,-0.1562463,0.169062649,-0.92419172,0.355386506,0.729171211
9685,ENSG00000155666,86.72302121,-0.025717958,0.175232709,-0.146764599,0.883317828,0.965836535
9686,ENSG00000169189,126.9754675,0.04262473,0.125214349,0.340414098,0.733544703,0.916059945
9687,ENSG00000077238,1793.73337,0.180687857,0.133614648,1.352305747,0.176277527,0.596968199
9688,ENSG00000103522,196.2444847,-0.02393994,0.135217285,-0.177047927,0.859470744,0.957666124
9689,ENSG00000077235,537.6964275,-0.224552396,0.075695933,-2.966505413,0.003012051,0.191097876
9690,ENSG00000047578,379.7218289,-0.042775063,0.091990042,-0.464996667,0.641933843,0.878122108
9691,ENSG00000169180,6839.263061,0.124009285,0.141763173,0.874763756,0.381702462,0.746078018
9692,ENSG00000188322,237.7079066,-0.233895856,0.170303547,-1.373405668,0.169626269,0.59140456
9693,ENSG00000188603,54.98404701,0.194047067,0.162823443,1.191763691,0.233353916,0.643880662
9694,ENSG00000184730,1418.038778,0.121699972,0.156922142,0.775543657,0.438018479,0.777980102
9695,ENSG00000197272,50.33494477,0.21710846,0.239137434,0.907881533,0.363940815,0.734239525
9696,ENSG00000176046,8.395029235,0.59539643,0.617287023,0.964537415,0.33477656,0.715211023
9697,ENSG00000176476,68.1850411,-0.293968219,0.146828266,-2.002122798,0.045271526,0.405380995
9698,ENSG00000197165,21.26033899,0.044704291,0.317979119,0.140588763,0.888194826,0.96774911
9699,ENSG00000196502,362.7211433,0.500906006,0.172444787,2.90473267,0.003675669,0.198640881
9700,ENSG00000184110,38.43298149,0.155258686,0.232701395,0.667201355,0.504643526,0.816293069
9701,ENSG00000168488,638.0270449,-0.05337751,0.072542967,-0.735805454,0.461849102,0.792292822
9702,ENSG00000178952,339.1733637,0.040105884,0.100977835,0.397175118,0.691238329,0.898752732
9703,ENSG00000178188,393.6032667,-0.199161874,0.085303807,-2.334736064,0.019557213,0.320655279
9704,ENSG00000196296,16.6816774,-0.381066886,0.296320627,-1.285995137,0.198444759,0.615554771
9705,ENSG00000177548,184.4602667,-0.180287437,0.126488564,-1.425325984,0.154062993,0.571558778
9706,ENSG00000177455,53.0695176,-0.436653344,0.287524201,-1.518666405,0.128846487,0.547264202
9707,ENSG00000176953,317.447978,-0.217187286,0.088922875,-2.442423125,0.014589036,0.292706995
9708,ENSG00000169682,8.476160624,-0.76456409,0.432378125,-1.768276528,0.077014686,0.479425498
9709,ENSG00000213658,27.18899006,-0.23368523,0.230115734,-1.01551174,0.309861953,0.698013213
9710,ENSG00000254206,50.9056101,-0.280135437,0.181449538,-1.543875175,0.122618575,0.540419176
9711,ENSG00000261740,16.34062408,-0.168061683,0.389904155,-0.431033322,0.666444142,0.889190698
9712,ENSG00000169203,56.49801227,-0.105084411,0.185526958,-0.566410466,0.571114782,0.845640059
9713,ENSG00000197471,1134.968218,-0.063387349,0.103676644,-0.611394686,0.54093832,0.831158008
9714,ENSG00000103485,7.938479177,0.198737539,0.473292142,0.419904582,0.67455516,0.892767602
9715,ENSG00000185905,1997.31322,-0.011609378,0.103175381,-0.112520813,0.910410468,0.974630279
9716,ENSG00000079616,138.9271564,-0.167223737,0.13975973,-1.19650873,0.231498094,0.643040445
9717,ENSG00000103495,79.80192289,-0.055550271,0.116241936,-0.477884941,0.6327321,0.874099631
9718,ENSG00000167371,6.763470109,-0.751680233,0.42960295,-1.7497092,0.080168505,NA
9719,ENSG00000280789,10.4012759,-0.375183543,0.298954302,-1.254986263,0.209483747,0.622995934
9720,ENSG00000013364,1709.210292,0.194327159,0.093439187,2.079718001,0.037551406,0.383485704
9721,ENSG00000103502,518.6854412,0.276431192,0.142150171,1.944641991,0.051818082,0.419996998
9722,ENSG00000174943,291.5823407,-0.083910332,0.090892735,-0.923179741,0.355913545,0.729547773
9723,ENSG00000149932,184.5744815,-0.087211873,0.105883645,-0.823657634,0.410134118,0.761528541
9724,ENSG00000149930,490.997764,-0.083611735,0.084620956,-0.98807362,0.323116594,0.706687965
9725,ENSG00000149929,42.52292838,0.081399041,0.215254382,0.378152771,0.705317108,0.906175854
9726,ENSG00000169592,229.5883718,-0.066299891,0.113848383,-0.582352504,0.560329267,0.84130486
9727,ENSG00000149927,8.592756067,-0.534026905,0.419056151,-1.274356441,0.202537122,0.617837192
9728,ENSG00000149925,3641.889889,0.174442179,0.106882934,1.632086364,0.102661294,0.511696148
9729,ENSG00000149923,775.5120225,0.118559603,0.098795638,1.200048963,0.230120325,0.642058685
9730,ENSG00000149922,10.20174144,-0.2375754,0.42087495,-0.564479782,0.572427656,0.846110569
9731,ENSG00000090238,3216.835949,0.196200254,0.178600397,1.098543213,0.271967359,0.670125575
9732,ENSG00000102886,103.0310527,-0.129312089,0.172252253,-0.750713485,0.452825106,0.785076186
9733,ENSG00000102882,539.2154288,-0.011584231,0.127847457,-0.090609791,0.927802652,0.980056898
9734,ENSG00000102879,5872.514467,0.021039753,0.074806157,0.281256968,0.778513313,0.930862598
9735,ENSG00000198064,27.28245164,-0.135249491,0.26351597,-0.513249695,0.607776668,0.860214569
9736,ENSG00000169217,342.6095911,-0.126761495,0.082877871,-1.529497475,0.126141165,0.546031518
9737,ENSG00000169221,614.0835792,-0.019388837,0.083958113,-0.230934648,0.817365573,0.94346078
9738,ENSG00000180209,5.520958271,-0.329695283,0.594438772,-0.554632871,0.5791458,NA
9739,ENSG00000180035,53.12411872,-0.103712893,0.190204937,-0.545269196,0.585568387,0.851315663
9740,ENSG00000180096,310.7379279,-0.150495631,0.112623016,-1.336277755,0.181458504,0.600881124
9741,ENSG00000179965,20.8481659,-0.021330133,0.330962566,-0.064448778,0.948612892,0.986702544
