,yes.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
4883,ENSG00000172115,122.5380386,-0.119121518,0.149843165,-0.794974654,0.426628246,0.649934551
4884,ENSG00000153790,44.3785733,0.173852095,0.250197369,0.694859807,0.487143163,0.699702347
4885,ENSG00000050344,290.0282399,-0.069932251,0.102804666,-0.680243943,0.496350012,0.706446471
4886,ENSG00000122566,2313.107804,0.060279055,0.071026487,0.848684178,0.396057052,0.62408438
4887,ENSG00000122565,272.4278228,-0.197185261,0.137309008,-1.436069367,0.150982604,0.369715592
4888,ENSG00000086300,457.070851,0.17746028,0.165822933,1.070179358,0.284538584,0.519673543
4889,ENSG00000005020,752.8888967,0.23182379,0.180283386,1.285885483,0.198483031,0.431596975
4890,ENSG00000105991,6.588053534,-1.17121183,0.739803542,-1.583138986,0.113389789,NA
4891,ENSG00000105996,33.79304736,0.375398571,0.330094878,1.137244458,0.255436107,NA
4892,ENSG00000105997,13.44176365,0.531584083,0.627517084,0.847122885,0.39692663,NA
4893,ENSG00000106049,47.7350266,-0.309247658,0.238913806,-1.29439007,0.195530719,0.428509566
4894,ENSG00000106052,490.8897623,0.066961475,0.115340758,0.580553453,0.561541451,0.751916807
4895,ENSG00000153814,391.6622634,0.252898265,0.244700738,1.033500214,0.30136987,0.536215055
4896,ENSG00000146592,1949.690911,0.680861056,0.195326842,3.485752634,0.000490755,0.019779242
4897,ENSG00000106066,383.9762924,-0.231074483,0.223896967,-1.032057228,0.302045309,0.536428117
4898,ENSG00000106069,146.6112152,-0.369895325,0.205452996,-1.800389057,0.071799228,0.24396401
4899,ENSG00000136193,170.7371697,-0.208838357,0.194545431,-1.073468319,0.283061046,0.518755227
4900,ENSG00000106080,24.07701244,-0.734088128,0.372269398,-1.971927134,0.048617925,NA
4901,ENSG00000106086,94.54974891,-0.411729784,0.175041941,-2.3521779,0.018663846,0.114686538
4902,ENSG00000180354,433.5737503,0.413441932,0.179778153,2.299733998,0.021463295,0.123781302
4903,ENSG00000180233,318.151048,-0.054751069,0.112812145,-0.485329564,0.627442587,0.794997839
4904,ENSG00000106100,218.9083788,-0.389136341,0.148401713,-2.622182269,0.008736869,0.07706707
4905,ENSG00000006625,7.550665002,-0.982128121,0.489957073,-2.004518711,0.045014525,NA
4906,ENSG00000106105,205.8967827,-0.088817145,0.129943756,-0.683504528,0.49428809,0.704940148
4907,ENSG00000106113,9.232222692,0.36317328,0.604647866,0.600636008,0.54808245,NA
4908,ENSG00000240583,23.00160168,0.070420344,0.584637682,0.120451257,0.90412569,NA
4909,ENSG00000106355,28.26752268,-0.070349736,0.334776873,-0.210139176,0.83355905,NA
4910,ENSG00000105778,673.2537334,0.17036472,0.081797501,2.082761926,0.03727293,0.168895017
4911,ENSG00000170852,499.6052802,0.124691724,0.09786026,1.274181412,0.202599131,0.436591449
4912,ENSG00000122642,63.41221147,0.554090433,0.285216438,1.942701609,0.052052222,0.200352316
4913,ENSG00000122643,260.9281612,0.096736907,0.128009485,0.755701089,0.449828431,0.668276168
4914,ENSG00000164610,37.74406407,-0.54420098,0.246902239,-2.204115209,0.027516243,0.142893724
4915,ENSG00000122507,117.5620386,-0.153127143,0.176640568,-0.86688548,0.38600476,0.615817416
4916,ENSG00000173852,86.96672164,-0.178497792,0.190721688,-0.935907152,0.349320995,0.583047254
4917,ENSG00000122557,575.1254339,0.062916268,0.094382379,0.666610325,0.505021072,0.713808494
4918,ENSG00000122545,713.1327334,0.027944281,0.097492958,0.286628708,0.774396631,0.885357011
4919,ENSG00000122547,417.2784871,0.228374663,0.188316508,1.212717168,0.225237974,0.462431505
4920,ENSG00000164542,7.106301629,-0.13895628,0.624232641,-0.222603355,0.823844225,NA
4921,ENSG00000011426,15.07020893,0.29144308,0.586780494,0.496681609,0.619413593,NA
4922,ENSG00000136250,1578.507224,0.185826555,0.123169666,1.508703901,0.131374468,0.341719921
4923,ENSG00000155849,1145.233152,0.227342648,0.113571854,2.001751665,0.045311447,0.186518524
4924,ENSG00000187037,147.4207783,0.71999908,0.236230118,3.047871651,0.002304683,0.041583012
4925,ENSG00000086289,6.455786885,-0.025941418,0.725004597,-0.035781039,0.971456952,NA
4926,ENSG00000086288,43.42011214,0.490090475,0.270093395,1.814522251,0.06959736,0.239535188
4927,ENSG00000010270,128.3421445,0.09811083,0.151044616,0.649548673,0.515983797,0.721958084
4928,ENSG00000078053,35.15927084,0.458924075,0.303221623,1.513493898,0.13015425,NA
4929,ENSG00000006715,482.622732,-0.092777583,0.09865274,-0.940446078,0.346988796,0.580593269
4930,ENSG00000241127,20.71072487,0.046230615,0.402515217,0.114854329,0.908560586,NA
4931,ENSG00000006451,115.748133,-0.304433867,0.14149554,-2.151543914,0.031433294,0.152737569
4932,ENSG00000065883,1115.282261,-0.017436864,0.059794826,-0.291611579,0.770583621,0.88375046
4933,ENSG00000168303,119.2246206,-0.321575373,0.161693126,-1.988800518,0.046723226,0.190168154
4934,ENSG00000122641,8.81848855,2.841026985,1.05746839,2.686630646,0.007217672,NA
4935,ENSG00000136197,13.0747302,0.076845498,0.499288219,0.153910097,0.877680623,NA
4936,ENSG00000106588,24.31044981,-0.928665598,0.354993985,-2.616003757,0.008896558,NA
4937,ENSG00000106591,39.08143549,-0.630353933,0.275536768,-2.287730738,0.022153206,0.125799263
4938,ENSG00000164543,669.8765367,0.14911659,0.097623623,1.527464213,0.126645619,0.333695686
4939,ENSG00000106603,755.4380492,0.033763394,0.10910497,0.309457893,0.756973238,0.875271599
4940,ENSG00000106605,113.776202,-0.303449121,0.232591849,-1.304642108,0.192014743,0.423008684
4941,ENSG00000106608,138.1869652,0.069732228,0.184767154,0.377405977,0.705871926,0.843866693
4942,ENSG00000078967,40.57936643,-0.484959853,0.262296118,-1.848902139,0.064471945,0.229345163
4943,ENSG00000136206,59.50885707,0.166616394,0.201136867,0.828373215,0.407459171,0.635136948
4944,ENSG00000136279,2753.302167,0.141189007,0.08366876,1.687475784,0.091511902,0.278905048
4945,ENSG00000122678,324.1027093,-0.10256838,0.117266142,-0.874663206,0.381757186,0.612302304
4946,ENSG00000106624,45.2600279,0.253353062,0.325631028,0.778037226,0.436547068,0.657882157
4947,ENSG00000106628,88.87940554,-0.012858697,0.202641937,-0.063455262,0.949403983,0.975507372
4948,ENSG00000106636,316.9353814,0.079598811,0.09447235,0.842561988,0.399473458,0.627322657
4949,ENSG00000015676,542.6847493,-0.271816062,0.096243283,-2.824260068,0.004738991,0.05743233
4950,ENSG00000136271,259.8957984,0.007034049,0.120257804,0.058491411,0.953357204,0.977100813
4951,ENSG00000158604,448.0655606,-0.135380194,0.088431402,-1.53090634,0.125792542,0.332502561
4952,ENSG00000105953,1042.579593,0.093688347,0.107879423,0.868454282,0.38514569,0.614781889
4953,ENSG00000122515,573.6989052,-0.143888472,0.109322545,-1.316182968,0.188112639,0.418630054
4954,ENSG00000196262,777.2573779,-0.41183133,0.129173706,-3.188197841,0.001431625,0.033438216
4955,ENSG00000105968,439.36689,-0.047602312,0.096828064,-0.491616898,0.622990196,0.791601167
4956,ENSG00000146676,449.7479939,-0.10818502,0.099926933,-1.082641246,0.278967692,0.514897804
4957,ENSG00000136286,2221.433787,-0.022586106,0.105153725,-0.214791309,0.829930029,0.916329062
4958,ENSG00000136280,1198.978355,0.140995038,0.079698704,1.769100769,0.07687706,0.254203842
4959,ENSG00000136270,274.6442321,-0.415419731,0.126050233,-3.295668081,0.000981879,0.02787507
4960,ENSG00000122679,54.86931885,0.253901876,0.272435646,0.9319701,0.351351978,0.585131142
4961,ENSG00000164742,17.84316434,0.694129811,0.440718993,1.574994094,0.115257808,NA
4962,ENSG00000146674,31.38003512,0.086336197,0.412580159,0.209259206,0.834245896,NA
4963,ENSG00000136205,344.697936,0.021293343,0.16609279,0.128201487,0.897989524,0.950905281
4964,ENSG00000136273,169.3466534,-0.188257686,0.142259274,-1.323342101,0.185721637,0.416647296
4965,ENSG00000158683,18.5762729,-0.020241129,0.55214014,-0.036659405,0.970756577,NA
4966,ENSG00000183696,533.8555003,0.162378771,0.146201454,1.110650857,0.266718663,0.503766258
4967,ENSG00000179869,107.7941984,2.38402275,0.55427319,4.301169161,1.70E-05,0.004070977
4968,ENSG00000185811,3586.598933,0.047428075,0.066053305,0.718027283,0.472740464,0.687843832
4969,ENSG00000132436,42.66681027,-0.407378994,0.278403916,-1.463266036,0.143394598,0.359023648
4970,ENSG00000106070,212.3037889,2.125366164,0.37288754,5.699751092,1.20E-08,2.06E-05
4971,ENSG00000132432,49.42252919,-0.482262146,0.220098985,-2.191114808,0.028443485,0.14560305
4972,ENSG00000132434,60.91604256,-0.069665753,0.279412819,-0.249329123,0.803106205,0.900744567
4973,ENSG00000154978,765.0698801,0.042017352,0.094587521,0.444216654,0.656885953,0.813926652
4974,ENSG00000178665,7.612208473,-0.298002258,0.497907518,-0.598509256,0.549500184,NA
4975,ENSG00000146729,155.0305149,-0.352628494,0.136072271,-2.591479455,0.009556425,0.080157207
4976,ENSG00000239789,13.7921304,-0.279484128,0.454348176,-0.615132056,0.538467514,NA
4977,ENSG00000146733,22.34769845,-0.418610443,0.354702798,-1.180172376,0.237931664,NA
4978,ENSG00000146731,323.7118928,-0.053265509,0.11929094,-0.44651764,0.655223373,0.812979748
4979,ENSG00000129103,316.1238061,-0.302194828,0.116681944,-2.589902234,0.009600319,0.08034404
4980,ENSG00000164776,50.74092704,0.134464626,0.292378104,0.459899782,0.645588157,0.806659131
4981,ENSG00000106153,318.3261814,-0.268920389,0.156051072,-1.723284472,0.084837094,0.268080097
4982,ENSG00000234444,240.552262,-0.330320683,0.144694739,-2.2828797,0.022437456,0.126628078
4983,ENSG00000173041,56.69164251,-0.422724076,0.261688597,-1.615370635,0.106230455,0.303595771
4984,ENSG00000196247,231.449205,0.452936254,0.218666511,2.071356293,0.038325512,0.171265341
4985,ENSG00000197008,48.94723817,-0.094092557,0.242189143,-0.388508568,0.697639714,0.837130439
4986,ENSG00000198039,41.13063742,0.00441323,0.259930753,0.016978482,0.986453782,0.993900541
4987,ENSG00000152926,340.7247124,0.504434396,0.258556122,1.950966749,0.051061001,0.198543532
4988,ENSG00000213462,489.4924528,0.279764414,0.21299333,1.313489082,0.189018197,0.419555079
4989,ENSG00000146757,46.89684505,-0.282915811,0.260812394,-1.084748339,0.278033132,0.513910673
4990,ENSG00000196715,112.6853288,0.282493926,0.159499873,1.7711232,0.076540217,0.253497844
4991,ENSG00000169919,292.4641441,-0.094764433,0.125823967,-0.753150894,0.451359244,0.669449986
4992,ENSG00000126522,72.07207227,-0.042198722,0.194158239,-0.217341905,0.827941902,0.915215546
4993,ENSG00000241258,159.0115988,0.271767557,0.144534843,1.880290953,0.060068436,0.219375733
4994,ENSG00000169902,158.6944259,2.009083774,0.381254273,5.269668871,1.37E-07,0.000127687
4995,ENSG00000243335,241.602394,-0.248348264,0.13275355,-1.870746693,0.061380199,0.222505929
4996,ENSG00000154710,47.01211697,0.467812752,0.247919668,1.886952964,0.059166652,0.217783917
4997,ENSG00000106609,620.6638346,-0.020039806,0.082065609,-0.2441925,0.807081736,0.902543961
4998,ENSG00000126524,43.07407366,-0.4897964,0.30741973,-1.593249726,0.11110418,0.310833818
4999,ENSG00000198874,140.3399239,-0.557361068,0.165478914,-3.368169716,0.00075669,0.024990624
5000,ENSG00000158321,164.257453,-0.116409231,0.279352679,-0.41671063,0.676890078,0.825000978
5001,ENSG00000277149,50.0750706,0.304530808,0.215762233,1.411418504,0.15812125,0.379321215
5002,ENSG00000196313,569.6033432,-0.01999228,0.105319373,-0.189825282,0.849446044,0.925448637
5003,ENSG00000155428,7.363566493,0.893404117,0.665489772,1.342476104,0.179441673,NA
5004,ENSG00000130305,181.9642715,0.12877921,0.134824621,0.95516093,0.33949632,0.574260349
5005,ENSG00000009954,562.7693225,0.091257171,0.114270403,0.798607237,0.42451819,0.648161259
5006,ENSG00000106635,192.063084,-0.315509696,0.11672652,-2.702982118,0.006872044,0.06957914
5007,ENSG00000106638,117.6694341,-0.159164844,0.146045254,-1.089832366,0.275786994,0.512247052
5008,ENSG00000176410,41.930651,-0.464738587,0.246406504,-1.886064608,0.059286249,0.218068998
5009,ENSG00000071462,146.8542186,-0.262615801,0.144762162,-1.814119091,0.069659393,0.239588214
5010,ENSG00000106089,20.84789663,0.039325007,0.350966859,0.112047637,0.910785636,NA
5011,ENSG00000106077,64.94481734,0.245369782,0.218976005,1.120532737,0.26248681,0.499529868
5012,ENSG00000165171,8.865973703,-1.130502035,0.675170355,-1.67439525,0.094052946,NA
5013,ENSG00000106683,346.2180666,0.17353983,0.152956362,1.134570849,0.256555173,0.493729547
5014,ENSG00000106682,1097.804876,0.166674853,0.078690225,2.118113824,0.034165429,0.160401149
5015,ENSG00000086730,1104.674587,0.467499881,0.160142012,2.919283171,0.003508374,0.048723725
5016,ENSG00000049541,111.7946271,0.245238078,0.175667198,1.396037967,0.162703062,0.385542857
5017,ENSG00000106665,203.8379707,0.126086485,0.197527798,0.638322742,0.523263611,0.725037736
5018,ENSG00000263001,187.1243918,-0.082683787,0.145393534,-0.568689577,0.569566822,0.757726632
5019,ENSG00000158517,3075.592835,0.308432799,0.195556384,1.577206494,0.114748019,0.316768623
5020,ENSG00000196275,41.45257896,0.123796828,0.312053231,0.396717021,0.691576147,0.834977451
5021,ENSG00000274070,86.30647482,0.374635231,0.288850515,1.296986543,0.194635817,0.427134805
5022,ENSG00000274523,226.6941923,-0.116950701,0.131390593,-0.890099497,0.373412463,0.605771094
5023,ENSG00000174428,131.5367677,-0.250748253,0.179061323,-1.400348489,0.161408987,0.383298165
5024,ENSG00000178809,10.04342783,0.503614911,0.503772038,0.999688099,0.317461473,NA
5025,ENSG00000272391,633.2261396,0.074562221,0.104642964,0.712539272,0.476130902,0.690641818
5026,ENSG00000170092,93.33509222,-0.21461879,0.184234262,-1.164923332,0.244050028,0.481956599
5027,ENSG00000127946,584.2408713,-0.002816107,0.271122226,-0.010386855,0.991712638,0.996074158
5028,ENSG00000005486,343.2451263,0.082317999,0.135386142,0.608023816,0.543171679,0.739165167
5029,ENSG00000127948,501.1856761,0.491473056,0.140774677,3.491203591,0.00048085,0.019779242
5030,ENSG00000189077,235.7250898,0.309034315,0.177588472,1.740171027,0.081828991,0.261618854
5031,ENSG00000127952,104.7078319,0.097937941,0.197264205,0.496481058,0.619555049,0.789548931
5032,ENSG00000146701,361.0414605,-0.259479808,0.105541576,-2.458555367,0.013949726,0.098733705
5033,ENSG00000106211,221.8087042,-0.260372323,0.274950946,-0.946977366,0.343650313,0.577772487
5034,ENSG00000170027,523.2619566,0.065197396,0.120898224,0.539275046,0.589697085,0.771234521
5035,ENSG00000146700,13.18144139,0.090890749,0.488994552,0.185872723,0.852544573,NA
5036,ENSG00000188372,12.90942885,-0.179863688,0.500169627,-0.359605379,0.719142261,NA
5037,ENSG00000091073,377.9365434,0.428082806,0.129171323,3.31407,0.000919485,0.02706369
5038,ENSG00000243566,25.4335696,0.341342949,0.379773208,0.898807346,0.368755286,NA
5039,ENSG00000185040,14.82463706,1.320062083,0.436349109,3.025242991,0.002484334,NA
5040,ENSG00000146707,47.91778804,0.534322055,0.269801458,1.980426862,0.047655584,0.192212102
5041,ENSG00000135205,68.59024264,0.113437627,0.234435563,0.483875509,0.628474223,0.795728535
5042,ENSG00000127951,2878.201645,0.014150715,0.154911633,0.091347012,0.927216864,0.965060534
5043,ENSG00000186088,345.5332726,0.075387893,0.15347791,0.49119703,0.6232871,0.791704822
5044,ENSG00000127947,645.2965422,0.452362399,0.137508537,3.289704111,0.001002928,0.028233674
5045,ENSG00000187257,610.9263164,0.167127143,0.113092307,1.477794095,0.139462899,0.353302319
5046,ENSG00000135211,36.22148741,0.163274976,0.223960262,0.729035476,0.465979962,NA
5047,ENSG00000006576,260.9681685,-0.38859488,0.152380488,-2.550161675,0.010767297,0.085185154
5048,ENSG00000127955,8.239718134,0.738817474,0.635836377,1.161961631,0.245251051,NA
5049,ENSG00000135218,598.783825,-0.299079778,0.218628162,-1.367983772,0.171317156,0.398331767
5050,ENSG00000075223,64.86864652,-0.122261785,0.233498132,-0.523609266,0.600550336,0.777393093
5051,ENSG00000019991,59.80972723,0.191540941,0.24924653,0.768479871,0.442202145,0.662243967
5052,ENSG00000164659,44.65394658,-0.274282211,0.336483389,-0.81514339,0.414990237,0.640945998
5053,ENSG00000135164,665.7196578,-0.1416013,0.098176855,-1.442308383,0.149215396,0.367271218
5054,ENSG00000135185,194.3203249,-0.251891003,0.160530006,-1.569120997,0.116619748,0.320369193
5055,ENSG00000005469,49.54215756,0.169876654,0.243047693,0.698943704,0.484587213,0.69759109
5056,ENSG00000005471,34.45019625,-0.559831192,0.476297782,-1.175380639,0.239842466,NA
5057,ENSG00000085563,71.02644284,0.196639106,0.286968841,0.685228074,0.493200011,0.703904745
5058,ENSG00000105784,10.4232402,-0.177630651,0.557791744,-0.318453353,0.750141073,NA
5059,ENSG00000075303,143.2649175,0.093355484,0.175452945,0.532082742,0.59466869,0.774394284
5060,ENSG00000006634,41.74825717,-0.611530636,0.289281348,-2.113964967,0.03451826,0.161359454
5061,ENSG00000008277,68.21564109,-0.419426054,0.261047579,-1.606703479,0.10811943,0.307285227
5062,ENSG00000075142,94.65950991,-0.427132857,0.164643086,-2.594295748,0.009478491,0.079975744
5063,ENSG00000127954,1171.808244,0.445155113,0.204573214,2.176018574,0.029553872,0.147870078
5064,ENSG00000105793,107.8801682,-0.021758156,0.15998387,-0.136002186,0.891819553,0.947800366
5065,ENSG00000157224,8.992959606,0.209309166,0.601450145,0.348007507,0.727834545,NA
5066,ENSG00000058091,219.3273566,0.448268991,0.193893065,2.31193927,0.02078103,0.121690398
5067,ENSG00000157240,112.1351123,-0.017273674,0.247078684,-0.069911633,0.944263994,0.973144912
5068,ENSG00000127989,76.61906988,-0.55682125,0.206605471,-2.695094406,0.007036869,0.070159826
5069,ENSG00000127914,576.9071218,-0.04785899,0.120903492,-0.395844567,0.692219697,0.835242451
5070,ENSG00000001630,5.61035046,0.674047028,0.663769186,1.01548406,0.309875141,NA
5071,ENSG00000001631,201.1076235,-0.080388743,0.146761898,-0.547749408,0.583863981,0.767222737
5072,ENSG00000001629,273.6760457,-0.248788407,0.128882726,-1.930347186,0.053563834,0.204260323
5073,ENSG00000157259,174.0225443,-0.217787352,0.120789304,-1.803035067,0.071382708,0.24316566
5074,ENSG00000242950,35.89636674,0.762429288,0.337748527,2.257387454,0.023983875,NA
5075,ENSG00000127980,119.7541071,-0.046960646,0.147529352,-0.318313919,0.750246827,0.871399291
5076,ENSG00000127993,97.40194544,-0.262910683,0.184179767,-1.427467782,0.153445105,0.37306727
5077,ENSG00000234545,92.94490403,-0.482231078,0.204348442,-2.359847094,0.018282469,0.113528057
5078,ENSG00000105810,350.3104089,-0.040356989,0.169356342,-0.238296298,0.811651293,0.905781337
5079,ENSG00000205413,619.2869299,-0.084577083,0.212288021,-0.398407233,0.690330027,0.834158929
5080,ENSG00000177409,874.4105859,0.323446764,0.259059125,1.248544187,0.211831837,0.447665184
5081,ENSG00000188175,13.76489072,-0.740120501,0.61932442,-1.195044918,0.232069481,NA
5082,ENSG00000004766,163.7966511,-0.328712448,0.164262304,-2.001143541,0.045376923,0.186643321
5083,ENSG00000127920,55.68762788,0.043819724,0.362314278,0.120943961,0.903735422,0.9541235
5084,ENSG00000105829,61.22114613,-0.122295187,0.212582206,-0.575284214,0.565099096,0.754276114
5085,ENSG00000127995,135.0448214,-0.483492754,0.18237624,-2.651073163,0.008023646,0.074354381
5086,ENSG00000127990,11.68439065,-0.998774962,0.553174911,-1.805531924,0.070991485,NA
5087,ENSG00000242265,13.45277225,0.188880089,0.556616922,0.339335872,0.734356722,NA
5088,ENSG00000158528,12.2677104,0.242208512,0.602081013,0.402285585,0.687473862,NA
5089,ENSG00000105854,25.44394868,-0.575973913,0.32536861,-1.77021967,0.076690554,NA
5090,ENSG00000004799,171.1095578,-0.464818928,0.261899376,-1.774799676,0.07593097,0.25245635
5091,ENSG00000004864,104.4479163,-0.082523596,0.189905696,-0.434550396,0.663888807,0.817687592
5092,ENSG00000127922,92.43828844,-0.397022304,0.184335043,-2.153808071,0.031255227,0.152142224
5093,ENSG00000196636,24.85024035,0.33803882,0.33465782,1.010102859,0.312446013,NA
5094,ENSG00000070669,66.75065376,0.276141447,0.233859925,1.180798494,0.237682782,0.475411825
5095,ENSG00000164715,792.3336427,0.394538483,0.145657513,2.708672377,0.006755301,0.068804984
5096,ENSG00000205356,758.2266884,-0.053517064,0.093175,-0.574371495,0.565716438,0.754429548
5097,ENSG00000164713,589.3440443,0.369174557,0.148093196,2.492852932,0.012672132,0.093022079
5098,ENSG00000006453,97.69055595,0.326217093,0.229095976,1.423932006,0.154466156,0.374133557
5099,ENSG00000196367,1307.302778,-0.051618865,0.090657088,-0.569385864,0.569094308,0.757196038
5100,ENSG00000198742,325.4450982,0.034721785,0.091921281,0.377733915,0.70562827,0.843824556
5101,ENSG00000241685,299.9553086,-0.043669418,0.108611583,-0.402069622,0.687632789,0.83272262
5102,ENSG00000130429,854.918039,0.146045667,0.098096677,1.488793202,0.136541833,0.349087994
5103,ENSG00000106244,570.6235771,0.253193986,0.089099745,2.841691491,0.004487489,0.055506119
5104,ENSG00000106245,60.90359459,0.053953973,0.220404086,0.244795701,0.806614623,0.902448
5105,ENSG00000106246,22.13927646,-0.381977889,0.300982572,-1.269103014,0.204404326,NA
5106,ENSG00000160917,139.3038385,-0.242400733,0.146601529,-1.653466613,0.098235936,0.290596999
5107,ENSG00000241468,59.44406305,-0.225888405,0.217254089,-1.039742938,0.298459346,0.533265349
5108,ENSG00000198556,162.8507356,-0.137303982,0.159406342,-0.861345792,0.389047622,0.618827181
5109,ENSG00000160908,448.7355121,-0.067382354,0.089680341,-0.751361479,0.452435139,0.670148173
5110,ENSG00000196652,107.6586072,-0.036765575,0.170364391,-0.215805513,0.829139351,0.915873295
5111,ENSG00000221909,31.05951447,-0.705248458,0.316766583,-2.226397907,0.025987541,NA
5112,ENSG00000197343,598.2731128,-0.218466214,0.087831181,-2.487342319,0.012870149,0.094019086
5113,ENSG00000197037,278.4089732,-0.165785371,0.123350865,-1.344014656,0.178943648,0.408101709
5114,ENSG00000106258,72.05927222,-0.297873977,0.255613847,-1.165328012,0.243886244,0.481725723
5115,ENSG00000160868,5.794661617,-0.741905851,0.721075024,-1.028888571,0.30353204,NA
5116,ENSG00000146833,375.1154323,-0.042832184,0.114801815,-0.373096754,0.709076435,0.845870983
5117,ENSG00000106261,586.3525055,0.065872398,0.080778483,0.815469609,0.414803553,0.640753963
5118,ENSG00000166529,18.75990058,0.27977167,0.366820818,0.762692999,0.445646507,NA
5119,ENSG00000166526,151.6055231,-0.035552089,0.141850199,-0.250631221,0.802099241,0.90030296
5120,ENSG00000168090,151.1206497,-0.155106523,0.145817806,-1.063700847,0.287464241,0.522787117
5121,ENSG00000166508,267.6561551,0.019096519,0.125724479,0.151891812,0.879272266,0.94196613
5122,ENSG00000221838,32.19780838,-0.208983065,0.299153208,-0.698582064,0.484813256,NA
5123,ENSG00000106290,109.2708766,-0.224819318,0.153452135,-1.465077808,0.142899691,0.358277658
5124,ENSG00000166997,102.4856808,-0.344947548,0.175904327,-1.960995244,0.049879578,0.196855768
5125,ENSG00000214309,25.32178918,-0.224833081,0.335283089,-0.670576859,0.502490128,NA
5126,ENSG00000188186,437.5505111,0.2683503,0.133471172,2.01054876,0.044373141,0.18447523
5127,ENSG00000146826,434.0575095,0.171026841,0.138726654,1.232833315,0.217637959,0.454053046
5128,ENSG00000197093,44.12426712,-0.242629055,0.320969853,-0.755924746,0.449694316,0.668276168
5129,ENSG00000213420,30.30148429,0.051724851,0.400055513,0.129294183,0.897124874,NA
5130,ENSG00000066923,67.55032701,0.464324131,0.223665482,2.075975815,0.037896188,0.170441629
5131,ENSG00000239521,236.7116898,0.075175831,0.140807681,0.533890126,0.593417554,0.773576104
5132,ENSG00000213413,8.640919911,0.06202705,0.609000823,0.10185052,0.918875325,NA
5133,ENSG00000214300,59.61698346,-0.373817645,0.232415397,-1.608403097,0.107746924,0.306420824
5134,ENSG00000121716,68.40719314,-0.179062374,0.254541911,-0.703469119,0.481763445,0.695181539
5135,ENSG00000085514,1068.227601,0.322118835,0.165013713,1.952073132,0.050929523,0.198543532
5136,ENSG00000078487,202.9281546,0.2774037,0.153547627,1.806629683,0.070820038,0.241880203
5137,ENSG00000146834,348.5478487,0.043224695,0.114549956,0.377343619,0.70591826,0.843866693
5138,ENSG00000160813,41.89654296,0.005742181,0.285434577,0.020117328,0.983949777,0.992642766
5139,ENSG00000166925,1495.872187,0.367556487,0.118368861,3.105178875,0.00190164,0.0376554
5140,ENSG00000106351,222.1241461,-0.161956871,0.169969107,-0.952860634,0.340660688,0.575664123
5141,ENSG00000077454,491.5132145,0.459032369,0.117485358,3.907145351,9.34E-05,0.009054713
5142,ENSG00000106336,42.51848198,0.029166312,0.252726787,0.115406494,0.908122932,0.956227395
5143,ENSG00000106333,13.37312157,0.703558942,0.412465388,1.70574056,0.088056394,NA
5144,ENSG00000106330,58.34340685,0.357282423,0.225164328,1.586762992,0.112566333,0.312868301
5145,ENSG00000106327,92.9894823,0.092427615,0.358912957,0.257520977,0.796776624,0.897227317
5146,ENSG00000172354,2721.245847,0.408977801,0.154809097,2.641820209,0.008246182,0.075089926
5147,ENSG00000146830,778.1696935,0.109647836,0.096582626,1.135274952,0.256260134,0.493458209
5148,ENSG00000172336,59.04033475,0.086688054,0.23514602,0.368656268,0.712383949,0.847455706
5149,ENSG00000196411,226.3116965,0.572176821,0.265036618,2.158859498,0.030861069,0.151124532
5150,ENSG00000146828,1517.099753,0.462008993,0.144348048,3.200659801,0.001371133,0.032610175
5151,ENSG00000087077,36.64583449,0.455067465,0.287120936,1.584933064,0.112981543,NA
5152,ENSG00000087087,440.0783111,-0.002634154,0.103964767,-0.025336988,0.979786171,0.990386789
5153,ENSG00000176125,29.08686311,-0.232731548,0.317267052,-0.733550952,0.463222464,NA
5154,ENSG00000087085,37.2061822,0.446312499,0.548544383,0.813630605,0.415856599,0.641335807
5155,ENSG00000169894,13.637062,2.62987205,1.038167246,2.533187267,0.011303055,NA
5156,ENSG00000205277,27.38409673,0.735455533,0.494220037,1.48811355,0.136720951,NA
5157,ENSG00000169871,1494.812219,0.144375205,0.097299815,1.48381788,0.137857242,0.351204482
5158,ENSG00000106366,13.45526877,1.179829379,0.559167193,2.109976037,0.03486042,NA
5159,ENSG00000106367,40.54522242,0.125748117,0.260585738,0.482559474,0.62940856,0.796212675
5160,ENSG00000106397,165.8501283,0.084362842,0.167812826,0.502719871,0.615161237,0.78749527
5161,ENSG00000106400,161.8665658,0.062591359,0.127026511,0.492742486,0.622194554,0.790990171
5162,ENSG00000106404,133.4136233,-0.076783595,0.17060729,-0.450060457,0.652666849,0.811647774
5163,ENSG00000214253,436.844886,0.161870891,0.212935778,0.760186438,0.44714315,0.666467028
5164,ENSG00000128581,6.808397882,0.089162247,0.649872362,0.137199629,0.890873005,NA
5165,ENSG00000257923,1270.697491,0.15446505,0.104852454,1.473165804,0.140706333,0.354963249
5166,ENSG00000160999,410.9771186,0.276696261,0.17794906,1.55491836,0.119965514,0.324443576
5167,ENSG00000260097,109.9118518,0.377365068,0.242462842,1.556383094,0.119617023,0.323878497
5168,ENSG00000128563,172.2779363,0.006472284,0.132201906,0.048957573,0.960953107,0.980998816
5169,ENSG00000160991,1730.418003,0.418461563,0.16794883,2.491601541,0.012716861,0.093217676
5170,ENSG00000160993,118.7132244,0.553514477,0.177564465,3.117259293,0.001825409,0.036856057
5171,ENSG00000161036,202.240182,0.233203953,0.142946288,1.631409645,0.102803911,0.297809069
