,yes.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2906,ENSG00000173889,1428.743238,-0.063533285,0.076105372,-0.834806836,0.403826476,0.631558978
2907,ENSG00000163558,93.98611694,0.060170023,0.185428555,0.324491677,0.745565822,0.867842333
2908,ENSG00000136603,247.6427774,-0.020181619,0.138732155,-0.145471819,0.884338364,0.943655422
2909,ENSG00000163584,20.34899275,-0.436013382,0.389753396,-1.1186904,0.263272242,NA
2910,ENSG00000163577,26.36981919,-0.243508598,0.334526129,-0.727921011,0.466661941,NA
2911,ENSG00000154310,452.7767108,-0.438968756,0.141532896,-3.101531654,0.001925223,0.037776466
2912,ENSG00000075651,118.357202,0.462979083,0.196272059,2.358863936,0.018330976,0.113760529
2913,ENSG00000075420,1309.25372,0.426941866,0.132653587,3.218472077,0.001288755,0.031534612
2914,ENSG00000121858,921.0231919,0.122285876,0.14842387,0.823896289,0.409998489,0.637162328
2915,ENSG00000144959,56.09088292,0.084775013,0.215251871,0.393841003,0.69369843,0.835576508
2916,ENSG00000114346,39.17400416,0.391183393,0.291015675,1.344200424,0.178883585,0.408076937
2917,ENSG00000177565,842.7144423,-0.004422341,0.095140645,-0.046482142,0.962925967,0.982080287
2918,ENSG00000172667,217.5299134,-0.154676986,0.147536519,-1.048397963,0.294455292,0.529411657
2919,ENSG00000121879,336.9814609,-0.009668457,0.125816296,-0.076845824,0.938746196,0.971061365
2920,ENSG00000171121,19.50587682,-0.207541652,0.371365284,-0.558861209,0.576256445,NA
2921,ENSG00000121864,96.86787736,-0.159411257,0.15930621,-1.000659404,0.3169915,0.552530809
2922,ENSG00000171109,296.3893133,-0.008637195,0.128285832,-0.067327741,0.946320793,0.973915707
2923,ENSG00000114450,358.667718,0.185900617,0.160325943,1.159516755,0.246245611,0.483585774
2924,ENSG00000136518,83.13638308,-0.270745031,0.180628002,-1.498909518,0.133897107,0.345835726
2925,ENSG00000136522,24.43729175,-0.050774237,0.316563685,-0.160391857,0.872572404,NA
2926,ENSG00000136521,104.9015658,-0.295432785,0.141168573,-2.092765965,0.036370051,0.166802897
2927,ENSG00000058056,62.59532911,-0.284906304,0.243228981,-1.171350154,0.241458059,0.478930613
2928,ENSG00000163728,270.528332,-0.180279921,0.151544004,-1.189620943,0.234195411,0.472562754
2929,ENSG00000145075,64.37304676,-0.344334142,0.202788259,-1.697998413,0.089508061,0.275659079
2930,ENSG00000114416,434.465526,-0.155037213,0.106802724,-1.451622273,0.146606662,0.362952516
2931,ENSG00000205981,78.53493753,-0.374179544,0.235821373,-1.586707515,0.112578903,0.312868301
2932,ENSG00000058063,1016.163331,0.285208084,0.122007599,2.337625581,0.01940668,0.11704369
2933,ENSG00000043093,427.193811,-0.005190074,0.20219151,-0.025669099,0.979521271,0.990216418
2934,ENSG00000078070,121.7376444,-0.300844978,0.158453082,-1.898637591,0.057612142,0.214599488
2935,ENSG00000078081,18.83018924,0.612875851,0.575540104,1.064870799,0.286934401,NA
2936,ENSG00000053524,54.24407691,-0.37668043,0.26364116,-1.428761845,0.153072696,0.372298997
2937,ENSG00000176597,118.3664828,0.779151813,0.231251694,3.369280455,0.000753647,0.024984615
2938,ENSG00000172578,578.2307552,-0.113757176,0.105510511,-1.078159653,0.280962514,0.51672365
2939,ENSG00000114796,574.7613478,0.153044019,0.087915922,1.740799786,0.08171868,0.261382779
2940,ENSG00000163872,285.2768066,-0.044190918,0.103929493,-0.425200941,0.670690198,0.821495981
2941,ENSG00000180834,28.95664246,-0.087654757,0.326332769,-0.268605441,0.788233325,NA
2942,ENSG00000175193,121.3300835,0.04443986,0.163964268,0.271033807,0.786365031,0.892296432
2943,ENSG00000114770,470.7574714,0.260250537,0.16748109,1.55390998,0.120205891,0.324696456
2944,ENSG00000145191,222.2692988,-0.077152272,0.120538893,-0.640061228,0.522132794,0.724346481
2945,ENSG00000161202,378.1841355,0.066629127,0.109535711,0.6082868,0.542997274,0.73902569
2946,ENSG00000161203,2126.875859,-0.138691809,0.235065459,-0.590013562,0.555181557,0.748236222
2947,ENSG00000161204,235.3476033,-0.074590839,0.114173874,-0.653309168,0.513556983,0.719539893
2948,ENSG00000145198,11.13621531,-0.840987137,0.467960591,-1.797132393,0.072314604,NA
2949,ENSG00000214160,107.9794913,-0.228875568,0.158956058,-1.439866913,0.149905056,0.368646627
2950,ENSG00000145194,15.99589334,-0.393166924,0.45601152,-0.862186385,0.388584961,NA
2951,ENSG00000175166,612.5928463,0.155862435,0.128275967,1.215055623,0.224344878,0.461264302
2952,ENSG00000114867,1213.205866,0.076714379,0.1254373,0.611575499,0.540818653,0.737819367
2953,ENSG00000175182,166.1126637,0.04948837,0.161957772,0.305563416,0.759937079,0.877316711
2954,ENSG00000114859,20.10548168,-0.133943221,0.379112485,-0.353307334,0.723858048,NA
2955,ENSG00000163882,70.5786593,-0.339723246,0.202320731,-1.679132157,0.09312629,0.281823479
2956,ENSG00000182580,13.4747091,-0.211328929,0.539787185,-0.391504162,0.695424613,NA
2957,ENSG00000177383,37.21830669,0.424929838,0.296395869,1.433656414,0.151670336,0.370857969
2958,ENSG00000156931,987.8018061,0.290076552,0.123447579,2.349795388,0.018783733,0.115006611
2959,ENSG00000113790,10.92271999,0.591043483,0.493615609,1.197375999,0.231160034,NA
2960,ENSG00000073803,60.61616264,-0.037387202,0.223232158,-0.167481258,0.866991394,0.936396349
2961,ENSG00000163900,103.3565029,-0.333330402,0.189549889,-1.758536521,0.078656263,0.256604066
2962,ENSG00000163898,8.90483209,-0.369665603,0.642313642,-0.575521955,0.564938346,NA
2963,ENSG00000163904,219.1973412,0.00358195,0.120517273,0.029721462,0.976289196,0.988115429
2964,ENSG00000073792,755.7052278,0.074530248,0.401214331,0.185761679,0.852631657,0.927935565
2965,ENSG00000136527,882.8886882,-0.292727914,0.099065772,-2.954884513,0.003127861,0.04627192
2966,ENSG00000058866,253.7011775,0.165549597,0.192520372,0.859906905,0.389840362,0.61970447
2967,ENSG00000213139,20.7365173,0.33377131,0.357613775,0.93332901,0.350650121,NA
2968,ENSG00000113838,68.5408849,0.190070816,0.212356257,0.89505635,0.370756966,0.603846171
2969,ENSG00000090520,109.5790603,-0.179879886,0.15482464,-1.161829839,0.245304591,0.48276432
2970,ENSG00000156976,640.6493466,-0.388805057,0.131663494,-2.953020954,0.003146806,0.04627192
2971,ENSG00000163918,29.43023914,0.069601415,0.313190313,0.222233613,0.824132029,NA
2972,ENSG00000073849,1239.254996,-0.202675751,0.111553627,-1.816845908,0.069240711,0.23870741
2973,ENSG00000136514,54.05376495,0.327555794,0.374051787,0.875696377,0.381195116,0.612047922
2974,ENSG00000113916,3309.985208,0.819802132,0.236927928,3.460132953,0.000539909,0.021097499
2975,ENSG00000145012,875.641749,0.078190904,0.103709392,0.75394236,0.450883833,0.668937947
2976,ENSG00000188001,31.38550566,0.052549539,0.374364107,0.140370133,0.888367555,NA
2977,ENSG00000196083,649.9773463,0.860444979,0.25160126,3.419875476,0.000626498,0.022831633
2978,ENSG00000152492,148.9157319,-0.733568434,0.199059516,-3.685171399,0.000228549,0.013732395
2979,ENSG00000180611,21.47059468,-0.373204244,0.414941283,-0.89941459,0.368431871,NA
2980,ENSG00000127249,11.11988735,-0.368503129,0.544355283,-0.676953343,0.498435558,NA
2981,ENSG00000198836,389.1442558,-0.317754045,0.109042382,-2.914041677,0.003567823,0.049085025
2982,ENSG00000114315,11.21713896,-0.851422591,0.475921811,-1.788996787,0.073615333,NA
2983,ENSG00000178732,50.26880762,0.084204342,0.309107382,0.272411296,0.785305788,0.891876184
2984,ENSG00000133657,358.8185515,0.026204007,0.111944143,0.234081087,0.814922029,0.907755657
2985,ENSG00000145014,31.32887543,0.425575814,0.277565703,1.533243515,0.125215866,NA
2986,ENSG00000041802,166.535288,-0.10940669,0.1505971,-0.726486036,0.467540865,0.68311006
2987,ENSG00000185112,182.2520185,-0.249242581,0.177282192,-1.405908725,0.15975123,0.380831221
2988,ENSG00000173950,86.15053449,0.12088924,0.179531153,0.673360797,0.500717783,0.71049557
2989,ENSG00000114331,1742.091057,0.307032478,0.114641421,2.678198468,0.007401934,0.071798876
2990,ENSG00000184203,494.0660469,-0.18984035,0.097587708,-1.945330563,0.051735206,0.199795783
2991,ENSG00000176945,16.02999825,-0.658081679,0.581560298,-1.131579445,0.257811286,NA
2992,ENSG00000145113,10.31972131,1.642187316,0.803982331,2.042566425,0.041095378,NA
2993,ENSG00000061938,1351.192793,0.345609438,0.103792031,3.329826336,0.000869002,0.026521614
2994,ENSG00000072274,485.1689026,-0.126033335,0.256081987,-0.492160095,0.622606172,0.791211033
2995,ENSG00000163958,10.98596628,3.259129156,0.673194212,4.841291117,1.29E-06,NA
2996,ENSG00000163959,97.54135521,0.575584653,0.20100124,2.863587576,0.00418873,0.053210851
2997,ENSG00000161217,519.2216016,0.246078642,0.10789931,2.280632203,0.02257022,0.127267867
2998,ENSG00000163960,535.4477153,0.089668331,0.084928546,1.055809095,0.291055442,0.526430267
2999,ENSG00000163961,326.3101041,0.092187486,0.096755883,0.952784296,0.340699373,0.575664123
3000,ENSG00000185798,50.10190696,-0.259623878,0.257713768,-1.007411752,0.313736946,0.548719298
3001,ENSG00000174013,58.96114809,-0.337058094,0.202195978,-1.666987135,0.095516963,0.285597957
3002,ENSG00000174004,358.8453288,-0.227964632,0.181324582,-1.257218571,0.208674501,0.443454889
3003,ENSG00000163964,223.5074018,0.066614882,0.160814616,0.414234003,0.678702742,0.826425128
3004,ENSG00000174007,134.1945335,0.464375705,0.211892355,2.191564223,0.028410988,0.14560305
3005,ENSG00000180370,1593.50719,0.328766687,0.137434401,2.392171711,0.016749004,0.108199819
3006,ENSG00000119231,417.775406,-0.230768571,0.087467219,-2.638343542,0.008331213,0.075211717
3007,ENSG00000114503,163.6491354,-0.315468606,0.145808918,-2.163575518,0.030496942,0.15046427
3008,ENSG00000270170,48.90039547,-0.769257591,0.224463784,-3.427090003,0.000610087,0.022539347
3009,ENSG00000119227,19.32639485,0.272454171,0.400256533,0.680698872,0.49606205,NA
3010,ENSG00000163975,13.21412285,1.046444023,0.533189202,1.962612932,0.049691167,NA
3011,ENSG00000075711,299.872909,-0.119203888,0.128257368,-0.929411619,0.352675809,0.586670328
3012,ENSG00000161267,112.3122783,-0.0896727,0.209139585,-0.428769617,0.668090892,0.819813071
3013,ENSG00000145016,648.7546356,0.114745454,0.100743717,1.138983722,0.254709943,0.491485935
3014,ENSG00000122068,240.9003337,-0.115636625,0.114542011,-1.009556445,0.312707846,0.547945189
3015,ENSG00000186001,453.6221292,-0.105009185,0.090368154,-1.162015388,0.245229214,0.48276432
3016,ENSG00000114473,69.59108808,-0.356261554,0.19267086,-1.849068162,0.064447971,0.229345163
3017,ENSG00000182899,324.0294134,-0.472557431,0.218849902,-2.159276411,0.030828729,0.151085765
3018,ENSG00000185621,26.79087963,0.135408112,0.328589892,0.412088489,0.680274566,NA
3019,ENSG00000272602,45.95721406,0.823491267,0.319147411,2.58028497,0.009871881,0.081162661
3020,ENSG00000250312,128.5011626,0.137522473,0.196698598,0.699153296,0.484456234,0.697500241
3021,ENSG00000131127,108.9601306,0.091730113,0.205445664,0.4464933,0.655240951,0.812979748
3022,ENSG00000182903,109.6390365,-0.26815612,0.225111114,-1.191216708,0.233568522,0.471901685
3023,ENSG00000174227,555.9998963,-0.094329976,0.084134189,-1.121184825,0.262209198,0.499485435
3024,ENSG00000133256,64.59632222,-0.240540553,0.222309932,-1.082005429,0.279250116,0.515049074
3025,ENSG00000169020,10.81231613,-1.100098199,0.471196993,-2.334688496,0.0195597,NA
3026,ENSG00000215375,160.457901,0.074330569,0.181363145,0.409843844,0.681920501,0.828870135
3027,ENSG00000169026,183.8026139,0.270269314,0.196137319,1.377959662,0.168215743,0.393524513
3028,ENSG00000185619,611.3392125,0.213436906,0.103918761,2.053882315,0.039987083,0.175919202
3029,ENSG00000178950,1507.66363,0.163820138,0.093764655,1.747141681,0.080612765,0.259541787
3030,ENSG00000127419,310.3572863,0.02837461,0.124020412,0.228789836,0.819032267,0.910262205
3031,ENSG00000145214,474.414347,0.038077843,0.136042753,0.279896151,0.779557181,0.888413538
3032,ENSG00000145217,142.1192316,-0.392827551,0.186161553,-2.110143283,0.034846016,0.162038288
3033,ENSG00000127415,106.3798278,-0.224788264,0.176181314,-1.275891632,0.20199383,0.435989757
3034,ENSG00000127418,89.81972807,-0.193206608,0.245096298,-0.788288561,0.430527937,0.652391246
3035,ENSG00000178222,13.57687537,-1.020252508,0.500365522,-2.039014405,0.04144859,NA
3036,ENSG00000159674,421.0753639,0.068646517,0.310164326,0.221323058,0.824840897,0.914138913
3037,ENSG00000159692,848.6875973,-0.072751744,0.086364856,-0.842376711,0.399577125,0.627322657
3038,ENSG00000090316,1165.686907,0.328183963,0.117383534,2.795826227,0.005176723,0.060031504
3039,ENSG00000163945,364.8307065,0.387544996,0.147406801,2.629084907,0.008561498,0.076066412
3040,ENSG00000174137,12.47079817,0.875890367,0.500472725,1.750126075,0.080096561,NA
3041,ENSG00000163950,245.9091809,0.159261592,0.130142293,1.223749704,0.221046663,0.458372994
3042,ENSG00000168936,292.3797557,-0.205659936,0.103388012,-1.989204867,0.046678595,0.190112703
3043,ENSG00000013810,901.0371441,0.317678312,0.120276804,2.641226747,0.008260641,0.075089926
3044,ENSG00000168924,311.008069,-0.18221558,0.1201836,-1.516143471,0.129483078,0.338858567
3045,ENSG00000109685,390.8109651,-0.162555834,0.130346225,-1.247108106,0.212357861,0.448039774
3046,ENSG00000185049,209.8960895,-0.04031988,0.141158108,-0.285636306,0.775156693,0.885930309
3047,ENSG00000243449,42.36511335,-0.272694656,0.295365952,-0.923243368,0.355880393,0.588821764
3048,ENSG00000130997,16.49532715,-0.100600161,0.459351932,-0.219004546,0.826646507,NA
3049,ENSG00000214367,93.73379742,-0.238232648,0.206082371,-1.156006925,0.247678325,0.484836217
3050,ENSG00000123933,937.5829836,-0.043446256,0.118576829,-0.366397517,0.714068472,0.84890836
3051,ENSG00000159733,209.0059482,-0.112864636,0.187850819,-0.600820571,0.547959501,0.743122169
3052,ENSG00000063978,645.3020686,0.09709903,0.084635334,1.147263511,0.25127273,0.487968602
3053,ENSG00000125386,570.4123935,0.089681154,0.098447523,0.910953893,0.362319668,0.594948138
3054,ENSG00000168884,316.0815093,0.08180762,0.095617176,0.85557453,0.392233163,0.621489395
3055,ENSG00000087266,2875.05082,0.228833539,0.106103469,2.15670176,0.03102891,0.151560887
3056,ENSG00000087274,2251.805969,0.161611343,0.135274485,1.194691984,0.232207396,0.4703337
3057,ENSG00000109736,328.7294398,0.299776729,0.129965108,2.306593931,0.021077468,0.12263887
3058,ENSG00000087269,169.3995369,-0.020924452,0.13307429,-0.157238878,0.875056589,0.940390732
3059,ENSG00000125388,22.98690933,-0.038813034,0.358709086,-0.108201981,0.913835474,NA
3060,ENSG00000197386,921.9163559,-0.113406982,0.113452753,-0.999596564,0.317505787,0.553157186
3061,ENSG00000188981,23.6908398,-0.66847111,0.36828151,-1.815109072,0.069507149,NA
3062,ENSG00000159788,107.5708,-0.158386132,0.206050108,-0.768677742,0.442084641,0.662243967
3063,ENSG00000175920,49.98339912,-0.200484802,0.261913057,-0.765463182,0.443995782,0.663701041
3064,ENSG00000163956,867.1252791,0.276121474,0.118946112,2.321399735,0.02026528,0.120385133
3065,ENSG00000132406,50.55820174,-0.426328116,0.221731022,-1.922726518,0.054514405,0.206496965
3066,ENSG00000145220,102.5531712,-0.105284192,0.193790677,-0.543288221,0.586931373,0.769472346
3067,ENSG00000168826,94.05791035,0.075088021,0.192066368,0.390948306,0.695835447,0.836777543
3068,ENSG00000168824,60.32067701,-0.590074222,0.358299486,-1.646874321,0.099583881,0.293104261
3069,ENSG00000168818,153.2470354,-0.226839303,0.147796139,-1.534812109,0.124829988,0.331137691
3070,ENSG00000152953,9.626864654,0.105527271,0.565821792,0.186502662,0.852050591,NA
3071,ENSG00000173040,16.85015711,0.757308754,0.459032926,1.649791795,0.098985528,NA
3072,ENSG00000072840,18.85923478,-0.196520264,0.448991851,-0.437692273,0.661609371,NA
3073,ENSG00000072832,7.107119417,1.25714977,0.751615402,1.672597137,0.094406631,NA
3074,ENSG00000181215,11.38771735,0.444154182,0.622338683,0.713685641,0.475421587,NA
3075,ENSG00000152969,109.1329596,-0.041196123,0.279084743,-0.14761152,0.882649363,0.942984846
3076,ENSG00000109501,25.46170224,-0.234707391,0.369092725,-0.635903596,0.524839259,NA
3077,ENSG00000013288,865.9752126,0.058968934,0.087121288,0.676860217,0.498494647,0.708383503
3078,ENSG00000179010,815.0038199,0.150528091,0.117020403,1.286340565,0.198324231,0.431596975
3079,ENSG00000170846,112.7521878,-0.464030581,0.184384464,-2.516646849,0.011847752,0.089630678
3080,ENSG00000163993,121.2105331,0.506075719,0.410096676,1.234040044,0.217187983,0.453482508
3081,ENSG00000178988,244.7473223,-0.108125855,0.143786313,-0.751989896,0.452057135,0.66971186
3082,ENSG00000186222,126.3392273,-0.172880976,0.159403249,-1.084551147,0.278120502,0.513910673
3083,ENSG00000170871,882.2773475,0.428528803,0.132542511,3.233142323,0.001224365,0.031159257
3084,ENSG00000132405,1092.820214,0.524323168,0.160179191,3.273353828,0.001062793,0.029048745
3085,ENSG00000173013,8.055327017,0.20571519,0.522986179,0.393347279,0.694063003,NA
3086,ENSG00000173011,693.1089671,0.2094894,0.093477333,2.24107163,0.025021436,0.134772166
3087,ENSG00000109519,169.0012551,-0.059916871,0.120770763,-0.496120661,0.619809283,0.789548931
3088,ENSG00000184985,13.64069367,1.113520769,0.531495966,2.095069087,0.036164851,NA
3089,ENSG00000196526,114.2714473,0.200079878,0.306849894,0.652044799,0.514372273,0.720436735
3090,ENSG00000163995,26.99961954,-0.062095973,0.431672468,-0.143849741,0.885619124,NA
3091,ENSG00000125089,607.4422875,-0.10548678,0.139234339,-0.757620434,0.448678244,0.667399958
3092,ENSG00000087008,185.3114718,-0.275088572,0.130288985,-2.111372435,0.034740312,0.16176991
3093,ENSG00000155275,181.894622,-0.310708512,0.165491867,-1.877485087,0.060451639,0.220305496
3094,ENSG00000109667,105.452567,-0.014573967,0.208001457,-0.070066659,0.944140604,0.973115333
3095,ENSG00000071127,3615.102812,0.143572279,0.092582288,1.550753201,0.12096084,0.325593125
3096,ENSG00000178163,248.4240895,-0.279016219,0.125597152,-2.221517097,0.026315958,0.138905547
3097,ENSG00000109684,7.924980312,0.85542548,0.731050063,1.170132558,0.241947628,NA
3098,ENSG00000002587,30.47300354,0.104598071,0.392182438,0.266707686,0.789694235,NA
3099,ENSG00000157869,77.82950148,-0.402993348,0.179335732,-2.247144748,0.024630778,0.133933627
3100,ENSG00000038219,2202.499059,0.346961849,0.131711731,2.634251682,0.008432296,0.075645912
3101,ENSG00000137449,387.2277151,0.390959612,0.162084724,2.412069458,0.015862259,0.105110993
3102,ENSG00000163145,29.41034626,0.390735485,0.420923038,0.928282487,0.353261056,NA
3103,ENSG00000048342,429.2326435,0.439702234,0.204656152,2.148492633,0.031674641,0.153402585
3104,ENSG00000118564,2163.635348,0.295966016,0.150538303,1.966051239,0.049292692,0.19562789
3105,ENSG00000237765,133.0978282,0.206428976,0.185987333,1.109908791,0.267038332,0.504013396
