Non-elite.vs.elite,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
12067,ENSG00000258405,6.906099974,-0.182531767,0.595639202,-0.306446867,0.759264429,0.990228822
12068,ENSG00000198482,231.5127867,0.102342096,0.121932284,0.839335518,0.401281057,0.976993107
12069,ENSG00000167562,185.1835336,-0.063097318,0.118984206,-0.530299947,0.595903984,0.988030617
12070,ENSG00000167766,255.2990181,0.141450831,0.129330158,1.093718843,0.274078307,0.974955382
12071,ENSG00000213020,326.0837246,0.128677489,0.101918488,1.262552966,0.20674988,0.974955382
12072,ENSG00000189190,110.2844632,0.17848037,0.199997046,0.892415034,0.372170516,0.976993107
12073,ENSG00000198538,42.89266402,0.209999812,0.224716644,0.934509384,0.350041198,0.974955382
12074,ENSG00000204604,87.98309545,0.102159653,0.175531411,0.582002117,0.560565255,0.984457914
12075,ENSG00000182986,98.54748065,0.054319099,0.156030961,0.348130259,0.727742361,0.988332289
12076,ENSG00000213793,11.62394723,-0.7166223,0.453454973,-1.580360439,0.114024346,0.974955382
12077,ENSG00000180257,40.84833028,0.025338574,0.229611544,0.110354095,0.912128558,0.993543133
12078,ENSG00000170949,311.348127,0.020136815,0.104410912,0.192861215,0.84706766,0.991650156
12079,ENSG00000170954,11.09160459,0.248502523,0.496759973,0.500246673,0.616901398,0.988030617
12080,ENSG00000197937,83.52627207,0.284337701,0.176016009,1.615408179,0.10622233,0.974955382
12081,ENSG00000197497,27.19724587,0.551986564,0.293152003,1.882936352,0.059708994,0.974955382
12082,ENSG00000197928,27.50381343,0.441687147,0.362135411,1.219674006,0.222588479,0.974955382
12083,ENSG00000213799,73.67341376,0.249323284,0.186461306,1.33713149,0.18117972,0.974955382
12084,ENSG00000203326,72.81060225,0.097606616,0.208663718,0.467769943,0.639949117,0.988030617
12085,ENSG00000196417,86.16849086,0.692519183,0.212364635,3.260991087,0.001110235,0.58186188
12086,ENSG00000160336,63.46320091,0.309572763,0.206777114,1.497132621,0.134358753,0.974955382
12087,ENSG00000198346,40.18905512,-0.029607712,0.23527767,-0.125841572,0.899857334,0.993543133
12088,ENSG00000130844,112.2410575,0.147635693,0.168005152,0.878756936,0.379533081,0.976993107
12089,ENSG00000142405,1457.590122,-0.071370441,0.165193584,-0.432041241,0.66571144,0.988030617
12090,ENSG00000179820,1618.092464,0.073457592,0.182130703,0.403323498,0.686710258,0.988030617
12091,ENSG00000142408,37.94668565,0.177514387,0.347573949,0.510724086,0.609544273,0.988030617
12092,ENSG00000130433,13.95165298,-0.056917389,0.50399903,-0.112931546,0.910084826,0.993543133
12093,ENSG00000189068,54.47521537,-0.131584309,0.329680098,-0.399127245,0.689799448,0.988030617
12094,ENSG00000170909,494.7248638,-0.114258673,0.148827598,-0.767725036,0.442650559,0.976993107
12095,ENSG00000170906,114.8971368,0.107089147,0.112659925,0.950552267,0.341831709,0.974955382
12096,ENSG00000105619,51.1160931,0.328460885,0.190564504,1.7236205,0.084776375,0.974955382
12097,ENSG00000105618,80.61263183,-0.035657367,0.171451038,-0.207974051,0.835249229,0.991650156
12098,ENSG00000088038,551.5662598,-0.215468336,0.097770554,-2.203816255,0.027537269,0.974955382
12099,ENSG00000105617,83.66235498,0.186722397,0.129393968,1.44305334,0.149005446,0.974955382
12100,ENSG00000167608,44.03426035,0.271905936,0.259353742,1.048397968,0.29445529,0.974955382
12101,ENSG00000125505,3439.122945,-0.201411031,0.167056853,-1.205643629,0.227954929,0.974955382
12102,ENSG00000170892,524.896578,-0.14353885,0.148808331,-0.964588805,0.334750809,0.974955382
12103,ENSG00000170889,2369.504031,0.181176085,0.129296322,1.401247021,0.161140218,0.974955382
12104,ENSG00000204577,889.9752847,-0.150990341,0.177141194,-0.852372829,0.394007196,0.976993107
12105,ENSG00000244482,262.774038,-0.259708979,0.228653064,-1.135821121,0.256031436,0.974955382
12106,ENSG00000131042,1490.693365,0.08091616,0.137803101,0.587186787,0.557078265,0.98431355
12107,ENSG00000187116,428.819828,0.20942065,0.21571264,0.970831611,0.331632138,0.974955382
12108,ENSG00000239961,19.87975071,-0.423118098,0.390323912,-1.084017877,0.278356873,0.974955382
12109,ENSG00000167613,481.0667296,0.055226775,0.110906531,0.497957822,0.618513771,0.988030617
12110,ENSG00000167614,73.2625673,0.122917002,0.186765373,0.658135928,0.510450792,0.980069924
12111,ENSG00000167615,2303.582445,-0.046045627,0.096503619,-0.477138857,0.633263246,0.988030617
12112,ENSG00000275183,47.76016987,0.043114117,0.214637373,0.200869569,0.840800563,0.991650156
12113,ENSG00000167618,9.621591439,1.299757634,0.478283635,2.717545699,0.006576807,0.863565899
12114,ENSG00000239998,909.9482422,0.010381398,0.156739699,0.066233365,0.947192033,0.993543133
12115,ENSG00000104974,781.5154538,-0.008548382,0.126810639,-0.067410604,0.946254827,0.993543133
12116,ENSG00000104972,453.8213281,-0.006592605,0.148976958,-0.044252512,0.964703124,0.994663763
12117,ENSG00000186818,69.07280704,0.217394149,0.167443069,1.298316799,0.194178496,0.974955382
12118,ENSG00000243772,9.359140051,-1.272011022,0.524118999,-2.426950799,0.015226321,0.939739775
12119,ENSG00000167633,12.10470141,0.048505967,0.587177309,0.082608722,0.934162666,0.993543133
12120,ENSG00000125498,6.413462784,1.100186205,0.675849497,1.62785681,0.103555251,0.974955382
12121,ENSG00000189013,5.620769939,1.103490437,0.62432916,1.767481815,0.077147572,0.974955382
12122,ENSG00000186431,296.8254634,-0.068451688,0.234810504,-0.291518851,0.770654529,0.990228822
12123,ENSG00000189430,72.8101243,0.167723967,0.259149397,0.647209559,0.517496326,0.980069924
12124,ENSG00000167634,18.30732847,0.152377549,0.369507459,0.41238017,0.680060795,0.988030617
12125,ENSG00000022556,49.75450899,0.348351077,0.340692941,1.022478118,0.306554664,0.974955382
12126,ENSG00000088053,67.66435898,-0.24792195,0.21467609,-1.15486522,0.248145624,0.974955382
12127,ENSG00000160439,88.32953681,0.089182891,0.167033858,0.533921038,0.593396166,0.988030617
12128,ENSG00000131037,31.64598382,0.341468341,0.252700479,1.351276983,0.176606722,0.974955382
12129,ENSG00000125503,826.3832977,0.032437001,0.083606634,0.387971617,0.698037038,0.988030617
12130,ENSG00000105048,23.74573855,0.008793523,0.498066324,0.017655325,0.98591382,0.997457377
12131,ENSG00000180089,55.61208924,-0.227068466,0.286073736,-0.793741046,0.4273462,0.976993107
12132,ENSG00000105063,1945.708971,-0.120321959,0.118690048,-1.013749344,0.310702372,0.974955382
12133,ENSG00000133265,84.04068507,0.112522583,0.151264342,0.743880421,0.456948821,0.976993107
12134,ENSG00000160469,6.89979558,0.737626602,0.598849843,1.231738825,0.218046662,0.974955382
12135,ENSG00000180061,80.98860161,0.232201135,0.240814739,0.96423141,0.33492992,0.974955382
12136,ENSG00000133247,86.36954715,0.040381288,0.144561696,0.279336012,0.779986972,0.990228822
12137,ENSG00000233493,36.24880498,-0.035841308,0.202003431,-0.177429204,0.859171269,0.991650156
12138,ENSG00000108107,3785.608563,0.063069433,0.086171393,0.731906845,0.464225428,0.976993107
12139,ENSG00000108106,122.9939803,-0.129325363,0.172321282,-0.750489792,0.45295977,0.976993107
12140,ENSG00000187902,69.81274311,-0.469604743,0.478620569,-0.981162895,0.326512419,0.974955382
12141,ENSG00000063241,38.83844895,0.03664527,0.201256013,0.182082856,0.855517703,0.991650156
12142,ENSG00000197483,122.4223023,-0.038049553,0.116482993,-0.326653292,0.743930131,0.989754705
12143,ENSG00000090971,17.80816186,-0.034059551,0.29539518,-0.115301647,0.908206033,0.993543133
12144,ENSG00000179954,9.226134996,0.503715077,0.531359783,0.947973658,0.343142865,0.974955382
12145,ENSG00000218891,57.54787009,-0.186012987,0.2315028,-0.803502107,0.42168458,0.976993107
12146,ENSG00000179943,114.8300355,0.108989942,0.138606215,0.786327961,0.431675376,0.976993107
12147,ENSG00000171443,118.3486158,0.070028824,0.147587014,0.474491769,0.635149266,0.988030617
12148,ENSG00000261221,511.7996567,-0.183786688,0.089015993,-2.064647961,0.038956322,0.974955382
12149,ENSG00000179922,91.01228996,0.087194417,0.159449972,0.546844982,0.584485237,0.988030617
12150,ENSG00000213015,151.7546993,0.206682413,0.1306658,1.581763653,0.113703535,0.974955382
12151,ENSG00000171425,96.34234965,-0.069670999,0.139427726,-0.499692574,0.617291562,0.988030617
12152,ENSG00000173581,31.78186753,0.319317255,0.279710936,1.141597317,0.25362144,0.974955382
12153,ENSG00000063244,930.1798457,0.00574452,0.068132372,0.084314103,0.9328067,0.993543133
12154,ENSG00000063245,1068.778894,-0.168865009,0.098429971,-1.715585273,0.086237976,0.974955382
12155,ENSG00000142409,335.4868138,0.037664339,0.118054761,0.319041254,0.74969523,0.989754705
12156,ENSG00000167685,155.1985967,-0.002644877,0.135241328,-0.019556725,0.984396986,0.997105828
12157,ENSG00000131848,40.26714773,-0.194543882,0.210776932,-0.922984697,0.35601518,0.975756007
12158,ENSG00000267710,60.22133789,-0.134860009,0.187314041,-0.719967434,0.471545047,0.976993107
12159,ENSG00000018869,21.92541478,0.111831367,0.322596128,0.3466606,0.728846314,0.988332289
12160,ENSG00000198440,30.09661568,0.591437566,0.246281827,2.401466537,0.016329503,0.939739775
12161,ENSG00000198046,14.00344284,0.008241653,0.491865017,0.016755924,0.986631332,0.997457377
12162,ENSG00000196263,8.543336336,0.108795648,0.539061328,0.201824249,0.840054124,0.991650156
12163,ENSG00000196867,36.74587191,0.257826863,0.256489641,1.005213549,0.314794032,0.974955382
12164,ENSG00000197016,38.62400458,0.449305275,0.270424065,1.661484066,0.096616266,0.974955382
12165,ENSG00000197951,79.62667305,-0.018929153,0.154784854,-0.122293319,0.902666723,0.993543133
12166,ENSG00000127903,34.23049196,0.399822818,0.383131943,1.043564301,0.296687017,0.974955382
12167,ENSG00000083844,478.202652,-0.054620486,0.090519275,-0.603412767,0.546234131,0.983014805
12168,ENSG00000204524,98.59123776,0.059449384,0.1547435,0.384180167,0.700844917,0.988030617
12169,ENSG00000197714,348.413116,0.001807903,0.083489861,0.021654162,0.982723828,0.997006994
12170,ENSG00000178229,73.97290659,0.232903605,0.178911872,1.301778369,0.19299216,0.974955382
12171,ENSG00000131845,57.52429253,-0.048287266,0.192266934,-0.251147011,0.801700451,0.991337613
12172,ENSG00000152433,10.12995357,0.87884165,0.476269302,1.84526201,0.064999434,0.974955382
12173,ENSG00000256060,9.273589613,0.176718896,0.473289906,0.373384038,0.708862638,0.988030617
12174,ENSG00000188785,95.28552866,0.199400646,0.160979419,1.238671675,0.215467113,0.974955382
12175,ENSG00000186272,45.4795217,0.287613162,0.242395365,1.186545632,0.235406892,0.974955382
12176,ENSG00000186230,31.56823782,0.152988252,0.29492007,0.518744798,0.603938718,0.988030617
12177,ENSG00000197128,49.78746449,0.215185309,0.222619805,0.966604514,0.333741777,0.974955382
12178,ENSG00000105136,55.19230753,0.038293369,0.219050317,0.174815401,0.861224687,0.991650156
12179,ENSG00000152439,46.34321585,0.235033473,0.225779945,1.040984725,0.297882638,0.974955382
12180,ENSG00000121406,113.495138,-0.10050394,0.139417467,-0.720884848,0.470980366,0.976993107
12181,ENSG00000251369,91.51700297,0.096501431,0.172562603,0.559225637,0.576007739,0.987886543
12182,ENSG00000083817,33.11804329,-0.18644152,0.254467232,-0.732673981,0.463757297,0.976993107
12183,ENSG00000171649,43.02043662,0.285887385,0.254425822,1.123657111,0.261158518,0.974955382
12184,ENSG00000183647,42.53327678,0.41022931,0.242785643,1.68967697,0.091089772,0.974955382
12185,ENSG00000213762,136.9710638,0.193620199,0.131099338,1.476896846,0.139703291,0.974955382
12186,ENSG00000121417,119.2809175,0.010003393,0.10965551,0.091225627,0.927313312,0.993543133
12187,ENSG00000204519,87.99509733,0.030557758,0.151913898,0.201151824,0.84057986,0.991650156
12188,ENSG00000179909,105.9596467,0.248262628,0.215098833,1.154179336,0.248426652,0.974955382
12189,ENSG00000083814,142.5970516,-0.178017499,0.143136571,-1.243689844,0.213613735,0.974955382
12190,ENSG00000152443,166.4674858,0.025771994,0.15292018,0.168532329,0.866164512,0.991650156
12191,ENSG00000083828,399.8486672,-0.073846681,0.119504355,-0.617941338,0.536614008,0.982245047
12192,ENSG00000178935,270.7554295,0.016046835,0.11812411,0.135847242,0.891942044,0.993543133
12193,ENSG00000269343,152.6600936,-0.196641439,0.133977401,-1.467720956,0.142180036,0.974955382
12194,ENSG00000204514,262.4817568,-0.10830352,0.126390361,-0.856896987,0.391501818,0.976993107
12195,ENSG00000198466,282.538123,-0.052900107,0.108723238,-0.486557502,0.626571946,0.988030617
12196,ENSG00000173480,172.9099821,0.062322701,0.132199103,0.47143059,0.637333275,0.988030617
12197,ENSG00000196724,52.15725466,0.019448058,0.270262193,0.071959965,0.942633769,0.993543133
12198,ENSG00000152454,30.31616451,0.386856789,0.317317349,1.219147932,0.22278805,0.974955382
12199,ENSG00000166704,83.33471109,-0.214804423,0.164836188,-1.303138741,0.192527399,0.974955382
12200,ENSG00000176293,21.48153617,0.142241019,0.458903677,0.309958334,0.756592642,0.990228822
12201,ENSG00000121413,132.1831153,-0.080591379,0.18793922,-0.428816185,0.668057,0.988030617
12202,ENSG00000181894,59.29319303,0.276748424,0.193891849,1.427333979,0.153483651,0.974955382
12203,ENSG00000171606,349.9097758,-0.196368853,0.090540945,-2.168840324,0.030094809,0.974955382
12204,ENSG00000198131,166.7172924,0.150241429,0.152630787,0.984345504,0.324945663,0.974955382
12205,ENSG00000278129,112.9824276,-0.064526376,0.160155824,-0.402897467,0.687023655,0.988030617
12206,ENSG00000267216,26.42568639,-0.136314292,0.317035349,-0.429965592,0.66722067,0.988030617
12207,ENSG00000142396,110.4828209,0.164265844,0.158897686,1.033783739,0.301237275,0.974955382
12208,ENSG00000182318,74.55706689,-0.125399743,0.150167337,-0.835066704,0.403680152,0.976993107
12209,ENSG00000121410,7.506253323,-0.093897882,0.444502675,-0.211242557,0.832698004,0.991512695
12210,ENSG00000174586,17.52902196,0.202051061,0.323492365,0.624592983,0.532238226,0.982046701
12211,ENSG00000152475,26.93151847,0.172437773,0.310381019,0.555568037,0.578506187,0.988030617
12212,ENSG00000083845,1050.388271,0.222824067,0.159364344,1.39820528,0.162051432,0.974955382
12213,ENSG00000171574,35.42404865,-0.022345404,0.257060782,-0.086926537,0.930729906,0.993543133
12214,ENSG00000131849,50.1485722,0.354137193,0.221265332,1.600509165,0.109485675,0.974955382
12215,ENSG00000249471,76.22521403,-0.034186087,0.148668017,-0.229949169,0.818131269,0.991512695
12216,ENSG00000083812,226.636078,-0.110906139,0.112390948,-0.986788895,0.32374614,0.974955382
12217,ENSG00000083838,46.98651427,0.062409226,0.231161532,0.269981018,0.787174857,0.990228822
12218,ENSG00000083807,26.28526138,0.109420752,0.272879708,0.400985303,0.688430945,0.988030617
12219,ENSG00000119574,205.4947097,-0.168438578,0.127396641,-1.322158709,0.186115308,0.974955382
12220,ENSG00000130726,944.012884,-0.003535752,0.086403163,-0.040921557,0.967358432,0.994712269
12221,ENSG00000130724,564.8558749,-0.216618735,0.123066137,-1.760181488,0.07837704,0.974955382
12222,ENSG00000130725,325.9767453,-0.139054912,0.161029349,-0.863537689,0.387841907,0.976993107
12223,ENSG00000099326,267.3593996,-0.085629436,0.111757222,-0.766209416,0.443551707,0.976993107
12224,ENSG00000196476,10.31984827,-0.561786921,0.417956434,-1.344127941,0.178907018,0.974955382
12225,ENSG00000247315,222.8663515,-0.023090922,0.094551312,-0.244215776,0.80706371,0.991512695
12226,ENSG00000177732,89.79760388,0.236077167,0.149546279,1.578622813,0.114422599,0.974955382
12227,ENSG00000125841,12.05164692,0.178012934,0.415671048,0.428254348,0.668465952,0.988030617
12228,ENSG00000101255,61.5410311,0.36636514,0.179480333,2.041255067,0.041225481,0.974955382
12229,ENSG00000125826,996.9597718,-0.057802702,0.106822075,-0.541111954,0.588430419,0.988030617
12230,ENSG00000125875,320.2432143,-0.155348933,0.091852296,-1.691290684,0.090781298,0.974955382
12231,ENSG00000101266,386.1396197,-0.071196268,0.091162758,-0.780979754,0.434814403,0.976993107
12232,ENSG00000271303,23.28629377,-0.104212185,0.351544445,-0.296440996,0.766893321,0.990228822
12233,ENSG00000215397,158.0932432,-0.185912768,0.227892914,-0.815790035,0.414620233,0.976993107
12234,ENSG00000125898,481.525255,-0.026392379,0.136496193,-0.193356152,0.846680053,0.991650156
12235,ENSG00000101280,20.12736616,0.276763144,0.332824823,0.831558,0.405658477,0.976993107
12236,ENSG00000125818,3519.727567,-0.2959579,0.269060462,-1.099968008,0.271346061,0.974955382
12237,ENSG00000125895,12.09803361,-0.117420246,0.40975722,-0.286560531,0.774448839,0.990228822
12238,ENSG00000101298,113.7395336,0.075269443,0.214416718,0.351042791,0.725556246,0.988332289
12239,ENSG00000125775,23.15408808,-0.172857734,0.258240634,-0.669366903,0.503261459,0.979148277
12240,ENSG00000274322,31.30353026,-0.37339612,0.206117447,-1.811569691,0.070052712,0.974955382
12241,ENSG00000088832,807.5155345,-0.03736779,0.10818476,-0.345407151,0.729788302,0.988332289
12242,ENSG00000088833,816.5343368,-0.132523947,0.136458718,-0.97116512,0.33146606,0.974955382
12243,ENSG00000196209,1135.610975,-0.206424137,0.164347146,-1.256025076,0.209106878,0.974955382
12244,ENSG00000125900,74.98497556,-0.488033911,0.204536007,-2.386053768,0.017030261,0.939739775
12245,ENSG00000260861,10.01445354,-0.372346175,0.475910312,-0.78238728,0.433987007,0.976993107
12246,ENSG00000101307,1153.524692,-0.219369574,0.169265699,-1.296007255,0.194972985,0.974955382
12247,ENSG00000089012,135.0454354,0.150164899,0.174093325,0.862554034,0.388382712,0.976993107
12248,ENSG00000198053,2373.436054,-0.134038543,0.168918799,-0.793508739,0.42748148,0.976993107
12249,ENSG00000125834,506.1618819,-0.022355648,0.092415156,-0.241904569,0.80885411,0.991512695
12250,ENSG00000125780,35.04756594,-0.230920525,0.365873377,-0.631148751,0.527943268,0.981783372
12251,ENSG00000125835,164.2720454,0.061900192,0.108740761,0.56924553,0.569189527,0.986209498
12252,ENSG00000088876,42.7515602,0.236957858,0.214314823,1.105653145,0.268876678,0.974955382
12253,ENSG00000149488,8.471514927,-0.010136625,0.636787652,-0.015918375,0.987299511,0.997457377
12254,ENSG00000101361,210.6930919,0.179256673,0.12237474,1.464817606,0.142970687,0.974955382
12255,ENSG00000101365,193.1765175,0.165580257,0.101147626,1.637015763,0.101627176,0.974955382
12256,ENSG00000088881,17.13703781,-0.137372341,0.447102236,-0.307250399,0.758652786,0.990228822
12257,ENSG00000132635,201.4607115,0.084392151,0.145177582,0.581302911,0.561036319,0.984457914
12258,ENSG00000215305,182.4294237,-0.017808913,0.104438885,-0.170519945,0.86460125,0.991650156
12259,ENSG00000132670,462.929621,-0.070548474,0.07954362,-0.886915555,0.375124366,0.976993107
12260,ENSG00000125787,10.52062824,0.18543188,0.420131712,0.441366063,0.658948007,0.988030617
12261,ENSG00000125901,90.92777426,0.066967976,0.154050315,0.434714958,0.66376934,0.988030617
12262,ENSG00000101405,19.94073901,-0.119146934,0.343652062,-0.346708044,0.728810666,0.988332289
12263,ENSG00000185019,114.6389777,-0.055351387,0.137055139,-0.403862179,0.68631407,0.988030617
12264,ENSG00000215251,115.8887617,0.063505952,0.146395779,0.433796334,0.664436344,0.988030617
12265,ENSG00000088899,18.35053869,0.150244643,0.375406449,0.400218598,0.688995518,0.988030617
12266,ENSG00000198171,177.8204676,0.051479167,0.10809652,0.476233342,0.633908149,0.988030617
12267,ENSG00000125877,122.6433469,0.031436813,0.128719181,0.244227886,0.807054331,0.991512695
12268,ENSG00000088854,164.2959986,-0.099165159,0.132869352,-0.746335843,0.455464565,0.976993107
12269,ENSG00000088812,242.7652422,0.006696137,0.090646298,0.073871051,0.941112991,0.993543133
12270,ENSG00000088827,182.4515525,0.407142863,0.485265734,0.839010123,0.401463629,0.976993107
12271,ENSG00000132622,20.74992022,0.33662712,0.363241534,0.926730806,0.354066319,0.974955382
12272,ENSG00000101220,190.8465208,0.152911692,0.164707929,0.928380884,0.353210031,0.974955382
12273,ENSG00000125817,474.7205566,0.159260993,0.0934795,1.703699667,0.08843721,0.974955382
12274,ENSG00000101224,861.0842681,0.070565945,0.116824346,0.604034586,0.545820648,0.983014805
12275,ENSG00000125843,77.40505207,0.086841785,0.155372429,0.558926612,0.576211807,0.987886543
12276,ENSG00000088888,1222.469602,-0.040289334,0.061068921,-0.659735484,0.509423592,0.980069924
12277,ENSG00000125779,692.2985118,-0.063210076,0.079013734,-0.799988462,0.423717482,0.976993107
12278,ENSG00000101236,2062.207376,-0.211310804,0.174536918,-1.210694028,0.226012692,0.974955382
12279,ENSG00000088826,379.6091539,-0.019599364,0.326284682,-0.060068293,0.952101243,0.993543133
12280,ENSG00000171867,240.9507214,-0.013482936,0.106729987,-0.126327532,0.899472664,0.993543133
12281,ENSG00000101265,5264.491451,-0.138893661,0.147850216,-0.939421425,0.347514417,0.974955382
12282,ENSG00000089057,449.8488623,-0.170973778,0.089529639,-1.909689115,0.056173253,0.974955382
12283,ENSG00000089063,255.6689892,0.096679208,0.107517628,0.899194016,0.368549327,0.976993107
12284,ENSG00000132646,110.1176875,0.15091419,0.159819403,0.944279524,0.345026826,0.974955382
12285,ENSG00000101290,1193.069927,-0.079474582,0.094430067,-0.841623688,0.399998626,0.976993107
12286,ENSG00000125772,1360.608402,-0.192441802,0.10844718,-1.774521023,0.075977008,0.974955382
12287,ENSG00000171984,49.30793746,-0.163561966,0.202380423,-0.808190649,0.41898084,0.976993107
12288,ENSG00000089195,68.59505825,0.113174593,0.184462717,0.613536407,0.539521718,0.983012062
12289,ENSG00000125885,64.1837414,-0.040388275,0.181209235,-0.222881989,0.823627354,0.991512695
12290,ENSG00000088766,124.1160632,0.040891519,0.131511347,0.310935287,0.755849818,0.990228822
12291,ENSG00000125872,13.865138,-0.089885258,0.431231184,-0.208438678,0.834886458,0.991650156
12292,ENSG00000125827,1074.119358,-0.059622325,0.139775158,-0.426558812,0.669700703,0.988030617
12293,ENSG00000182621,202.1254273,-0.082325642,0.132145687,-0.622991517,0.533290096,0.982152237
12294,ENSG00000125869,6.74208696,-0.313540599,0.567848255,-0.552155609,0.580841745,0.988030617
12295,ENSG00000132623,23.55839958,0.460796663,0.308807864,1.492179171,0.135652181,0.974955382
12296,ENSG00000125863,95.35769176,0.225127713,0.144210145,1.561108713,0.118498103,0.974955382
12297,ENSG00000149346,120.2405878,-0.112040882,0.137826679,-0.812911429,0.416268841,0.976993107
12298,ENSG00000101384,66.90088875,-0.14386273,0.204818646,-0.702390786,0.48243549,0.977249009
12299,ENSG00000132640,29.28840713,0.170245243,0.278371853,0.611574917,0.540819038,0.983014805
12300,ENSG00000172296,6.87355989,0.238294014,0.602906683,0.395241952,0.692664335,0.988030617
12301,ENSG00000101230,19.42543341,1.03228428,0.405900143,2.543197624,0.010984308,0.939739775
12302,ENSG00000089123,64.9037496,0.156755993,0.172116017,0.910757732,0.362423038,0.976993107
12303,ENSG00000089048,48.21092254,0.48633604,0.204012133,2.38385842,0.017132192,0.939739775
12304,ENSG00000101247,56.85764362,0.434072919,0.185042367,2.34580289,0.018986145,0.939739775
12305,ENSG00000172264,13.08706536,1.026292271,0.594438826,1.726489298,0.084259423,0.974955382
12306,ENSG00000089177,126.2445092,-0.220632876,0.184918109,-1.19313829,0.232815218,0.974955382
12307,ENSG00000125870,65.94627916,0.142545465,0.155109255,0.919000388,0.358095369,0.976061878
12308,ENSG00000125864,9.464642573,0.11157543,0.502539614,0.222023154,0.824295859,0.991512695
12309,ENSG00000125868,129.4922453,-0.038162295,0.140945018,-0.270760152,0.78657551,0.990228822
12310,ENSG00000125844,523.0429378,-0.089652993,0.09314678,-0.962491601,0.33580272,0.974955382
12311,ENSG00000089006,335.7907105,0.018272249,0.099486036,0.183666467,0.854275117,0.991650156
12312,ENSG00000125871,96.47501769,-0.154527189,0.159392509,-0.969475856,0.332307821,0.974955382
12313,ENSG00000149474,75.73167573,0.106377179,0.173181429,0.614252808,0.539048282,0.982999517
12314,ENSG00000125846,72.25385885,0.213538435,0.192501305,1.109283054,0.267308093,0.974955382
12315,ENSG00000089091,21.05305621,0.247267585,0.319468406,0.773996992,0.43893257,0.976993107
12316,ENSG00000132664,40.78232726,0.107912415,0.217411433,0.496351154,0.619646681,0.988030617
12317,ENSG00000089050,43.49860931,-0.029061738,0.203952697,-0.142492542,0.88669097,0.992297911
12318,ENSG00000101310,335.192006,-0.051959551,0.089527758,-0.580373644,0.561662675,0.984457914
12319,ENSG00000232388,8.259302601,0.315601733,0.41908537,0.753072656,0.451406255,0.976993107
12320,ENSG00000125821,96.11257479,-0.075289728,0.139540829,-0.539553395,0.589505064,0.988030617
12321,ENSG00000185052,33.41223371,0.011169475,0.354581924,0.031500407,0.974870468,0.995902162
12322,ENSG00000132669,181.2401554,0.055555643,0.203454493,0.273061765,0.784805737,0.990228822
12323,ENSG00000173418,90.40653254,0.038520095,0.131106146,0.293808459,0.768904271,0.990228822
12324,ENSG00000101343,289.559635,0.039605372,0.093874611,0.421896524,0.673100547,0.988030617
12325,ENSG00000188559,1330.065038,-0.136599126,0.120794785,-1.130836282,0.258124006,0.974955382
12326,ENSG00000088970,131.7093059,-0.224248643,0.136606521,-1.641566172,0.100679943,0.974955382
12327,ENSG00000088930,576.6896564,-0.073028466,0.087666844,-0.83302264,0.404831961,0.976993107
12328,ENSG00000178726,386.7014581,-0.462614791,0.203863808,-2.269234519,0.023254068,0.939739775
12329,ENSG00000125810,2635.266687,-0.110074677,0.170984978,-0.643768117,0.519725812,0.980069924
12330,ENSG00000132661,28.26416498,-0.038103999,0.257355315,-0.148059889,0.882295504,0.991992121
12331,ENSG00000125812,126.9606404,-0.1317826,0.125366031,-1.051182673,0.293174699,0.974955382
12332,ENSG00000125814,117.5781284,-0.052292663,0.142759639,-0.366298647,0.714142239,0.988030617
12333,ENSG00000101439,1903.836692,0.107905149,0.148444426,0.726906033,0.467283521,0.976993107
12334,ENSG00000077984,511.743308,-0.260918403,0.252842259,-1.031941431,0.302099556,0.974955382
12335,ENSG00000101474,1123.870268,-0.169362996,0.183557678,-0.922669091,0.356179678,0.976008885
12336,ENSG00000154930,511.9578991,-0.018390634,0.095990823,-0.191587415,0.848065401,0.991650156
12337,ENSG00000197586,260.5699886,0.073308489,0.107392693,0.682620832,0.494846467,0.977749716
12338,ENSG00000100994,573.8981026,0.015565757,0.104652556,0.148737473,0.881760791,0.991992121
12339,ENSG00000100997,179.3987891,0.139486031,0.090626907,1.539123821,0.123774071,0.974955382
12340,ENSG00000101003,7.692876932,0.281419115,0.556317445,0.50586067,0.612954464,0.988030617
12341,ENSG00000101004,21.13314632,0.706462243,0.39567321,1.785468979,0.074185279,0.974955382
12342,ENSG00000170191,15.31762345,0.243462577,0.368088842,0.661423412,0.508340816,0.980069924
12343,ENSG00000130684,53.0363512,0.241992097,0.206723725,1.170606311,0.241757059,0.974955382
12344,ENSG00000101294,1056.134421,-0.116027052,0.078672469,-1.474811371,0.140263263,0.974955382
12345,ENSG00000101898,7.227426078,-0.012307326,0.459347329,-0.026793071,0.97862478,0.996339621
12346,ENSG00000171552,3925.373929,-0.185791761,0.35704408,-0.520360849,0.602812092,0.988030617
12347,ENSG00000088325,20.38939828,-0.158023222,0.38022757,-0.415601693,0.677701487,0.988030617
12348,ENSG00000131044,8.068484672,0.638264001,0.499714622,1.277257004,0.201511528,0.974955382
12349,ENSG00000088356,44.27976313,-0.07623375,0.201221264,-0.378855338,0.704795291,0.988030617
12350,ENSG00000260903,15.32598676,0.316936631,0.459191837,0.690205282,0.490065102,0.977749716
12351,ENSG00000101336,3317.017909,-0.131934952,0.141134305,-0.934818445,0.349881872,0.974955382
