,yes.vs.no,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1801,ENSG00000115590,726.0493889,2.104010903,0.269522209,7.806447232,5.88E-15,1.48E-11
1802,ENSG00000115594,211.8172314,1.104275162,0.210367051,5.249278139,1.53E-07,1.97E-05
1803,ENSG00000115602,65.81336798,0.311931622,0.28953829,1.077341522,0.281327719,0.488825805
1804,ENSG00000115604,336.766308,2.162113602,0.273739254,7.898441944,2.82E-15,8.91E-12
1805,ENSG00000115607,403.9396668,1.507535654,0.238755888,6.314129745,2.72E-10,1.27E-07
1806,ENSG00000135953,118.1899415,0.245052156,0.183945273,1.332201433,0.182794006,0.373736553
1807,ENSG00000170417,15.79080392,-0.469564622,0.33860711,-1.38675358,0.165516916,0.350244288
1808,ENSG00000135972,34.59080901,-0.279067542,0.193303033,-1.443679062,0.148829274,0.32749191
1809,ENSG00000135966,234.6850171,-0.132126315,0.079430536,-1.663419667,0.096228459,0.246468464
1810,ENSG00000135974,112.2007888,-0.12006326,0.129295571,-0.928595305,0.353098856,0.559010402
1811,ENSG00000115641,47.8315083,-0.408450455,0.184688543,-2.211563581,0.026996834,0.107164293
1812,ENSG00000071051,536.6400466,0.301118616,0.105684529,2.849221345,0.004382638,0.030847216
1813,ENSG00000115652,312.2901439,-0.343952462,0.101805749,-3.378517065,0.000728779,0.009083094
1814,ENSG00000135968,449.4360303,-0.220592855,0.105170156,-2.097485284,0.035950639,0.129964289
1815,ENSG00000169756,656.5104332,0.017046818,0.116439364,0.146400815,0.883604984,0.941271327
1816,ENSG00000153201,790.1812036,-0.115957236,0.072492649,-1.599572349,0.109693487,0.268809782
1817,ENSG00000163006,28.92941461,-0.089758543,0.261799727,-0.342851934,0.731709853,0.857471838
1818,ENSG00000135960,55.49550869,-0.609393391,0.299555298,-2.034326865,0.04191865,0.143090646
1819,ENSG00000172985,142.9954839,0.317617756,0.163547766,1.94204888,0.052131183,0.165833698
1820,ENSG00000186522,22.81461352,0.009989416,0.291881986,0.034224162,0.972698399,0.986980804
1821,ENSG00000198142,19.90472621,-0.337423702,0.277948028,-1.213981277,0.224754874,0.423046295
1822,ENSG00000175701,15.5580008,-0.613140182,0.323730661,-1.893982423,0.058227343,0.178970757
1823,ENSG00000169679,20.78363026,-0.052637462,0.285722123,-0.184226063,0.853836114,0.927040967
1824,ENSG00000153093,14.18658412,0.927845534,0.380354737,2.439421529,0.014710797,0.070927862
1825,ENSG00000153094,481.4518403,0.226461351,0.085479384,2.649309585,0.008065641,0.04716362
1826,ENSG00000153107,256.4309516,-0.353805366,0.092794889,-3.812767827,0.000137419,0.002832138
1827,ENSG00000153208,49.00855694,-0.163236126,0.253057527,-0.645055406,0.518891281,0.702153817
1828,ENSG00000153214,245.0784225,-0.177567041,0.0951546,-1.866089935,0.062028784,0.186189684
1829,ENSG00000144152,38.69724956,-0.286443348,0.209180019,-1.369362855,0.170885879,0.357088071
1830,ENSG00000144161,92.9820391,-0.257848649,0.153728219,-1.677301997,0.093483442,0.242265596
1831,ENSG00000188177,242.9044593,-0.176297365,0.109546041,-1.609344922,0.107540942,0.265028116
1832,ENSG00000169629,47.73325045,-0.415179503,0.245968878,-1.687935099,0.091423688,0.239065019
1833,ENSG00000114999,175.3992983,-0.301285772,0.091320179,-3.299224508,0.000969523,0.011076629
1834,ENSG00000125630,142.5825348,-0.263920352,0.112646309,-2.342911671,0.019133912,0.08500741
1835,ENSG00000125611,70.16725256,0.088835987,0.121803755,0.729337018,0.465795534,0.657549621
1836,ENSG00000144136,577.2417252,-0.066734363,0.080474122,-0.829264875,0.406954542,0.609827449
1837,ENSG00000144130,12.25972361,0.607367005,0.398654856,1.523540966,0.12762342,0.296885687
1838,ENSG00000125538,317.0031917,0.364253696,0.160686459,2.266859936,0.023398783,0.097049936
1839,ENSG00000136689,413.5801914,0.364036047,0.164161794,2.217544273,0.026585921,0.106239091
1840,ENSG00000125637,2593.414281,0.194089131,0.076172102,2.548034316,0.010833181,0.057629235
1841,ENSG00000125618,42.74040361,-0.401521766,0.515241659,-0.779288241,0.43580994,0.633888737
1842,ENSG00000136682,171.1885766,-0.163379316,0.131244158,-1.244850202,0.213186819,0.410022163
1843,ENSG00000184492,6.36268809,0.406131163,0.538351357,0.754397956,0.450610299,NA
1844,ENSG00000144134,115.6249285,-0.235184014,0.13587478,-1.730887915,0.083471757,0.226074571
1845,ENSG00000115084,321.1651227,-0.054692778,0.082456844,-0.663289735,0.50714501,0.692799741
1846,ENSG00000115091,2350.428731,0.248819047,0.064247769,3.872804442,0.00010759,0.002397588
1847,ENSG00000088205,301.7508389,-0.24010915,0.082351337,-2.915667898,0.003549281,0.026838776
1848,ENSG00000125633,439.4077853,-0.021011283,0.057401333,-0.366041718,0.714333946,0.845602446
1849,ENSG00000125629,91.55693154,-0.007978988,0.121087345,-0.065894484,0.947461832,0.97363012
1850,ENSG00000019169,43.44578175,-0.041485496,0.262880489,-0.157811239,0.874605542,0.937645534
1851,ENSG00000115107,32.4151378,-0.043735846,0.273596563,-0.159855245,0.872995104,0.936947333
1852,ENSG00000186132,21.94136692,0.096896099,0.245411273,0.394831492,0.692967252,0.831784921
1853,ENSG00000155368,65.43200666,-0.03637489,0.175399932,-0.207382575,0.83571109,0.917231463
1854,ENSG00000144120,39.85071311,-0.666936488,0.201031008,-3.317580183,0.000908008,0.010604362
1855,ENSG00000088179,589.9685544,-0.240247561,0.100649242,-2.386978354,0.016987491,0.078484699
1856,ENSG00000115109,68.11445197,0.325111983,0.148333467,2.191764208,0.028396537,0.111280836
1857,ENSG00000226479,238.8512911,0.44662131,0.121304948,3.681806198,0.000231587,0.004087883
1858,ENSG00000144118,937.022766,0.816218171,0.145005972,5.628859017,1.81E-08,3.94E-06
1859,ENSG00000163083,30.405326,2.237157004,0.462474182,4.837366265,1.32E-06,0.00010181
1860,ENSG00000115112,11.71554723,0.338755001,0.479042039,0.707150884,0.479472717,0.669944542
1861,ENSG00000074054,756.2827261,0.106761392,0.058213657,1.833957842,0.066660252,0.194671397
1862,ENSG00000155438,52.56590368,-0.358281712,0.202244297,-1.771529369,0.076472713,0.212878025
1863,ENSG00000211460,192.0232448,-0.046512984,0.091155884,-0.510257611,0.609870996,0.775355596
1864,ENSG00000136732,6696.247124,0.142456828,0.268575851,0.530415625,0.595823795,0.765443627
1865,ENSG00000136717,736.410559,-0.174068878,0.109728446,-1.586360552,0.112657543,0.273733307
1866,ENSG00000163161,239.5903787,-0.102545807,0.080981845,-1.266281431,0.205412342,0.401560117
1867,ENSG00000169967,1468.283589,0.38569919,0.100382516,3.842294494,0.000121889,0.002584009
1868,ENSG00000115718,17.00610414,-0.028996382,0.318609041,-0.091009287,0.927485211,0.964019033
1869,ENSG00000163166,291.228704,-0.014855988,0.074107276,-0.200465989,0.841116155,0.920041459
1870,ENSG00000169994,77.58872246,0.321050809,0.216832264,1.480641317,0.138702179,0.312178905
1871,ENSG00000072163,158.9558078,0.717963808,0.176590209,4.065705631,4.79E-05,0.001342229
1872,ENSG00000136709,555.570007,-0.106300787,0.063469316,-1.67483746,0.093966127,0.243067014
1873,ENSG00000144231,109.499271,0.002002112,0.123992492,0.016147044,0.987117082,0.994449502
1874,ENSG00000144233,174.3819336,0.1559676,0.083283315,1.87273524,0.061104954,0.184514434
1875,ENSG00000136715,306.3887692,-0.004934332,0.093066224,-0.05301958,0.957716307,0.978745405
1876,ENSG00000136731,753.9762688,-0.047738841,0.060626827,-0.787421075,0.431035414,0.629970993
1877,ENSG00000136720,174.5123538,-0.134720123,0.103755268,-1.298441283,0.194135741,0.387523702
1878,ENSG00000136699,266.0475447,-0.140774242,0.097936268,-1.437406638,0.150602484,0.329897382
1879,ENSG00000152082,26.75839014,-0.270799287,0.225130532,-1.202854563,0.229032606,0.428032043
1880,ENSG00000136710,143.2592444,-0.117044949,0.102056101,-1.146868706,0.251435888,0.454675392
1881,ENSG00000136718,161.781294,-0.118093897,0.119009454,-0.992306855,0.32104786,0.529122783
1882,ENSG00000072135,1001.445874,-0.006371634,0.074382272,-0.085660647,0.931736186,0.965969794
1883,ENSG00000136002,67.44877837,-0.036530149,0.221837404,-0.164670826,0.869203081,0.935034801
1884,ENSG00000152102,499.776686,0.021947105,0.075282833,0.291528682,0.770647011,0.881248481
1885,ENSG00000115762,752.1575308,0.100108907,0.067255577,1.488484846,0.136623076,0.309840014
1886,ENSG00000173272,180.3500521,-0.28131153,0.13475936,-2.08751013,0.036842046,0.132013844
1887,ENSG00000075886,34.68587117,0.091102748,0.19996017,0.455604476,0.648674424,0.80134481
1888,ENSG00000152127,578.8714447,0.052286175,0.091149888,0.573628514,0.566219212,0.741521021
1889,ENSG00000152128,21.0758289,0.509574901,0.281583853,1.80967373,0.070346399,0.201975672
1890,ENSG00000153086,11.33995167,0.398758895,0.355841714,1.120607505,0.262454969,0.468377629
1891,ENSG00000082258,525.690791,0.009160405,0.077230585,0.118611106,0.905583466,0.95282276
1892,ENSG00000115839,305.8918733,-0.079573008,0.094375233,-0.843155616,0.399141417,0.602846449
1893,ENSG00000121988,42.28259085,-0.089393618,0.204335379,-0.437484779,0.661759812,0.810445335
1894,ENSG00000048991,240.668365,-0.0573271,0.092511094,-0.619678111,0.535469729,0.715150328
1895,ENSG00000144224,647.0725326,0.098318161,0.053490601,1.838045534,0.066055696,0.193745413
1896,ENSG00000115850,10.75309114,1.339105709,0.400756614,3.341443813,0.000833439,0.010002059
1897,ENSG00000076003,99.6990231,-0.015482171,0.151298417,-0.102328705,0.918495772,0.959657651
1898,ENSG00000115866,128.2335166,-0.154184175,0.121183719,-1.272317574,0.203260307,0.399333684
1899,ENSG00000121966,1522.543549,0.458370457,0.104015378,4.406756629,1.05E-05,0.000461143
1900,ENSG00000150540,54.62293904,-0.30236075,0.208560092,-1.449753626,0.147127235,0.324932361
1901,ENSG00000144228,588.947812,0.375414591,0.115045197,3.26319221,0.001101648,0.012103731
1902,ENSG00000115919,200.0437936,-0.110136502,0.161259426,-0.682977139,0.494621288,0.682865401
1903,ENSG00000075884,1096.054231,0.052633289,0.082261349,0.639830125,0.522283045,0.704702188
1904,ENSG00000121964,161.4324922,0.316182319,0.116687652,2.709646764,0.00673549,0.041542657
1905,ENSG00000169554,2155.658873,0.015674678,0.076955186,0.203685792,0.838599046,0.918642502
1906,ENSG00000121989,77.43544749,-0.213419549,0.155999337,-1.368079847,0.171287084,0.357630193
1907,ENSG00000115947,165.8329034,-0.219797782,0.125095111,-1.757045333,0.078910083,0.218074687
1908,ENSG00000204406,268.6498178,-0.084870057,0.080431881,-1.055179315,0.291343323,0.499281702
1909,ENSG00000135999,394.0222263,0.101752662,0.065042928,1.564392386,0.117725448,0.281440213
1910,ENSG00000168280,61.62360805,-0.474605505,0.204894944,-2.316335858,0.020539938,0.088976358
1911,ENSG00000168288,159.0037355,0.29835656,0.118931176,2.508648868,0.012119389,0.062189525
1912,ENSG00000184898,74.22964678,0.03093545,0.16713234,0.185095538,0.853154102,0.926718137
1913,ENSG00000123609,351.3306386,0.385987745,0.114918987,3.358781308,0.00078287,0.009586737
1914,ENSG00000123610,93.9683704,1.003548908,0.28267982,3.550125749,0.000385047,0.005888874
1915,ENSG00000080345,554.5105595,-0.192723172,0.079718002,-2.417561504,0.015624893,0.074200594
1916,ENSG00000183091,92.53249654,-0.122125886,0.142626655,-0.856262712,0.391852482,0.595761252
1917,ENSG00000162980,271.373163,-0.146093446,0.096591734,-1.512483945,0.130410794,0.300817729
1918,ENSG00000182389,45.2403021,-0.200483651,0.250452538,-0.800485602,0.423429502,0.624029048
1919,ENSG00000115145,246.5607078,0.273586207,0.090445491,3.024873919,0.002487368,0.021269947
1920,ENSG00000157827,68.92216597,-0.377289748,0.168310238,-2.241632796,0.024985115,0.10168998
1921,ENSG00000196504,556.0784971,-0.044287114,0.068185929,-0.649505185,0.516011896,0.700276649
1922,ENSG00000177917,204.5029461,0.342247229,0.097499702,3.510238714,0.000447705,0.006564028
1923,ENSG00000153234,36.68750254,0.046268464,0.226795698,0.204009444,0.838346119,0.918623521
1924,ENSG00000115159,213.876936,0.156439452,0.12670575,1.234667345,0.216954334,0.414225942
1925,ENSG00000136542,10.20798933,-0.608940344,0.527434452,-1.154532742,0.248281823,0.451366191
1926,ENSG00000136541,36.27579394,0.045071367,0.212873539,0.211728367,0.832318956,0.915685282
1927,ENSG00000115165,1285.102617,0.215965189,0.069609244,3.102536043,0.001918702,0.017794055
1928,ENSG00000123612,23.99932781,-0.139619747,0.316437141,-0.441224272,0.659050643,0.808544445
1929,ENSG00000115170,122.423984,-0.32900702,0.119655479,-2.749619354,0.005966453,0.038239264
1930,ENSG00000144283,149.7596951,0.087944705,0.126523303,0.695087013,0.487000773,0.676491272
1931,ENSG00000115183,15.92787208,0.463949662,0.35060171,1.323295493,0.18573713,0.377368302
1932,ENSG00000196151,49.62867886,0.098632767,0.209392513,0.471042473,0.637610405,0.794603304
1933,ENSG00000123636,1159.55306,0.193271355,0.106211828,1.819678275,0.068808014,0.199008364
1934,ENSG00000136536,986.0702535,0.266821233,0.082567408,3.231556372,0.00123118,0.012962336
1935,ENSG00000241399,116.1715153,0.359501973,0.137348048,2.617452365,0.008858885,0.05015131
1936,ENSG00000054219,120.8730579,0.154485481,0.132408917,1.166730195,0.243319345,0.445684998
1937,ENSG00000115221,18.48974097,0.189707115,0.31812254,0.59633346,0.550952482,0.728500226
1938,ENSG00000153250,830.2947522,0.278284608,0.066568437,4.180428766,2.91E-05,0.000963784
1939,ENSG00000136560,668.2824412,0.289226385,0.083819056,3.450604182,0.000559333,0.007505022
1940,ENSG00000115233,72.80215815,-0.18906696,0.186774674,-1.012273003,0.311407539,0.519563026
1941,ENSG00000144290,30.17994113,-0.251764299,0.39371362,-0.639460476,0.522523418,0.704800328
1942,ENSG00000197635,125.3688945,-0.46575689,0.187226308,-2.487667971,0.012858372,0.06474357
1943,ENSG00000115267,415.6249317,-0.023959509,0.166316899,-0.144059378,0.885453582,0.942148307
1944,ENSG00000115271,1900.307635,0.802757111,0.158697937,5.058396638,4.23E-07,4.52E-05
1945,ENSG00000184611,124.3944034,0.823554915,0.212789233,3.870284713,0.000108708,0.002405505
1946,ENSG00000082438,113.4516368,0.057364196,0.176435074,0.325129209,0.745083283,0.866470169
1947,ENSG00000169507,16.5106213,-0.409180947,0.433621649,-0.943635883,0.345355749,0.55222449
1948,ENSG00000153253,18.22222566,-0.05657876,0.445490083,-0.12700341,0.8989377,0.950004291
1949,ENSG00000115339,216.7516269,0.355469972,0.142805691,2.489186319,0.012803585,0.064519223
1950,ENSG00000123607,155.5785435,-0.20277055,0.117014481,-1.73286715,0.083119284,0.225313461
1951,ENSG00000169432,17.0984621,0.160581493,0.328965663,0.48814059,0.625450262,0.786913646
1952,ENSG00000198648,183.7934939,-0.219317943,0.110808554,-1.979251016,0.047787752,0.156516986
1953,ENSG00000172292,154.7083799,0.033506377,0.107681134,0.311162925,0.755676766,0.87193788
1954,ENSG00000073737,198.3403769,0.843080168,0.203912226,4.134524859,3.56E-05,0.001091561
1955,ENSG00000163093,7.274472237,0.439089591,0.438897525,1.000437611,0.317098776,NA
1956,ENSG00000138399,76.68950554,-0.210338779,0.140436436,-1.497750761,0.134198018,0.30624925
1957,ENSG00000138398,271.4286666,-0.174623794,0.104737764,-1.667247677,0.095465166,0.2451348
1958,ENSG00000154479,8.603589606,0.097619034,0.450681098,0.216603347,0.828517477,NA
1959,ENSG00000144362,7.466832109,-0.843754087,0.476963567,-1.769011609,0.076891937,NA
1960,ENSG00000138385,76.40780642,-0.377616831,0.148069952,-2.550259692,0.01076427,0.057383661
1961,ENSG00000138382,33.82131543,-0.574890073,0.223802508,-2.568738292,0.010206951,0.055297931
1962,ENSG00000144357,591.9490961,-0.055963354,0.062500938,-0.895400229,0.370573178,0.576046278
1963,ENSG00000071909,8.459884914,-0.435704208,0.619050358,-0.703826759,0.481540667,NA
1964,ENSG00000115806,265.6933911,-0.288371572,0.097791338,-2.948845765,0.003189631,0.024936394
1965,ENSG00000198586,680.799854,-0.086089311,0.07071431,-1.217424185,0.223442866,0.421457286
1966,ENSG00000123600,81.480407,-0.102332149,0.158188328,-0.646900757,0.517696176,0.701364325
1967,ENSG00000115827,121.9334103,-0.24630605,0.129085113,-1.908090286,0.056379548,0.175151537
1968,ENSG00000071967,266.1620327,0.222605858,0.190736547,1.167085501,0.243175843,0.445598927
1969,ENSG00000077380,217.0859575,-0.149245465,0.110284529,-1.353276537,0.175967302,0.364206692
1970,ENSG00000115840,112.1874062,-0.115615794,0.128334071,-0.900897115,0.367643025,0.572832795
1971,ENSG00000128708,102.7165882,0.288682747,0.164624169,1.753586659,0.079501359,0.219132569
1972,ENSG00000172878,25.98821331,-0.631253274,0.26741401,-2.360584153,0.018246178,0.082432926
1973,ENSG00000091409,382.8731895,-0.254217193,0.103790825,-2.449322402,0.014312527,0.069781178
1974,ENSG00000152256,476.7211642,0.009345579,0.077804952,0.120115477,0.904391672,0.952040059
1975,ENSG00000091436,120.767611,0.221917921,0.149102258,1.488360564,0.136655831,0.309840014
1976,ENSG00000144354,14.80166871,-0.000402932,0.311346638,-0.001294159,0.998967411,0.999442846
1977,ENSG00000172845,1377.035975,0.325494499,0.07283795,4.468748777,7.87E-06,0.00037448
1978,ENSG00000138430,88.1420093,-0.241510996,0.132225757,-1.826504922,0.067774241,0.197012329
1979,ENSG00000138433,355.1183635,0.40339809,0.104944595,3.843914894,0.000121087,0.002575498
1980,ENSG00000144306,109.6003123,0.239887375,0.157377593,1.524279094,0.127439007,0.296511381
1981,ENSG00000163328,468.8752884,0.040914545,0.092282267,0.443363023,0.657503177,0.807348938
1982,ENSG00000115935,3894.412599,0.170958554,0.074477173,2.295449029,0.021707404,0.092221301
1983,ENSG00000128656,9.079370386,-0.306148088,0.469596281,-0.65193891,0.514440582,NA
1984,ENSG00000115966,297.3117846,0.039181676,0.098734429,0.396839042,0.691486158,0.830756646
1985,ENSG00000154518,152.2682854,-0.155387184,0.112818091,-1.377325066,0.168411769,0.353835176
1986,ENSG00000144320,206.231107,0.070626453,0.113663035,0.621366951,0.534358212,0.713968234
1987,ENSG00000128654,26.60548631,-0.359772769,0.242657679,-1.482635007,0.138171411,0.311428879
1988,ENSG00000170144,874.1536342,-0.105966885,0.056376912,-1.879614911,0.06016058,0.182624643
1989,ENSG00000116044,593.2135545,0.240699436,0.07763382,3.100445591,0.001932297,0.017868082
1990,ENSG00000018510,265.6327346,-0.018998309,0.09013307,-0.210780674,0.833058419,0.915812486
1991,ENSG00000196659,27.22527596,0.139086274,0.228250029,0.609359282,0.542286321,0.720935902
1992,ENSG00000155636,74.34256019,-0.068036838,0.148721766,-0.45747734,0.647327986,0.800566659
1993,ENSG00000079156,7.56718738,1.355372299,0.550459146,2.462257753,0.013806541,NA
1994,ENSG00000180228,92.67170146,-0.116898366,0.141390505,-0.82677663,0.408363678,0.611430564
1995,ENSG00000116095,262.5289721,-0.0855688,0.072902803,-1.173738137,0.24049993,0.442706598
1996,ENSG00000155657,1564.122713,-0.145492261,0.085521691,-1.701232273,0.08889938,0.235371252
