,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,replicate,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
9233,ENSG00000075131,13.27163147,0.275361462,0.298978036,0.921008997,0.35704573,0.845997501,9233,ENSG00000075131,13.27163147,0.275361462,0.298978036,0.921008997,0.35704573,0.845997501
9234,ENSG00000169032,357.4847778,0.104072245,0.104002412,1.000671459,0.31698567,0.832869356,9234,ENSG00000169032,357.4847778,0.104072245,0.104002412,1.000671459,0.31698567,0.832869356
9235,ENSG00000174446,65.04125255,0.235722635,0.19345491,1.218488769,0.22303829,0.790942944,9235,ENSG00000174446,65.04125255,0.235722635,0.19345491,1.218488769,0.22303829,0.790942944
9236,ENSG00000174444,2275.297904,0.239340982,0.134243814,1.782882757,0.074605391,0.721938419,9236,ENSG00000174444,2275.297904,0.239340982,0.134243814,1.782882757,0.074605391,0.721938419
9237,ENSG00000174442,23.67748129,0.455455667,0.30118118,1.512231501,0.13047498,0.749629014,9237,ENSG00000174442,23.67748129,0.455455667,0.30118118,1.512231501,0.13047498,0.749629014
9238,ENSG00000137834,10.299448,-0.547694439,0.61723099,-0.887341123,0.374895272,0.849665338,9238,ENSG00000137834,10.299448,-0.547694439,0.61723099,-0.887341123,0.374895272,0.849665338
9239,ENSG00000166949,613.5889442,0.012371237,0.115684735,0.106939232,0.914837189,0.986407921,9239,ENSG00000166949,613.5889442,0.012371237,0.115684735,0.106939232,0.914837189,0.986407921
9240,ENSG00000103591,116.2498837,0.044709201,0.126958875,0.352154983,0.724722035,0.950226526,9240,ENSG00000103591,116.2498837,0.044709201,0.126958875,0.352154983,0.724722035,0.950226526
9241,ENSG00000103599,10.93303078,0.075629518,0.511452375,0.147872064,0.882443736,0.979322042,9241,ENSG00000103599,10.93303078,0.075629518,0.511452375,0.147872064,0.882443736,0.979322042
9242,ENSG00000189227,15.55945816,0.132309586,0.374495663,0.353300716,0.723863009,0.950097601,9242,ENSG00000189227,15.55945816,0.132309586,0.374495663,0.353300716,0.723863009,0.950097601
9243,ENSG00000137764,180.9981147,0.004880966,0.124368268,0.039246076,0.968694199,0.995494371,9243,ENSG00000137764,180.9981147,0.004880966,0.124368268,0.039246076,0.968694199,0.995494371
9244,ENSG00000188779,13.33699006,0.006253774,0.429937978,0.014545759,0.988394573,0.998397582,9244,ENSG00000188779,13.33699006,0.006253774,0.429937978,0.014545759,0.988394573,0.998397582
9245,ENSG00000033800,964.7303194,-0.03427883,0.096838494,-0.353979382,0.723354335,0.950097601,9245,ENSG00000033800,964.7303194,-0.03427883,0.096838494,-0.353979382,0.723354335,0.950097601
9246,ENSG00000129007,53.04447489,-0.687397286,0.205100509,-3.351514292,0.000803709,0.369401241,9246,ENSG00000129007,53.04447489,-0.687397286,0.205100509,-3.351514292,0.000803709,0.369401241
9247,ENSG00000128973,150.2993705,-0.173133195,0.146149407,-1.184631523,0.236163168,0.799198776,9247,ENSG00000128973,150.2993705,-0.173133195,0.146149407,-1.184631523,0.236163168,0.799198776
9248,ENSG00000169018,335.0430343,0.128478302,0.093483388,1.374343658,0.169335019,0.764724938,9248,ENSG00000169018,335.0430343,0.128478302,0.093483388,1.374343658,0.169335019,0.764724938
9249,ENSG00000137809,25.93640044,0.449453868,0.331964645,1.35392089,0.175761618,0.764862763,9249,ENSG00000137809,25.93640044,0.449453868,0.331964645,1.35392089,0.175761618,0.764862763
9250,ENSG00000103647,9.268290549,0.585078807,0.828767282,0.705962723,0.48021132,0.883349597,9250,ENSG00000103647,9.268290549,0.585078807,0.828767282,0.705962723,0.48021132,0.883349597
9251,ENSG00000140350,1080.233043,-0.085149942,0.089445258,-0.95197828,0.341107997,0.839586434,9251,ENSG00000140350,1080.233043,-0.085149942,0.089445258,-0.95197828,0.341107997,0.839586434
9252,ENSG00000258484,40.54667357,0.006615035,0.21504949,0.030760522,0.975460524,0.997131578,9252,ENSG00000258484,40.54667357,0.006615035,0.21504949,0.030760522,0.975460524,0.997131578
9253,ENSG00000138604,45.07405981,-0.083051129,0.256852343,-0.323341918,0.746436312,0.955917002,9253,ENSG00000138604,45.07405981,-0.083051129,0.256852343,-0.323341918,0.746436312,0.955917002
9254,ENSG00000137807,11.19873483,-0.331732093,0.448267744,-0.740031147,0.459281095,0.878348593,9254,ENSG00000137807,11.19873483,-0.331732093,0.448267744,-0.740031147,0.459281095,0.878348593
9255,ENSG00000137818,2378.635273,0.110978502,0.113486418,0.977901179,0.328123202,0.834118005,9255,ENSG00000137818,2378.635273,0.110978502,0.113486418,0.977901179,0.328123202,0.834118005
9256,ENSG00000140332,4011.149046,-0.21885003,0.155507062,-1.407331775,0.159329031,0.759087534,9256,ENSG00000140332,4011.149046,-0.21885003,0.155507062,-1.407331775,0.159329031,0.759087534
9257,ENSG00000137831,15.72837532,-0.394626778,0.379509672,-1.039833256,0.298417376,0.821989088,9257,ENSG00000137831,15.72837532,-0.394626778,0.379509672,-1.039833256,0.298417376,0.821989088
9258,ENSG00000066933,247.9791636,0.055943229,0.13044817,0.428854075,0.668029424,0.933434582,9258,ENSG00000066933,247.9791636,0.055943229,0.13044817,0.428854075,0.668029424,0.933434582
9259,ENSG00000166192,13.54616781,0.061418494,0.493920176,0.124349029,0.901038929,0.983888788,9259,ENSG00000166192,13.54616781,0.061418494,0.493920176,0.124349029,0.901038929,0.983888788
9260,ENSG00000067225,2613.270024,0.020609577,0.122761814,0.167882637,0.86667561,0.977587201,9260,ENSG00000067225,2613.270024,0.020609577,0.122761814,0.167882637,0.86667561,0.977587201
9261,ENSG00000137817,160.7608091,0.104951581,0.106428565,0.986122301,0.324073101,0.833483861,9261,ENSG00000137817,160.7608091,0.104951581,0.106428565,0.986122301,0.324073101,0.833483861
9262,ENSG00000260729,8.333536821,0.141618792,0.521435273,0.271594193,0.785934065,0.962084151,9262,ENSG00000260729,8.333536821,0.141618792,0.521435273,0.271594193,0.785934065,0.962084151
9263,ENSG00000213614,136.4132847,-0.084863877,0.161674365,-0.524906201,0.599648398,0.91355128,9263,ENSG00000213614,136.4132847,-0.084863877,0.161674365,-0.524906201,0.599648398,0.91355128
9264,ENSG00000166233,485.1374913,-0.103237126,0.064173308,-1.608723781,0.107676753,0.733041803,9264,ENSG00000166233,485.1374913,-0.103237126,0.064173308,-1.608723781,0.107676753,0.733041803
9265,ENSG00000140463,81.32141102,-0.020393153,0.162456023,-0.125530296,0.900103742,0.983722759,9265,ENSG00000140463,81.32141102,-0.020393153,0.162456023,-0.125530296,0.900103742,0.983722759
9266,ENSG00000159322,688.6300929,-0.046787582,0.090011496,-0.519795623,0.603206031,0.91355128,9266,ENSG00000159322,688.6300929,-0.046787582,0.090011496,-0.519795623,0.603206031,0.91355128
9267,ENSG00000067141,42.14332319,-0.435062334,0.335384426,-1.29720494,0.194560681,0.772274962,9267,ENSG00000067141,42.14332319,-0.435062334,0.335384426,-1.29720494,0.194560681,0.772274962
9268,ENSG00000183324,14.06189096,0.11620666,0.403028062,0.288333918,0.773091146,0.959710056,9268,ENSG00000183324,14.06189096,0.11620666,0.403028062,0.288333918,0.773091146,0.959710056
9269,ENSG00000156642,451.4093954,-0.186814689,0.100710334,-1.8549704,0.063600454,0.721938419,9269,ENSG00000156642,451.4093954,-0.186814689,0.100710334,-1.8549704,0.063600454,0.721938419
9270,ENSG00000129038,26.74305672,0.044249828,0.30552543,0.1448319,0.884843595,0.979753064,9270,ENSG00000129038,26.74305672,0.044249828,0.30552543,0.1448319,0.884843595,0.979753064
9271,ENSG00000067221,51.45432327,0.103845499,0.244515495,0.424699054,0.671056074,0.934686266,9271,ENSG00000067221,51.45432327,0.103845499,0.244515495,0.424699054,0.671056074,0.934686266
9272,ENSG00000140464,1111.916985,-0.141947091,0.154343112,-0.919685293,0.35773724,0.846144932,9272,ENSG00000140464,1111.916985,-0.141947091,0.154343112,-0.919685293,0.35773724,0.846144932
9273,ENSG00000138623,117.954359,-0.079453784,0.175692638,-0.452231718,0.651102061,0.926875358,9273,ENSG00000138623,117.954359,-0.079453784,0.175692638,-0.452231718,0.651102061,0.926875358
9274,ENSG00000138629,377.0175026,-0.303270059,0.16991061,-1.784880057,0.074280774,0.721938419,9274,ENSG00000138629,377.0175026,-0.303270059,0.16991061,-1.784880057,0.074280774,0.721938419
9275,ENSG00000179361,445.3765962,-0.162650795,0.099376786,-1.636708136,0.101691468,0.732794676,9275,ENSG00000179361,445.3765962,-0.162650795,0.099376786,-1.636708136,0.101691468,0.732794676
9276,ENSG00000179335,1289.276522,-0.127919483,0.116980233,-1.093513658,0.274168336,0.815549971,9276,ENSG00000179335,1289.276522,-0.127919483,0.116980233,-1.093513658,0.274168336,0.815549971
9277,ENSG00000179151,181.0136971,-0.042658397,0.140419497,-0.303792548,0.761285944,0.956929385,9277,ENSG00000179151,181.0136971,-0.042658397,0.140419497,-0.303792548,0.761285944,0.956929385
9278,ENSG00000103653,2795.436525,-0.074590236,0.090023713,-0.828562094,0.407352245,0.856833754,9278,ENSG00000103653,2795.436525,-0.074590236,0.090023713,-0.828562094,0.407352245,0.856833754
9279,ENSG00000140474,136.7495168,0.021192375,0.129166995,0.164069586,0.869676364,0.977784253,9279,ENSG00000140474,136.7495168,0.021192375,0.129166995,0.164069586,0.869676364,0.977784253
9280,ENSG00000140497,665.0317207,-0.062513642,0.084865371,-0.736621316,0.461352669,0.879360749,9280,ENSG00000140497,665.0317207,-0.062513642,0.084865371,-0.736621316,0.461352669,0.879360749
9281,ENSG00000178802,166.3813626,-0.182769589,0.123992162,-1.474041472,0.140470425,0.75130774,9281,ENSG00000178802,166.3813626,-0.182769589,0.123992162,-1.474041472,0.140470425,0.75130774
9282,ENSG00000178761,77.93016857,0.182118097,0.192777132,0.944707991,0.344807976,0.842271836,9282,ENSG00000178761,77.93016857,0.182118097,0.192777132,0.944707991,0.344807976,0.842271836
9283,ENSG00000178741,103.8864165,0.260765939,0.151956585,1.716055543,0.086151877,0.721938419,9283,ENSG00000178741,103.8864165,0.260765939,0.151956585,1.716055543,0.086151877,0.721938419
9284,ENSG00000178718,25.62097565,0.270116148,0.315786041,0.8553771,0.392342417,0.852406018,9284,ENSG00000178718,25.62097565,0.270116148,0.315786041,0.8553771,0.392342417,0.852406018
9285,ENSG00000198794,16.36695501,-0.861980576,0.402800459,-2.1399692,0.032357256,0.695834809,9285,ENSG00000198794,16.36695501,-0.861980576,0.402800459,-2.1399692,0.032357256,0.695834809
9286,ENSG00000138621,404.8302322,-0.02126409,0.144827936,-0.146823126,0.883271631,0.979585884,9286,ENSG00000138621,404.8302322,-0.02126409,0.144827936,-0.146823126,0.883271631,0.979585884
9287,ENSG00000167173,3589.669578,-0.17668582,0.153762723,-1.149080978,0.250522591,0.805884505,9287,ENSG00000167173,3589.669578,-0.17668582,0.153762723,-1.149080978,0.250522591,0.805884505
9288,ENSG00000140365,62.6443927,-0.072843537,0.189149183,-0.38511156,0.700154764,0.945097922,9288,ENSG00000140365,62.6443927,-0.072843537,0.189149183,-0.38511156,0.700154764,0.945097922
9289,ENSG00000140398,53.14740186,-0.187681363,0.252529327,-0.743206206,0.457356846,0.878148863,9289,ENSG00000140398,53.14740186,-0.187681363,0.252529327,-0.743206206,0.457356846,0.878148863
9290,ENSG00000140400,307.9608834,-0.002098595,0.144767916,-0.014496275,0.988434051,0.998397582,9290,ENSG00000140400,307.9608834,-0.002098595,0.144767916,-0.014496275,0.988434051,0.998397582
9291,ENSG00000169375,741.5141675,-0.011608069,0.092552121,-0.125421969,0.900189497,0.983735821,9291,ENSG00000169375,741.5141675,-0.011608069,0.092552121,-0.125421969,0.900189497,0.983735821
9292,ENSG00000169410,185.7687453,0.225641955,0.124653114,1.810158985,0.070271136,0.721938419,9292,ENSG00000169410,185.7687453,0.225641955,0.124653114,1.810158985,0.070271136,0.721938419
9293,ENSG00000169371,32.19221392,0.025910548,0.290735065,0.089120822,0.928985889,0.988654665,9293,ENSG00000169371,32.19221392,0.025910548,0.290735065,0.089120822,0.928985889,0.988654665
9294,ENSG00000177971,21.8382957,0.347431991,0.231784813,1.498941999,0.13388868,0.75130774,9294,ENSG00000177971,21.8382957,0.347431991,0.231784813,1.498941999,0.13388868,0.75130774
9295,ENSG00000173548,57.7815529,-0.264499106,0.187977097,-1.407081557,0.159403206,0.759087534,9295,ENSG00000173548,57.7815529,-0.264499106,0.187977097,-1.407081557,0.159403206,0.759087534
9296,ENSG00000140367,141.4647698,0.384592715,0.13611255,2.825549264,0.004719963,0.49866559,9296,ENSG00000140367,141.4647698,0.384592715,0.13611255,2.825549264,0.004719963,0.49866559
9297,ENSG00000167196,128.1179163,0.196291631,0.199377002,0.984524943,0.324857474,0.833483861,9297,ENSG00000167196,128.1179163,0.196291631,0.199377002,0.984524943,0.324857474,0.833483861
9298,ENSG00000169758,31.39795325,0.235589883,0.266615802,0.883630608,0.376895651,0.849665338,9298,ENSG00000169758,31.39795325,0.235589883,0.266615802,0.883630608,0.376895651,0.849665338
9299,ENSG00000140374,239.4452569,0.057449897,0.152868435,0.375812687,0.707056156,0.946018458,9299,ENSG00000140374,239.4452569,0.057449897,0.152868435,0.375812687,0.707056156,0.946018458
9300,ENSG00000159556,30.80771518,-0.341575631,0.359621447,-0.949819968,0.342203738,0.840935403,9300,ENSG00000159556,30.80771518,-0.341575631,0.359621447,-0.949819968,0.342203738,0.840935403
9301,ENSG00000140386,249.6456738,0.112185107,0.117805045,0.952294583,0.340947604,0.839586434,9301,ENSG00000140386,249.6456738,0.112185107,0.117805045,0.952294583,0.340947604,0.839586434
9302,ENSG00000117906,69.37781463,0.139901727,0.199828477,0.700109059,0.483859199,0.884205615,9302,ENSG00000117906,69.37781463,0.139901727,0.199828477,0.700109059,0.483859199,0.884205615
9303,ENSG00000140368,1417.769093,-0.164363737,0.080687463,-2.037041834,0.04164585,0.695834809,9303,ENSG00000140368,1417.769093,-0.164363737,0.080687463,-2.037041834,0.04164585,0.695834809
9304,ENSG00000140391,233.2341322,0.018579561,0.160705279,0.115612638,0.907959547,0.984989818,9304,ENSG00000140391,233.2341322,0.018579561,0.160705279,0.115612638,0.907959547,0.984989818
9305,ENSG00000173517,197.0550027,0.09448112,0.126790926,0.745172572,0.456167402,0.877508341,9305,ENSG00000173517,197.0550027,0.09448112,0.126790926,0.745172572,0.456167402,0.877508341
9306,ENSG00000140382,124.7372907,0.025894165,0.144669231,0.178988748,0.857946537,0.975792497,9306,ENSG00000140382,124.7372907,0.025894165,0.144669231,0.178988748,0.857946537,0.975792497
9307,ENSG00000167202,823.9551236,0.099207816,0.08228444,1.205669206,0.227945063,0.794725699,9307,ENSG00000167202,823.9551236,0.099207816,0.08228444,1.205669206,0.227945063,0.794725699
9308,ENSG00000136425,5.252514452,0.202819837,0.609165241,0.33294716,0.73917417,0.954695011,9308,ENSG00000136425,5.252514452,0.202819837,0.609165241,0.33294716,0.73917417,0.954695011
9309,ENSG00000166411,87.03020494,0.121532093,0.167027604,0.727616813,0.466848186,0.880178458,9309,ENSG00000166411,87.03020494,0.121532093,0.167027604,0.727616813,0.466848186,0.880178458
9310,ENSG00000103740,8.247691407,0.397969212,0.503290165,0.790735125,0.429098574,0.866246059,9310,ENSG00000103740,8.247691407,0.397969212,0.503290165,0.790735125,0.429098574,0.866246059
9311,ENSG00000140403,286.6658845,0.160464163,0.26677891,0.601487438,0.547515376,0.903828495,9311,ENSG00000140403,286.6658845,0.160464163,0.26677891,0.601487438,0.547515376,0.903828495
9312,ENSG00000140395,77.06871176,0.417762018,0.165309148,2.527156078,0.011499039,0.590340644,9312,ENSG00000140395,77.06871176,0.417762018,0.165309148,2.527156078,0.011499039,0.590340644
9313,ENSG00000136381,471.7580157,-0.037648553,0.069240887,-0.543732961,0.586625247,0.911135301,9313,ENSG00000136381,471.7580157,-0.037648553,0.069240887,-0.543732961,0.586625247,0.911135301
9314,ENSG00000188266,9.450070638,0.827781871,0.40175865,2.060395891,0.039360709,0.695834809,9314,ENSG00000188266,9.450070638,0.827781871,0.40175865,2.060395891,0.039360709,0.695834809
9315,ENSG00000041357,161.6705445,-0.001307551,0.149670896,-0.008736175,0.993029629,0.998756387,9315,ENSG00000041357,161.6705445,-0.001307551,0.149670896,-0.008736175,0.993029629,0.998756387
9316,ENSG00000185787,824.2111617,-0.063249004,0.076724212,-0.82436825,0.40973035,0.857581959,9316,ENSG00000185787,824.2111617,-0.063249004,0.076724212,-0.82436825,0.40973035,0.857581959
9317,ENSG00000103811,475.8764355,0.063854557,0.12744645,0.501030486,0.616349668,0.91666029,9317,ENSG00000103811,475.8764355,0.063854557,0.12744645,0.501030486,0.616349668,0.91666029
9318,ENSG00000058335,6.266093031,0.041772511,0.621833606,0.067176348,0.946441314,0.991365452,9318,ENSG00000058335,6.266093031,0.041772511,0.621833606,0.067176348,0.946441314,0.991365452
9319,ENSG00000166557,140.1650607,0.139746502,0.1529936,0.913414039,0.361024824,0.848187934,9319,ENSG00000166557,140.1650607,0.139746502,0.1529936,0.913414039,0.361024824,0.848187934
9320,ENSG00000169330,14.25277757,0.005498886,0.509535051,0.010791968,0.991389423,0.998756387,9320,ENSG00000169330,14.25277757,0.005498886,0.509535051,0.010791968,0.991389423,0.998756387
9321,ENSG00000136371,65.15747732,-0.217540712,0.240471029,-0.904644161,0.365653932,0.848187934,9321,ENSG00000136371,65.15747732,-0.217540712,0.240471029,-0.904644161,0.365653932,0.848187934
9322,ENSG00000180953,101.0052917,-0.211199879,0.208883693,-1.011088404,0.31197412,0.829617733,9322,ENSG00000180953,101.0052917,-0.211199879,0.208883693,-1.011088404,0.31197412,0.829617733
9323,ENSG00000140379,69.32487613,0.052745162,0.253883417,0.207753475,0.835421461,0.972102299,9323,ENSG00000140379,69.32487613,0.052745162,0.253883417,0.207753475,0.835421461,0.972102299
9324,ENSG00000086666,354.3010746,-0.038485102,0.11889766,-0.323682583,0.746178358,0.955917002,9324,ENSG00000086666,354.3010746,-0.038485102,0.11889766,-0.323682583,0.746178358,0.955917002
9325,ENSG00000103876,70.10578754,-0.300171532,0.242193287,-1.239388324,0.215201723,0.784653334,9325,ENSG00000103876,70.10578754,-0.300171532,0.242193287,-1.239388324,0.215201723,0.784653334
9326,ENSG00000136379,14.08255157,0.270871117,0.394680408,0.686304947,0.49252083,0.887696832,9326,ENSG00000136379,14.08255157,0.270871117,0.394680408,0.686304947,0.49252083,0.887696832
9327,ENSG00000103888,137.8922944,0.039464353,0.144502577,0.273104836,0.784772629,0.962084151,9327,ENSG00000103888,137.8922944,0.039464353,0.144502577,0.273104836,0.784772629,0.962084151
9328,ENSG00000117899,237.3944076,0.160494061,0.111927272,1.433913809,0.151596861,0.756441727,9328,ENSG00000117899,237.3944076,0.160494061,0.111927272,1.433913809,0.151596861,0.756441727
9329,ENSG00000140406,502.0939189,-0.141461434,0.107809509,-1.312142455,0.189472074,0.768895438,9329,ENSG00000140406,502.0939189,-0.141461434,0.107809509,-1.312142455,0.189472074,0.768895438
9330,ENSG00000156206,9.723534632,0.610446114,0.55438402,1.101125018,0.27084225,0.81214503,9330,ENSG00000156206,9.723534632,0.610446114,0.55438402,1.101125018,0.27084225,0.81214503
9331,ENSG00000172349,1964.338116,-0.041947882,0.085978265,-0.487889376,0.6256282,0.920594731,9331,ENSG00000172349,1964.338116,-0.041947882,0.085978265,-0.487889376,0.6256282,0.920594731
9332,ENSG00000172345,60.27888819,-0.368582755,0.233992003,-1.57519381,0.115211715,0.740188982,9332,ENSG00000172345,60.27888819,-0.368582755,0.233992003,-1.57519381,0.115211715,0.740188982
9333,ENSG00000188869,7.39386561,-0.081461685,0.569463777,-0.14304981,0.886250843,0.979753064,9333,ENSG00000188869,7.39386561,-0.081461685,0.569463777,-0.14304981,0.886250843,0.979753064
9334,ENSG00000183496,8.997454626,0.153327402,0.671967367,0.228176857,0.819508752,0.969482885,9334,ENSG00000183496,8.997454626,0.153327402,0.671967367,0.228176857,0.819508752,0.969482885
9335,ENSG00000140598,117.2365318,0.130786874,0.15252639,0.857470464,0.391184932,0.852406018,9335,ENSG00000140598,117.2365318,0.130786874,0.15252639,0.857470464,0.391184932,0.852406018
9336,ENSG00000197978,12.93114993,0.488122049,0.493561094,0.988979997,0.322672929,0.83334153,9336,ENSG00000197978,12.93114993,0.488122049,0.493561094,0.988979997,0.322672929,0.83334153
9337,ENSG00000182774,70.48414927,0.228594425,0.204124662,1.119876561,0.262766368,0.807437345,9337,ENSG00000182774,70.48414927,0.228594425,0.204124662,1.119876561,0.262766368,0.807437345
9338,ENSG00000103723,21.81962496,-1.508372432,0.727977775,-2.07200341,0.038265123,0.695834809,9338,ENSG00000103723,21.81962496,-1.508372432,0.727977775,-2.07200341,0.038265123,0.695834809
9339,ENSG00000186628,25.11553228,0.094465562,0.262434415,0.359958744,0.718877986,0.949045715,9339,ENSG00000186628,25.11553228,0.094465562,0.262434415,0.359958744,0.718877986,0.949045715
9340,ENSG00000156232,261.4705695,0.211639551,0.101255771,2.090148044,0.036604503,0.695834809,9340,ENSG00000156232,261.4705695,0.211639551,0.101255771,2.090148044,0.036604503,0.695834809
9341,ENSG00000103942,73.23339834,0.260334497,0.194707651,1.337053246,0.181205257,0.765097106,9341,ENSG00000103942,73.23339834,0.260334497,0.194707651,1.337053246,0.181205257,0.765097106
9342,ENSG00000169612,16.66710153,0.145329654,0.361374691,0.402157809,0.687567891,0.942471454,9342,ENSG00000169612,16.66710153,0.145329654,0.361374691,0.402157809,0.687567891,0.942471454
9343,ENSG00000169609,200.9185167,0.003824945,0.127361461,0.030032199,0.976041374,0.997137692,9343,ENSG00000169609,200.9185167,0.003824945,0.127361461,0.030032199,0.976041374,0.997137692
9344,ENSG00000064726,191.8230271,0.080626698,0.113844865,0.708215498,0.478811443,0.883349597,9344,ENSG00000064726,191.8230271,0.080626698,0.113844865,0.708215498,0.478811443,0.883349597
9345,ENSG00000136404,122.6242924,0.062283783,0.197748956,0.314963905,0.752789059,0.956914814,9345,ENSG00000136404,122.6242924,0.062283783,0.197748956,0.314963905,0.752789059,0.956914814
9346,ENSG00000166503,205.7734323,-0.030133651,0.156529543,-0.192510948,0.847341993,0.973741462,9346,ENSG00000166503,205.7734323,-0.030133651,0.156529543,-0.192510948,0.847341993,0.973741462
9347,ENSG00000176371,27.57416341,0.219322253,0.244500772,0.897020697,0.369707873,0.848187934,9347,ENSG00000176371,27.57416341,0.219322253,0.244500772,0.897020697,0.369707873,0.848187934
9348,ENSG00000177082,65.0990431,0.152940911,0.170968729,0.894554881,0.37102508,0.849053958,9348,ENSG00000177082,65.0990431,0.152940911,0.170968729,0.894554881,0.37102508,0.849053958
9349,ENSG00000197696,8.618815725,-0.15937213,0.567817098,-0.280675115,0.778959597,0.96029897,9349,ENSG00000197696,8.618815725,-0.15937213,0.567817098,-0.280675115,0.778959597,0.96029897
9350,ENSG00000140612,306.5009306,-0.103121339,0.100717511,-1.023867026,0.305898087,0.824825868,9350,ENSG00000140612,306.5009306,-0.103121339,0.100717511,-1.023867026,0.305898087,0.824825868
9351,ENSG00000166716,1209.375522,-0.220892003,0.087605452,-2.521441285,0.011687518,0.590340644,9351,ENSG00000166716,1209.375522,-0.220892003,0.087605452,-2.521441285,0.011687518,0.590340644
9352,ENSG00000136383,31.75063937,-0.351128786,0.27007263,-1.300127251,0.193557359,0.770587228,9352,ENSG00000136383,31.75063937,-0.351128786,0.27007263,-1.300127251,0.193557359,0.770587228
9353,ENSG00000073417,179.1219065,0.067582203,0.162003254,0.417165715,0.676557201,0.93789455,9353,ENSG00000073417,179.1219065,0.067582203,0.162003254,0.417165715,0.676557201,0.93789455
9354,ENSG00000170776,3266.024381,-0.17568728,0.096608941,-1.818540574,0.068981551,0.721938419,9354,ENSG00000170776,3266.024381,-0.17568728,0.096608941,-1.818540574,0.068981551,0.721938419
9355,ENSG00000183655,53.36459512,0.243510056,0.260863503,0.933476905,0.35057379,0.844025327,9355,ENSG00000183655,53.36459512,0.243510056,0.260863503,0.933476905,0.35057379,0.844025327
9356,ENSG00000259494,31.53143519,0.734753558,0.269054395,2.730873653,0.006316668,0.53883992,9356,ENSG00000259494,31.53143519,0.734753558,0.269054395,2.730873653,0.006316668,0.53883992
9357,ENSG00000181991,93.6884793,0.157256316,0.149843641,1.049469401,0.293962131,0.821509622,9357,ENSG00000181991,93.6884793,0.157256316,0.149843641,1.049469401,0.293962131,0.821509622
9358,ENSG00000140543,40.40540706,0.338147293,0.238482862,1.417910242,0.156216972,0.758490862,9358,ENSG00000140543,40.40540706,0.338147293,0.238482862,1.417910242,0.156216972,0.758490862
9359,ENSG00000181026,176.461131,-0.058160992,0.172720277,-0.336735172,0.736316547,0.953505081,9359,ENSG00000181026,176.461131,-0.058160992,0.172720277,-0.336735172,0.736316547,0.953505081
9360,ENSG00000172183,1136.716235,-0.101403596,0.132047536,-0.767932513,0.44252728,0.872065996,9360,ENSG00000172183,1136.716235,-0.101403596,0.132047536,-0.767932513,0.44252728,0.872065996
9361,ENSG00000157766,12.07420382,0.324892324,0.453092444,0.717055267,0.473339996,0.882974179,9361,ENSG00000157766,12.07420382,0.324892324,0.453092444,0.717055267,0.473339996,0.882974179
9362,ENSG00000140511,157.2220153,0.541406703,0.187740219,2.883807778,0.003928985,0.494493164,9362,ENSG00000140511,157.2220153,0.541406703,0.187740219,2.883807778,0.003928985,0.494493164
9363,ENSG00000140545,75.86136934,0.213756256,0.188987301,1.131061477,0.258029217,0.807437345,9363,ENSG00000140545,75.86136934,0.213756256,0.188987301,1.131061477,0.258029217,0.807437345
9364,ENSG00000140526,2246.979949,-0.226542161,0.122842487,-1.844167827,0.065158686,0.721938419,9364,ENSG00000140526,2246.979949,-0.226542161,0.122842487,-1.844167827,0.065158686,0.721938419
9365,ENSG00000140522,8.374772544,-0.498170347,0.499335827,-0.997665939,0.318441375,0.832909161,9365,ENSG00000140522,8.374772544,-0.498170347,0.499335827,-0.997665939,0.318441375,0.832909161
9366,ENSG00000140525,68.1360616,0.028573137,0.176096792,0.162258136,0.87110258,0.977796399,9366,ENSG00000140525,68.1360616,0.028573137,0.176096792,0.162258136,0.87110258,0.977796399
9367,ENSG00000140521,594.202584,-0.084224224,0.094760099,-0.888815281,0.374102362,0.849665338,9367,ENSG00000140521,594.202584,-0.084224224,0.094760099,-0.888815281,0.374102362,0.849665338
9368,ENSG00000166821,10.38076738,-0.327211342,0.462526773,-0.70744303,0.479291204,0.883349597,9368,ENSG00000166821,10.38076738,-0.327211342,0.462526773,-0.70744303,0.479291204,0.883349597
9369,ENSG00000166825,1981.901622,-0.336993137,0.188281575,-1.789835983,0.073480283,0.721938419,9369,ENSG00000166825,1981.901622,-0.336993137,0.188281575,-1.789835983,0.073480283,0.721938419
9370,ENSG00000157823,155.683691,-0.287103635,0.113494194,-2.529676856,0.011416762,0.590340644,9370,ENSG00000157823,155.683691,-0.287103635,0.113494194,-2.529676856,0.011416762,0.590340644
9371,ENSG00000242498,72.34169596,0.169194958,0.24472815,0.691358792,0.489340093,0.886544985,9371,ENSG00000242498,72.34169596,0.169194958,0.24472815,0.691358792,0.489340093,0.886544985
9372,ENSG00000140548,623.8076516,-0.307205523,0.108336707,-2.835654982,0.004573182,0.49866559,9372,ENSG00000140548,623.8076516,-0.307205523,0.108336707,-2.835654982,0.004573182,0.49866559
9373,ENSG00000182054,355.3629164,0.103753867,0.106417439,0.974970525,0.329574881,0.834237939,9373,ENSG00000182054,355.3629164,0.103753867,0.106417439,0.974970525,0.329574881,0.834237939
9374,ENSG00000185033,1005.809662,-0.261758625,0.13845153,-1.890615617,0.058675674,0.721938419,9374,ENSG00000185033,1005.809662,-0.261758625,0.13845153,-1.890615617,0.058675674,0.721938419
