AIHsteroid.vs.AIHnotx,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
9494,ENSG00000074071,164.3531252,0.060898222,0.189228545,0.321823654,0.747586293,NA
9495,ENSG00000197774,187.8230711,0.135386898,0.164492896,0.823056203,0.410476033,NA
9496,ENSG00000162032,11.70867339,1.05494456,0.498986371,2.114175098,0.034500315,NA
9497,ENSG00000095906,201.9391298,-0.289285998,0.15722433,-1.839956947,0.065774558,NA
9498,ENSG00000099769,15.2245296,0.16633393,0.500479411,0.332349196,0.739625596,NA
9499,ENSG00000063854,1344.621775,0.04340995,0.348937403,0.124406125,0.900993724,0.934941311
9500,ENSG00000180185,71.14248356,0.148241269,0.340148698,0.435813132,0.662972315,NA
9501,ENSG00000198736,2194.125778,0.736027432,0.221647124,3.320717262,0.000897864,0.023466585
9502,ENSG00000140990,138.2449082,0.078234828,0.184874426,0.423178207,0.672165246,NA
9503,ENSG00000140988,4141.843051,-0.326413567,0.145803523,-2.238722081,0.025174005,0.092942921
9504,ENSG00000183751,174.2890621,-0.084729224,0.156171423,-0.542539877,0.587446644,NA
9505,ENSG00000127554,28.23147307,-0.137851675,0.326528105,-0.422173997,0.67289802,NA
9506,ENSG00000127561,8.419629373,0.730516169,0.669050221,1.091870455,0.274890046,NA
9507,ENSG00000167962,184.1143256,0.226137383,0.156677209,1.443332981,0.148926693,NA
9508,ENSG00000065054,14.96104823,-0.108206823,0.490088378,-0.220790428,0.825255617,NA
9509,ENSG00000065057,16.64273577,-0.881568934,0.47463072,-1.857378581,0.063257312,NA
9510,ENSG00000103197,635.7036745,0.101189037,0.129363127,0.782209267,0.434091599,0.578847859
9511,ENSG00000008710,569.4500471,-0.347100718,0.151507802,-2.29097586,0.02196481,0.087086206
9512,ENSG00000167964,33.38844489,-0.664895421,0.299871721,-2.217266165,0.026604909,NA
9513,ENSG00000131653,392.1342363,0.032927787,0.114758252,0.286931762,0.77416457,0.849533422
9514,ENSG00000167965,96.80290157,0.083786904,0.197077637,0.425146683,0.670729748,NA
9515,ENSG00000182685,35.49276445,-0.056386296,0.305776041,-0.184403906,0.853696606,NA
9516,ENSG00000184207,125.2906127,-0.193740923,0.224923227,-0.861364675,0.389037225,NA
9517,ENSG00000167967,264.6512898,0.165506346,0.136207196,1.215107214,0.224325202,NA
9518,ENSG00000167968,13.05541489,0.078009677,0.509888282,0.152993665,0.878403271,NA
9519,ENSG00000167969,104.2230967,-0.19406557,0.201264939,-0.964229395,0.33493093,NA
9520,ENSG00000205937,344.8150998,-0.153767478,0.124031155,-1.239748821,0.215068313,NA
9521,ENSG00000167972,82.60028366,-0.33416115,0.249937445,-1.336979139,0.181229446,NA
9522,ENSG00000162063,34.2758472,-0.294376518,0.344027777,-0.855676598,0.392176688,NA
9523,ENSG00000162068,44.46608312,0.423677279,0.309724385,1.367917088,0.17133803,NA
9524,ENSG00000162065,64.04321309,-0.316438858,0.265031634,-1.193966371,0.232491123,NA
9525,ENSG00000185883,22.6715917,0.604937087,0.403188921,1.500381227,0.13351568,NA
9526,ENSG00000162066,124.7584903,0.079079332,0.175580348,0.450388287,0.652430489,NA
9527,ENSG00000140992,515.9425961,0.169141341,0.128887518,1.312317466,0.189413041,0.33109278
9528,ENSG00000167977,260.3412885,0.203440026,0.129848747,1.566746158,0.117174037,NA
9529,ENSG00000172382,9.814645586,0.302256211,0.594492067,0.508427661,0.611153458,NA
9530,ENSG00000167978,4598.041863,-0.028933285,0.128951361,-0.224373628,0.82246659,0.879541194
9531,ENSG00000103363,387.3370838,-0.214502082,0.240016797,-0.893696126,0.371484499,NA
9532,ENSG00000103355,98.1511748,-1.039430995,0.575578635,-1.805888774,0.070935715,NA
9533,ENSG00000007038,12.29682944,0.641910442,0.801941426,0.800445545,0.423452702,NA
9534,ENSG00000162076,47.32345046,-0.138750289,0.276375378,-0.502035638,0.615642452,NA
9535,ENSG00000059122,356.1772307,-0.190370218,0.188767136,-1.008492384,0.313218142,NA
9536,ENSG00000127564,14.35247195,0.37452294,0.581942716,0.64357355,0.519852006,NA
9537,ENSG00000162073,17.50722262,0.703658426,0.458080282,1.536102849,0.124513158,NA
9538,ENSG00000270168,23.63536632,0.50606895,0.444255817,1.139138602,0.254645349,NA
9539,ENSG00000213937,86.33315875,0.687668058,0.306245874,2.245476974,0.024737529,NA
9540,ENSG00000006327,34.5800442,-0.037809514,0.362496765,-0.104303039,0.916928867,NA
9541,ENSG00000103145,31.95682725,-0.403734254,0.269675631,-1.497110632,0.134364474,NA
9542,ENSG00000131652,66.33307095,-0.204169794,0.21540241,-0.947852877,0.343204357,NA
9543,ENSG00000162069,17.49404179,0.396675065,0.617722822,0.64215705,0.520771217,NA
9544,ENSG00000008516,2926.26096,0.487331131,0.270069061,1.804468563,0.071157883,0.176603616
9545,ENSG00000008517,671.7127148,-0.169732967,0.194998682,-0.870431354,0.384064718,0.535806576
9546,ENSG00000130182,9.448615039,-0.907970731,0.775017596,-1.171548537,0.24137836,NA
9547,ENSG00000122386,18.94743972,0.231138342,0.442926911,0.521843076,0.601779595,NA
9548,ENSG00000085644,244.7093864,0.159400811,0.165405968,0.963694432,0.335199147,NA
9549,ENSG00000010539,225.3190634,0.351778846,0.151771049,2.317825756,0.020458793,NA
9550,ENSG00000103313,2389.266115,0.601113706,0.207717955,2.893893812,0.003804968,0.039588634
9551,ENSG00000006194,183.2360595,-0.236947802,0.163033889,-1.453365331,0.146122347,NA
9552,ENSG00000140993,27.86603699,-0.111768438,0.367778438,-0.303901553,0.761202895,NA
9553,ENSG00000162086,119.207422,-0.227168307,0.210360861,-1.079898164,0.280187531,NA
9554,ENSG00000140987,13.63277422,1.263070938,0.536434112,2.354568642,0.018544218,NA
9555,ENSG00000103343,58.90408442,-0.333189366,0.242614693,-1.373327236,0.169650639,NA
9556,ENSG00000167981,55.77953977,-0.27441787,0.277995561,-0.987130403,0.323578715,NA
9557,ENSG00000122390,361.5531594,0.02141465,0.114900915,0.186374929,0.852150752,NA
9558,ENSG00000215131,6.818629852,-0.51271645,0.654142072,-0.783799839,0.433157569,NA
9559,ENSG00000103351,74.28063468,-0.501495631,0.283871525,-1.766628871,0.077290403,NA
9560,ENSG00000167984,730.0965695,-0.307672102,0.166709921,-1.845553642,0.064957043,0.166947452
9561,ENSG00000188827,138.8083279,0.332586182,0.17275914,1.925143766,0.054211375,NA
9562,ENSG00000213918,339.9895788,0.246374371,0.12352158,1.994585652,0.04608809,NA
9563,ENSG00000126602,136.6602083,-0.493796488,0.171855693,-2.873320506,0.004061818,NA
9564,ENSG00000005339,3331.914397,0.440602371,0.167473475,2.630878532,0.008516447,0.053811475
9565,ENSG00000162104,195.120467,0.079106354,0.194171276,0.407405026,0.683710536,NA
9566,ENSG00000090447,124.8952512,-0.07621346,0.196010826,-0.388822707,0.697407303,NA
9567,ENSG00000126603,22.5528926,1.05818565,0.41659745,2.540067516,0.011083107,NA
9568,ENSG00000217930,114.3030733,0.053536486,0.171850461,0.311529487,0.75539813,NA
9569,ENSG00000262246,200.9964969,-0.03277604,0.146651034,-0.223496819,0.823148858,NA
9570,ENSG00000168140,248.6933503,0.161481853,0.1627045,0.992485477,0.32096076,NA
9571,ENSG00000103423,189.2898382,-0.526126603,0.192503803,-2.73307122,0.006274676,NA
9572,ENSG00000153406,181.3228404,-0.265383603,0.175861546,-1.509048509,0.131286387,NA
9573,ENSG00000103415,283.1101461,0.007846606,0.130234232,0.06024995,0.951956564,NA
9574,ENSG00000089486,275.8951852,-0.261664462,0.157082062,-1.665781944,0.095756854,NA
9575,ENSG00000205832,6.408681097,0.107738756,0.699426834,0.154038637,0.877579271,NA
9576,ENSG00000153443,468.0320303,0.222395406,0.20376236,1.091444985,0.275077127,0.428962756
9577,ENSG00000102858,1723.785788,0.407156979,0.151998324,2.678693869,0.007390993,0.050409968
9578,ENSG00000168101,201.7864307,-0.046317149,0.149664113,-0.30947398,0.756961003,NA
9579,ENSG00000168096,89.66344892,-0.068769384,0.252218002,-0.272658509,0.785115731,NA
9580,ENSG00000166246,21.97189841,-0.154520574,0.439042397,-0.351949094,0.72487644,NA
9581,ENSG00000103199,124.0198475,-0.648710197,0.220985103,-2.935538135,0.003329697,NA
9582,ENSG00000067836,413.907702,0.437575521,0.280194132,1.561686952,0.118361754,0.240776993
9583,ENSG00000140632,655.7100259,0.10966503,0.093613752,1.17146282,0.241412794,0.392776692
9584,ENSG00000118900,2102.251551,0.440269887,0.192758048,2.284054494,0.022368329,0.087833328
9585,ENSG00000118898,490.4088735,0.299332082,0.228281361,1.311241884,0.189776056,0.33144963
9586,ENSG00000103184,36.4053213,1.131596004,0.633207093,1.787086746,0.073923469,NA
9587,ENSG00000103174,121.8096452,-0.060928795,0.214856554,-0.283578947,0.776733073,NA
9588,ENSG00000033011,71.64674092,-0.338829905,0.242404467,-1.397787376,0.162176926,NA
9589,ENSG00000153446,5.718182454,-1.65359224,0.79072073,-2.091246857,0.036505941,NA
9590,ENSG00000118894,42.00054983,-0.250266078,0.277671225,-0.901303612,0.367426914,NA
9591,ENSG00000067365,426.328988,0.030778151,0.124644758,0.246926957,0.804964753,0.870224967
9592,ENSG00000183044,250.3270049,0.220973354,0.188940723,1.169537995,0.242186942,NA
9593,ENSG00000184857,32.44392028,0.096985033,0.361184272,0.268519536,0.788299439,NA
9594,ENSG00000140650,121.9721417,-0.296269441,0.210030769,-1.41060018,0.158362539,NA
9595,ENSG00000153048,242.5351094,0.284934913,0.184297331,1.546060988,0.122089839,NA
9596,ENSG00000187555,972.9668593,0.116397083,0.086823028,1.340624554,0.180042381,0.318806753
9597,ENSG00000182831,1652.49969,0.36491296,0.150525024,2.424267744,0.015339292,0.071436445
9598,ENSG00000166669,145.2019258,-0.424648139,0.240573688,-1.765147895,0.077538913,NA
9599,ENSG00000103274,52.40351926,-0.132975148,0.290519481,-0.457715081,0.647157152,NA
9600,ENSG00000166676,22.21226315,0.212300157,0.384732952,0.551811734,0.581077347,NA
9601,ENSG00000179583,1624.501902,-0.171509344,0.167774257,-1.022262571,0.306656643,0.45872127
9602,ENSG00000038532,886.6741935,0.126574062,0.14634147,0.864922712,0.387081211,0.536982724
9603,ENSG00000175643,20.99145837,1.385112126,0.569279662,2.433096101,0.014970327,NA
9604,ENSG00000185338,97.09846075,0.625371104,0.315550508,1.981841535,0.047496979,NA
9605,ENSG00000188897,1093.15972,0.574688324,0.301301346,1.907353987,0.056474763,0.152860855
9606,ENSG00000189067,5113.689966,0.503716911,0.229629054,2.193611408,0.028263358,0.09941779
9607,ENSG00000184602,1282.737113,0.341893452,0.201499293,1.696747653,0.089744379,0.203441051
9608,ENSG00000153066,220.5194996,-0.06997121,0.135229235,-0.517426646,0.604858363,NA
9609,ENSG00000122299,331.3974439,0.119507311,0.116601764,1.024918548,0.305401622,NA
9610,ENSG00000171490,298.5680413,-0.221547798,0.160126781,-1.383577412,0.166487889,NA
9611,ENSG00000103342,3215.800081,0.187512445,0.410311776,0.456999911,0.64767111,0.753004098
9612,ENSG00000234719,18.22872608,0.099901156,0.420696419,0.237466142,0.812295183,NA
9613,ENSG00000048462,11.97652365,-0.703501166,0.645580626,-1.089718522,0.275837154,NA
9614,ENSG00000048471,676.5017678,0.101873866,0.110813899,0.9193239,0.35792618,0.512591761
9615,ENSG00000103381,2467.883773,0.455609748,0.213666853,2.132337053,0.032979148,0.109619838
9616,ENSG00000175595,62.61705802,-0.393174298,0.21044314,-1.868316059,0.061718029,NA
9617,ENSG00000186260,125.1742217,-0.417957804,0.241182962,-1.732949127,0.083104711,NA
9618,ENSG00000140694,244.1237951,-0.07582294,0.131823467,-0.575185446,0.565165885,NA
9619,ENSG00000103429,217.7405105,-0.174558886,0.140141382,-1.245591295,0.21291448,NA
9620,ENSG00000069764,6.509519776,-1.385961695,0.715815975,-1.93619833,0.052843415,NA
9621,ENSG00000183426,10.69874875,-0.549000943,0.546060772,-1.00538433,0.314711822,NA
9622,ENSG00000103512,159.9032519,-0.095000197,0.176715815,-0.53758741,0.590861924,NA
9623,ENSG00000179889,412.4108588,-0.182303341,0.131506775,-1.386265769,0.165665765,0.30237171
9624,ENSG00000157045,85.31950072,-0.462258729,0.233447436,-1.980140526,0.047687741,NA
9625,ENSG00000085721,156.8509104,-0.240464017,0.174165342,-1.380665142,0.167381944,NA
9626,ENSG00000166780,29.38191095,0.445966493,0.341438719,1.306139193,0.191505227,NA
9627,ENSG00000166783,2127.073156,0.305639688,0.185104757,1.651171442,0.098703573,0.21621488
9628,ENSG00000072864,1032.413234,0.364837994,0.146437777,2.491419921,0.012723364,0.065261884
9629,ENSG00000133392,811.2937514,0.35506554,0.160616018,2.210648374,0.027060196,0.097086106
9630,ENSG00000133393,63.6704945,-0.393428513,0.253516483,-1.551885335,0.120689662,NA
9631,ENSG00000103222,844.9830013,-0.004626138,0.111509564,-0.041486464,0.966908083,0.981021338
9632,ENSG00000091262,155.4798255,0.249972189,0.210616999,1.186856664,0.235284163,NA
9633,ENSG00000103226,77.13874918,0.028676727,0.29747424,0.096400706,0.923202331,NA
9634,ENSG00000103489,593.7689177,0.232239233,0.138299809,1.679244781,0.093104348,0.208909275
9635,ENSG00000185164,151.6993906,0.154450411,0.199698357,0.773418536,0.439274724,NA
9636,ENSG00000134419,121.2536573,-0.230089875,0.163294698,-1.40904682,0.158821324,NA
9637,ENSG00000170540,282.330651,0.106749793,0.205859266,0.518557142,0.604069603,NA
9638,ENSG00000157106,2286.047782,0.078564074,0.071731967,1.095244948,0.273409339,0.427177575
9639,ENSG00000167186,55.05275455,0.320191615,0.246002049,1.301581086,0.193059629,NA
9640,ENSG00000205730,143.1074124,0.027244379,0.255711792,0.106543305,0.915151298,NA
9641,ENSG00000103528,18.4079876,-0.586114932,0.526131151,-1.114009181,0.265275248,NA
9642,ENSG00000103534,23.9477603,0.016317812,0.437181193,0.037325054,0.970225829,NA
9643,ENSG00000006007,415.4010709,0.523409265,0.216055936,2.422563688,0.015411424,0.07151864
9644,ENSG00000103540,129.1750517,0.047825546,0.198046603,0.241486325,0.809178214,NA
9645,ENSG00000103544,284.9302292,0.046596539,0.126881007,0.367245973,0.71343555,NA
9646,ENSG00000103550,60.14334521,-0.19211839,0.21570183,-0.89066648,0.373108122,NA
9647,ENSG00000167191,9.195301163,-0.008360207,0.731654662,-0.011426438,0.99088322,NA
9648,ENSG00000005187,50.87856503,-0.44923523,0.3897505,-1.152622587,0.249065328,NA
9649,ENSG00000166743,22.89145389,0.013427087,0.530046492,0.025331904,0.979790227,NA
9650,ENSG00000066654,289.1860856,-0.23648891,0.150281606,-1.573638429,0.115571064,NA
9651,ENSG00000196678,15.63409244,-0.173038132,0.450500681,-0.384101821,0.700902982,NA
9652,ENSG00000005189,10.14238485,0.127929857,0.570397276,0.224282027,0.82253786,NA
9653,ENSG00000188215,70.05790249,-0.124724971,0.215094931,-0.579860114,0.562008955,NA
9654,ENSG00000102897,128.4526781,0.191184456,0.193563266,0.987710424,0.323294488,NA
9655,ENSG00000158486,19.57781285,0.766809281,0.537927718,1.425487578,0.154016308,NA
9656,ENSG00000011638,62.13516782,0.006296388,0.26117526,0.024107904,0.980766538,NA
9657,ENSG00000169246,81.35518189,-0.064293524,0.242643291,-0.264971366,0.79103152,NA
9658,ENSG00000197006,733.4450428,0.453400838,0.193625252,2.34164105,0.01919917,0.080414984
9659,ENSG00000140749,1041.694169,0.533737107,0.181849472,2.935048985,0.00333495,0.037164726
9660,ENSG00000185864,179.6566905,0.020223081,0.166015794,0.1218142,0.903046168,NA
9661,ENSG00000140740,422.1889797,-0.213278422,0.129205463,-1.650691987,0.098801485,0.21621488
9662,ENSG00000155714,7.725647159,-0.674794753,0.66600543,-1.013197074,0.310966038,NA
9663,ENSG00000185716,59.54025514,-0.261590594,0.238903405,-1.094963859,0.27353247,NA
9664,ENSG00000183921,16.89648726,-0.313999507,0.520504532,-0.603259891,0.546335811,NA
9665,ENSG00000103319,194.0509982,-0.257736883,0.215018973,-1.19867042,0.230656124,NA
9666,ENSG00000058600,337.6486972,-0.230746095,0.152677008,-1.511334925,0.13070314,NA
9667,ENSG00000140743,176.8032047,-0.711865143,0.198037833,-3.594591663,0.000324901,NA
9668,ENSG00000243716,106.347108,0.310009399,0.204771093,1.513931461,0.130043224,NA
9669,ENSG00000103404,91.9833252,0.171959104,0.207504201,0.828701795,0.40727317,NA
9670,ENSG00000168434,77.71574871,-0.159543698,0.225382589,-0.707879429,0.479020135,NA
9671,ENSG00000103365,618.6137563,-0.393648376,0.136171911,-2.890819219,0.003842391,0.039716837
9672,ENSG00000103356,68.31570806,-0.40256749,0.271563815,-1.48240475,0.138232631,NA
9673,ENSG00000103353,185.3665895,-0.495574149,0.144649628,-3.426031287,0.00061247,NA
9674,ENSG00000004779,70.59730376,0.017307221,0.239519933,0.072257957,0.942396623,NA
9675,ENSG00000083093,51.59092725,0.168031792,0.24556038,0.684278921,0.493799055,NA
9676,ENSG00000166847,278.824126,-0.089789104,0.146379523,-0.613399349,0.539612316,NA
9677,ENSG00000166851,26.02657839,-0.24618402,0.358326936,-0.687037438,0.492059137,NA
9678,ENSG00000166501,2494.601302,0.256110563,0.115208982,2.223008654,0.026215216,0.095239145
9679,ENSG00000122257,598.67352,-0.101769107,0.095947987,-1.060669537,0.288840109,0.442400673
9680,ENSG00000090905,537.3236577,-0.224552002,0.126249501,-1.77863675,0.075299335,0.182359472
9681,ENSG00000158865,7.487003725,-0.215378361,0.814383357,-0.264468028,0.791419298,NA
9682,ENSG00000140750,576.9070286,-0.058717064,0.137079195,-0.428344097,0.668400619,0.769437921
9683,ENSG00000205629,86.53227994,-0.169436379,0.194823355,-0.869692336,0.384468562,NA
9684,ENSG00000155592,54.15929322,-0.859205128,0.24304037,-3.535236254,0.000407411,NA
9685,ENSG00000155666,86.72302121,-0.293265982,0.254401692,-1.152767423,0.249005859,NA
9686,ENSG00000169189,126.9754675,-0.581990932,0.181259037,-3.210824368,0.001323548,NA
9687,ENSG00000077238,1793.73337,0.498012746,0.193547024,2.573083977,0.010079675,0.057975876
9688,ENSG00000103522,196.2444847,-0.463791477,0.197200575,-2.3518769,0.018678955,NA
9689,ENSG00000077235,537.6964275,-0.008590352,0.110334766,-0.077857162,0.937941675,0.962694142
9690,ENSG00000047578,379.7218289,0.299441602,0.133799697,2.237984161,0.025222088,NA
9691,ENSG00000169180,6839.263061,0.622087506,0.205280171,3.030431541,0.002442045,0.032933402
9692,ENSG00000188322,237.7079066,0.099592718,0.248185699,0.401283064,0.688211731,NA
9693,ENSG00000188603,54.98404701,0.485258767,0.238804215,2.032036025,0.042150009,NA
9694,ENSG00000184730,1418.038778,0.489145147,0.227384419,2.151181458,0.03146188,0.106293652
9695,ENSG00000197272,50.33494477,0.392191728,0.347734488,1.127848233,0.259384019,NA
9696,ENSG00000176046,8.395029235,0.009649478,0.883476695,0.010922164,0.991285547,NA
9697,ENSG00000176476,68.1850411,-0.520133595,0.213091487,-2.440893357,0.014650981,NA
9698,ENSG00000197165,21.26033899,-0.089394458,0.469436545,-0.19042927,0.848972763,NA
9699,ENSG00000196502,362.7211433,0.105782277,0.250146245,0.422881731,0.672381552,NA
9700,ENSG00000184110,38.43298149,0.461655464,0.346324163,1.333015463,0.182526729,NA
9701,ENSG00000168488,638.0270449,-0.002987505,0.105850812,-0.028223733,0.977483709,0.985629406
9702,ENSG00000178952,339.1733637,0.050488832,0.146289284,0.345130076,0.729996584,NA
9703,ENSG00000178188,393.6032667,-0.207230196,0.124249467,-1.667855815,0.095344353,0.211610055
9704,ENSG00000196296,16.6816774,0.121554496,0.435979689,0.278807703,0.780392403,NA
9705,ENSG00000177548,184.4602667,-0.180735063,0.184550214,-0.979327297,0.327418287,NA
9706,ENSG00000177455,53.0695176,-0.290655683,0.415046448,-0.700296761,0.483741994,NA
9707,ENSG00000176953,317.447978,-0.054117219,0.130596719,-0.414384217,0.678592746,NA
9708,ENSG00000169682,8.476160624,-1.736392758,0.623938182,-2.782956403,0.005386604,NA
9709,ENSG00000213658,27.18899006,-0.920404247,0.333986399,-2.755813558,0.005854636,NA
9710,ENSG00000254206,50.9056101,-0.418095234,0.265562105,-1.574378367,0.115400002,NA
9711,ENSG00000261740,16.34062408,0.011269104,0.564871876,0.019949841,0.984083386,NA
9712,ENSG00000169203,56.49801227,0.287814683,0.277587699,1.036842354,0.299809333,NA
9713,ENSG00000197471,1134.968218,0.011578168,0.150655808,0.07685179,0.93874145,0.962854622
9714,ENSG00000103485,7.938479177,-0.509116948,0.685505301,-0.742688566,0.457670254,NA
9715,ENSG00000185905,1997.31322,0.149413754,0.149414179,0.999997159,0.317311883,0.469075982
9716,ENSG00000079616,138.9271564,-0.029209752,0.204455215,-0.14286626,0.886395806,NA
9717,ENSG00000103495,79.80192289,-0.08357749,0.169553124,-0.492928043,0.622063432,NA
9718,ENSG00000167371,6.763470109,0.9995048,0.637463869,1.567939531,0.116895245,NA
9719,ENSG00000280789,10.4012759,-0.520816554,0.429461054,-1.212721269,0.225236405,NA
9720,ENSG00000013364,1709.210292,0.387080298,0.135466734,2.857382666,0.004271505,0.041324417
9721,ENSG00000103502,518.6854412,0.236263099,0.206146608,1.146092583,0.251756846,0.403181185
9722,ENSG00000174943,291.5823407,0.123590421,0.132657643,0.931649458,0.351517714,NA
9723,ENSG00000149932,184.5744815,-0.030469975,0.154336754,-0.197425268,0.843494758,NA
9724,ENSG00000149930,490.997764,0.121165194,0.123197427,0.983504257,0.325359321,0.47794465
9725,ENSG00000149929,42.52292838,0.578293458,0.32523914,1.778056169,0.07539463,NA
9726,ENSG00000169592,229.5883718,0.013316924,0.166954346,0.079763864,0.936425065,NA
9727,ENSG00000149927,8.592756067,-1.122242659,0.595603774,-1.884210122,0.059536559,NA
9728,ENSG00000149925,3641.889889,0.285076163,0.154785753,1.841746789,0.065512197,0.167468955
9729,ENSG00000149923,775.5120225,0.25537662,0.143065728,1.785030028,0.074256446,0.180963553
9730,ENSG00000149922,10.20174144,0.837244014,0.63902784,1.310183941,0.190133617,NA
9731,ENSG00000090238,3216.835949,0.417754042,0.258639194,1.615200064,0.106267377,0.225899181
9732,ENSG00000102886,103.0310527,0.711665803,0.251879054,2.825426696,0.004721769,NA
9733,ENSG00000102882,539.2154288,0.404916854,0.185355233,2.184545032,0.028922222,0.100627156
9734,ENSG00000102879,5872.514467,0.348669996,0.108389656,3.216819857,0.0012962,0.026633233
9735,ENSG00000198064,27.28245164,0.148631498,0.389036986,0.382049788,0.702424435,NA
9736,ENSG00000169217,342.6095911,0.219724445,0.120949918,1.816656415,0.069269739,NA
9737,ENSG00000169221,614.0835792,0.042023913,0.121813695,0.344985124,0.730105554,0.816588444
9738,ENSG00000180209,5.520958271,-0.862659258,0.86605077,-0.996083933,0.319209366,NA
9739,ENSG00000180035,53.12411872,-0.448149711,0.276670884,-1.619793545,0.105276633,NA
9740,ENSG00000180096,310.7379279,-0.429766356,0.163484863,-2.628783783,0.008569082,NA
9741,ENSG00000179965,20.8481659,-0.058844802,0.490396686,-0.119994289,0.904487672,NA
9742,ENSG00000179958,19.22202199,-1.284664435,0.375794495,-3.418529151,0.000629606,NA
9743,ENSG00000179918,271.9375726,-0.089534357,0.157060748,-0.570061954,0.568635678,NA
9744,ENSG00000005844,1879.890812,0.057809784,0.122123118,0.473372979,0.635947104,0.744406732
9745,ENSG00000169957,43.83726353,0.100447481,0.292421715,0.343502127,0.731220741,NA
9746,ENSG00000169955,49.80790893,0.100345104,0.288368011,0.347975851,0.72785832,NA
9747,ENSG00000169951,102.5738773,-0.548090761,0.194445126,-2.818742604,0.004821216,NA
9748,ENSG00000229809,74.18233709,-0.311497566,0.207488322,-1.501277577,0.133283782,NA
9749,ENSG00000197162,53.0860599,-0.543750285,0.219049368,-2.482318436,0.013053057,NA
9750,ENSG00000156853,106.6336826,-0.025917426,0.191917121,-0.135044885,0.892576386,NA
9751,ENSG00000156858,301.9736223,0.236471679,0.146242878,1.616979111,0.10588279,NA
9752,ENSG00000156860,1280.032629,0.348774685,0.137205093,2.541995178,0.011022169,0.060547701
9753,ENSG00000080603,75.50645227,0.120803286,0.230204378,0.524765374,0.599746305,NA
9754,ENSG00000156873,108.8797805,0.037636815,0.16531689,0.227664672,0.819906939,NA
9755,ENSG00000103549,607.093325,0.211823971,0.158872975,1.3332914,0.182436195,0.321477372
9756,ENSG00000102870,88.58848024,0.075084324,0.227791245,0.329619008,0.741687858,NA
9757,ENSG00000099385,33.98277011,-0.597719555,0.28437916,-2.101840219,0.035567275,NA
9758,ENSG00000150281,7.058695494,1.430957933,0.793955684,1.802314614,0.07149592,NA
9759,ENSG00000099364,158.0384309,0.032091256,0.155486039,0.20639317,0.836483805,NA
9760,ENSG00000175938,101.0601609,0.167241282,0.201688969,0.829203909,0.406989034,NA
9761,ENSG00000099381,264.6086342,-0.260368384,0.168278998,-1.547242299,0.12180483,NA
9762,ENSG00000099365,12.91254627,-0.409936692,0.547649618,-0.748538259,0.454135557,NA
9763,ENSG00000103496,316.049106,0.265480277,0.132282668,2.006916566,0.044758548,NA
9764,ENSG00000167394,47.29110304,0.152944372,0.233902638,0.653880493,0.513188802,NA
9765,ENSG00000167395,1023.761931,0.245448515,0.132154436,1.857285478,0.063270549,0.1639214
9766,ENSG00000151006,27.38142648,0.384234456,0.35383534,1.085913171,0.277517409,NA
9767,ENSG00000167397,8.798139066,0.285452984,0.634986511,0.449541808,0.653040856,NA
9768,ENSG00000103507,237.8088798,0.252866999,0.170525095,1.482872646,0.13810825,NA
9769,ENSG00000103510,379.8120547,0.287452317,0.137080833,2.096954846,0.035997573,NA
9770,ENSG00000052344,18.38776869,1.153061684,0.493528793,2.336361529,0.019472407,NA
9771,ENSG00000178226,14.59751132,-0.033960252,0.498193392,-0.068166805,0.945652851,NA
9772,ENSG00000089280,1062.597782,-0.03114788,0.114418846,-0.27222683,0.785447613,0.857066584
9773,ENSG00000103490,122.6967909,0.606423521,0.223698109,2.71090142,0.006710057,NA
9774,ENSG00000169896,2018.651245,0.689495023,0.205327678,3.358022786,0.000785021,0.022301435
9775,ENSG00000140678,3667.877099,0.320235717,0.217678362,1.471141708,0.141252798,0.270919862
9776,ENSG00000156886,13.50778097,-0.08061665,0.58589058,-0.137596767,0.890559111,NA
9777,ENSG00000140691,49.4658104,0.025011563,0.260680297,0.09594727,0.923562451,NA
9778,ENSG00000140682,30.26516515,0.224646064,0.449416385,0.499861757,0.617172422,NA
9779,ENSG00000140675,12.12899669,-0.301818588,0.486337978,-0.620594322,0.534866577,NA
9780,ENSG00000140688,165.6528467,-0.118837904,0.173757922,-0.683927979,0.494020645,NA
9781,ENSG00000197302,108.5822897,0.193234395,0.191620901,1.008420244,0.313252759,NA
9782,ENSG00000185947,381.9170221,0.183265075,0.139477317,1.313941785,0.188865796,NA
9783,ENSG00000171241,11.04089808,0.496681791,0.599921901,0.82791075,0.407721046,NA
9784,ENSG00000069329,574.1758681,0.168696126,0.113552589,1.485621135,0.137379361,0.265573002
9785,ENSG00000091651,5.688169706,0.01893278,0.809811355,0.023379248,0.981347759,NA
9786,ENSG00000155330,40.57731571,-0.197288493,0.317808643,-0.620777622,0.534745949,NA
9787,ENSG00000166123,19.71503445,0.982297488,0.449013033,2.187681463,0.028692813,NA
9788,ENSG00000069345,401.1614842,0.072005822,0.123550437,0.582805078,0.560024526,0.684474421
9789,ENSG00000171208,27.60524118,-0.238526384,0.362076033,-0.658774297,0.510040715,NA
9790,ENSG00000129636,200.8772866,0.070328748,0.12611858,0.557639867,0.577090328,NA
9791,ENSG00000102893,508.8122721,-0.044135781,0.112285256,-0.393068353,0.694268997,0.790030238
9792,ENSG00000121270,11.20246193,2.937130767,0.939603362,3.125926199,0.00177246,NA
