,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc
4970,ENSG00000085563,50.19403938,-0.28312274,0.903168369,-0.313477254,0.753918099,0.999515697,ABCB1
4971,ENSG00000105784,4.737808361,2.013958688,2.839944677,0.709154197,0.478228793,0.999515697,RUNDC3B
4972,ENSG00000075303,88.00674609,-0.582257453,0.917721518,-0.634459846,0.525780764,0.999515697,SLC25A40
4973,ENSG00000006634,18.29127992,0.315948187,1.415593117,0.223191384,0.823386557,0.999515697,DBF4
4974,ENSG00000008277,36.2990637,0.900560768,1.028736817,0.875404431,0.38135389,0.999515697,ADAM22
4975,ENSG00000075142,61.19767672,0.610238332,0.834517707,0.731246715,0.464628471,0.999515697,SRI
4976,ENSG00000127954,1032.203207,0.410329993,0.494350561,0.83003849,0.406517022,0.999515697,STEAP4
4977,ENSG00000105792,3.624914158,3.612044357,3.831790951,0.942651727,0.345859072,0.999515697,CFAP69
4978,ENSG00000105793,63.09043144,0.250931883,0.832625587,0.301374215,0.763129154,0.999515697,GTPBP10
4979,ENSG00000157224,9.833903414,0.041339237,1.84751775,0.022375556,0.982148379,0.999515697,CLDN12
4980,ENSG00000058091,237.9604489,0.690614448,0.610993931,1.130313106,0.258344314,0.999515697,CDK14
4981,ENSG00000157240,51.61559664,-1.46653715,0.936629222,-1.565760618,0.117404669,0.999515697,FZD1
4982,ENSG00000127989,33.37181089,0.099913808,1.068003492,0.093551949,0.925465081,0.999515697,MTERF1
4983,ENSG00000127914,352.9284378,0.308274932,0.519973369,0.592866771,0.553270318,0.999515697,AKAP9
4984,ENSG00000001631,116.283386,-0.542759673,0.671412058,-0.808385352,0.418868781,0.999515697,KRIT1
4985,ENSG00000001629,186.5280257,-0.138283718,0.594083778,-0.232768043,0.815941529,0.999515697,ANKIB1
4986,ENSG00000157259,100.4151175,0.295737228,0.700110763,0.422414914,0.672722194,0.999515697,GATAD1
4987,ENSG00000242950,20.21948387,0.28934523,1.331521205,0.21730426,0.827971238,0.999515697,ERVW-1
4988,ENSG00000127980,56.4748339,-0.443972267,0.862288629,-0.514876635,0.606639229,0.999515697,PEX1
4989,ENSG00000127993,54.62233005,0.305485006,0.883040729,0.345946677,0.729382789,0.999515697,RBM48
4990,ENSG00000234545,50.87589227,0.458311743,0.892384561,0.513580987,0.607544976,0.999515697,FAM133B
4991,ENSG00000105810,194.4585274,-0.387863541,0.579187002,-0.669668932,0.503068861,0.999515697,CDK6
4992,ENSG00000205413,412.2920142,1.367872343,0.539826823,2.533909551,0.011279784,0.999515697,SAMD9
4994,ENSG00000188175,10.15528423,-0.541790771,1.832839162,-0.295601917,0.767534109,0.999515697,HEPACAM2
4995,ENSG00000004766,73.36529736,0.398774467,0.780979164,0.51060833,0.609625342,0.999515697,VPS50
4996,ENSG00000127920,29.72889324,0.551952308,1.218404079,0.453012525,0.650539723,0.999515697,GNG11
4997,ENSG00000105829,37.03209626,0.82551179,1.011891869,0.815810281,0.414608652,0.999515697,BET1
4998,ENSG00000127995,57.93516589,0.546008347,0.848097502,0.643803744,0.519702706,0.999515697,CASD1
4999,ENSG00000127990,8.96832824,1.945565417,2.31320599,0.841068813,0.400309385,0.999515697,SGCE
5000,ENSG00000242265,14.20881716,-0.072914344,1.531241996,-0.04761778,0.962020862,0.999515697,PEG10
5001,ENSG00000158528,8.487995308,0.10051382,1.941659032,0.051766978,0.958714368,0.999515697,PPP1R9A
5002,ENSG00000105854,12.57513523,2.756423154,1.726727589,1.596327742,0.110415639,0.999515697,PON2
5003,ENSG00000004799,95.23358486,-0.411849547,0.71528048,-0.575787483,0.564758835,0.999515697,PDK4
5004,ENSG00000004864,77.6575284,-0.491189181,0.93753436,-0.523915924,0.600337019,0.999515697,SLC25A13
5005,ENSG00000127922,38.75390574,-0.587128735,0.995125173,-0.590004907,0.55518736,0.999515697,SEM1
5006,ENSG00000196636,14.55539913,0.670035635,1.561869854,0.428995818,0.667926268,0.999515697,SDHAF3
5007,ENSG00000070669,42.28266916,-1.472944482,0.970796633,-1.517253389,0.129202721,0.999515697,ASNS
5008,ENSG00000164715,723.1928011,0.493342987,0.489199375,1.008470189,0.313228792,0.999515697,LMTK2
5009,ENSG00000205356,567.9028884,-0.385290226,0.478927754,-0.804485067,0.42111689,0.999515697,TECPR1
5010,ENSG00000164713,458.6810588,-0.089688045,0.569466282,-0.157494917,0.874854814,0.999515697,BRI3
5011,ENSG00000006453,67.78548646,1.120966108,0.811425386,1.38147774,0.167132118,0.999515697,BAIAP2L1
5012,ENSG00000196367,871.172495,-0.327031338,0.456185835,-0.716881835,0.473447011,0.999515697,TRRAP
5013,ENSG00000198742,213.9590097,-0.21541034,0.564679752,-0.381473461,0.70285196,0.999515697,SMURF1
5014,ENSG00000241685,178.3430593,0.53584247,0.600277997,0.89265719,0.372040782,0.999515697,ARPC1A
5015,ENSG00000130429,662.8146797,0.06725651,0.466211073,0.144261932,0.885293637,0.999515697,ARPC1B
5016,ENSG00000106244,414.6481629,-0.078827072,0.49570589,-0.15901984,0.873653242,0.999515697,PDAP1
5017,ENSG00000106245,33.07674574,0.184071042,1.060942252,0.173497701,0.862260235,0.999515697,BUD31
5018,ENSG00000106246,12.81087355,-0.455679737,1.655339707,-0.275278684,0.783102139,0.999515697,PTCD1
5019,ENSG00000160917,87.20752534,-0.66182276,0.740572085,-0.893664201,0.371501585,0.999515697,CPSF4
5020,ENSG00000241468,32.34702376,-0.673042481,1.088924923,-0.618079784,0.536522748,0.999515697,ATP5MF
5021,ENSG00000198556,100.5579281,0.716320205,0.699276211,1.024373764,0.305658769,0.999515697,ZNF789
5022,ENSG00000160908,296.0518063,0.214454722,0.529811734,0.404775334,0.685642661,0.999515697,ZNF394
5023,ENSG00000196652,63.21967123,0.19541525,0.82109472,0.237993553,0.811886095,0.999515697,ZKSCAN5
5024,ENSG00000221909,18.94601989,-0.518494569,1.362568297,-0.380527398,0.703553962,0.999515697,FAM200A
5025,ENSG00000197343,316.0287975,0.594697991,0.528484808,1.125288716,0.26046671,0.999515697,ZNF655
5026,ENSG00000197037,191.3860152,-0.40967265,0.583792945,-0.701743063,0.482839412,0.999515697,ZSCAN25
5027,ENSG00000106258,53.18364634,0.371596867,0.889391871,0.417810056,0.676085998,0.999515697,CYP3A5
5028,ENSG00000160868,3.907374855,2.245528258,3.437496236,0.653245299,0.513598151,0.999515697,CYP3A4
5029,ENSG00000146833,206.9471791,-0.628028901,0.592121982,-1.060641086,0.288853043,0.999515697,TRIM4
5030,ENSG00000106261,347.0382729,0.337737314,0.525235568,0.643020645,0.520210704,0.999515697,ZKSCAN1
5031,ENSG00000166529,7.410951901,1.661323184,2.075790515,0.800332776,0.423518018,0.999515697,ZSCAN21
5032,ENSG00000166526,66.05214298,0.145085651,0.807469147,0.179679498,0.85740419,0.999515697,ZNF3
5033,ENSG00000168090,111.8363231,-0.881825562,0.685258163,-1.286851598,0.198146018,0.999515697,COPS6
5034,ENSG00000166508,163.165636,-0.164936578,0.640946635,-0.257332778,0.796921891,0.999515697,MCM7
5035,ENSG00000221838,18.63134425,0.256824723,1.395486268,0.184039592,0.853982396,0.999515697,AP4M1
5036,ENSG00000106290,80.69084407,0.047788096,0.773165687,0.061808351,0.950715453,0.999515697,TAF6
5037,ENSG00000166997,64.75294336,-1.02093088,0.816878732,-1.249794908,0.211374477,0.999515697,CNPY4
5038,ENSG00000214309,15.74165375,-0.633627963,1.46902955,-0.431324178,0.666232673,0.999515697,MBLAC1
5039,ENSG00000188186,315.8449799,0.036384616,0.531661425,0.068435688,0.945438813,0.999515697,LAMTOR4
5040,ENSG00000146826,333.1102206,0.282259433,0.517763628,0.545151142,0.585649571,0.999515697,C7orf43
5041,ENSG00000197093,17.40875719,1.216807906,1.410696396,0.862558315,0.388380358,0.999515697,GAL3ST4
5042,ENSG00000213420,19.5425623,-0.381758677,1.328204485,-0.287424625,0.773787208,0.999515697,GPC2
5043,ENSG00000066923,40.92152032,0.676153803,0.973876993,0.694290765,0.487499881,0.999515697,STAG3
5044,ENSG00000239521,144.0007335,0.281400766,0.642027364,0.438300269,0.661168631,0.999515697,CASTOR3
5045,ENSG00000213413,7.141199163,0.379312695,2.112927643,0.179519964,0.857529443,0.999515697,PVRIG
5046,ENSG00000214300,26.66859962,0.398928368,1.159323503,0.344104443,0.730767742,0.999515697,SPDYE3
5047,ENSG00000121716,39.5747252,1.035381902,0.986802033,1.049229599,0.294072459,0.999515697,PILRB
5048,ENSG00000085514,865.4121719,0.289175811,0.464390121,0.622700178,0.533481565,0.999515697,PILRA
5049,ENSG00000078487,126.3624481,0.474462135,0.655609218,0.723696559,0.469252046,0.999515697,ZCWPW1
5050,ENSG00000146834,224.7617346,-0.104947637,0.579946607,-0.18096086,0.856398298,0.999515697,MEPCE
5051,ENSG00000160813,14.85822351,-0.007328197,1.490482047,-0.004916662,0.996077087,0.999515697,PPP1R35
5052,ENSG00000166925,1299.818717,0.084918434,0.439815898,0.193077228,0.846898487,0.999515697,TSC22D4
5053,ENSG00000166924,4.637263878,5.48760764,3.176210444,1.727721678,0.084038135,0.999515697,NYAP1
5054,ENSG00000106351,128.3163274,-0.140152771,0.686328969,-0.204206404,0.838192207,0.999515697,AGFG2
5055,ENSG00000077454,374.7959616,0.130589487,0.504069187,0.259070562,0.795580798,0.999515697,LRCH4
5056,ENSG00000106336,41.26714984,1.403286708,1.040730022,1.348367663,0.177540159,0.999515697,FBXO24
5057,ENSG00000106333,8.587285478,0.8567572,2.032012777,0.421629829,0.67329523,0.999515697,PCOLCE
5058,ENSG00000106330,40.91286237,0.639501416,0.986379179,0.648332233,0.51677009,0.999515697,MOSPD3
5059,ENSG00000106327,92.82681045,0.088477098,0.823925978,0.107384766,0.91448374,0.999515697,TFR2
5060,ENSG00000172354,2424.718604,0.176359783,0.428506489,0.411568522,0.680655707,0.999515697,GNB2
5061,ENSG00000146830,559.032115,-0.152051424,0.489435499,-0.310666931,0.75605384,0.999515697,GIGYF1
5062,ENSG00000172336,48.80396729,-0.918934551,0.915907003,-1.003305519,0.315713474,0.999515697,POP7
5063,ENSG00000146839,4.283989459,3.759799166,3.576935363,1.051123038,0.293202084,0.999515697,ZAN
5064,ENSG00000196411,185.3630687,0.610116999,0.664051386,0.918779799,0.358210761,0.999515697,EPHB4
5065,ENSG00000146828,1298.817325,0.430882857,0.446582939,0.964843973,0.334622967,0.999515697,SLC12A9
5066,ENSG00000087077,29.99146104,0.194962138,1.128905698,0.17270011,0.862887158,0.999515697,TRIP6
5067,ENSG00000087087,284.1593765,-0.47511101,0.531991056,-0.893080822,0.371813892,0.999515697,SRRT
5068,ENSG00000176125,22.97423835,-0.905666372,1.247740355,-0.72584522,0.467933662,0.999515697,UFSP1
5069,ENSG00000087085,68.18819761,-1.265879401,0.867900416,-1.458553744,0.144687973,0.999515697,ACHE
5070,ENSG00000169894,10.87474247,4.664200418,2.506488825,1.860850274,0.062765324,0.999515697,MUC3A
5071,ENSG00000205277,10.64270824,1.574805591,1.916633758,0.821651807,0.411275095,0.999515697,MUC12
5072,ENSG00000169871,1063.800429,0.345318046,0.461975453,0.747481374,0.454773042,0.999515697,TRIM56
5073,ENSG00000106366,8.038217632,1.568388068,1.978099548,0.792876207,0.427849951,0.999515697,SERPINE1
5074,ENSG00000106367,25.59719566,-1.151267907,1.19685861,-0.96190803,0.336095805,0.999515697,AP1S1
5075,ENSG00000167011,4.283989459,3.759799166,3.576935363,1.051123038,0.293202084,0.999515697,NAT16
5076,ENSG00000106397,128.9352089,-0.56101454,0.66171008,-0.84782529,0.396535277,0.999515697,PLOD3
5077,ENSG00000106400,110.6319236,0.326669801,0.690198324,0.473298456,0.636000264,0.999515697,ZNHIT1
5078,ENSG00000106404,92.93196592,1.349639515,0.740964797,1.821462397,0.068536598,0.999515697,CLDN15
5079,ENSG00000214253,368.8399323,-0.029478274,0.566302828,-0.052053905,0.958485742,0.999515697,FIS1
5080,ENSG00000128581,7.815939455,3.595001751,2.357112102,1.525172158,0.127216163,0.999515697,IFT22
5081,ENSG00000257923,969.880391,0.113433815,0.472002133,0.240324794,0.810078475,0.999515697,CUX1
5082,ENSG00000160999,328.0060737,-0.21798079,0.52115328,-0.418266176,0.675752517,0.999515697,SH2B2
5083,ENSG00000260097,71.97470761,0.447196463,0.804692771,0.555735653,0.57839158,0.999515697,SPDYE6
5084,ENSG00000128563,119.3179883,0.138753173,0.689578837,0.201214372,0.840530954,0.999515697,PRKRIP1
5085,ENSG00000160991,1348.378262,0.216602341,0.45752535,0.473421508,0.635912488,0.999515697,ORAI2
5086,ENSG00000160993,83.03312641,0.040382423,0.756756262,0.053362523,0.957443065,0.999515697,ALKBH4
5087,ENSG00000161036,149.1724886,-0.148902085,0.648636306,-0.22956175,0.818432333,0.999515697,LRWD1
5088,ENSG00000005075,92.32174805,-0.82572378,0.726828159,-1.136064653,0.255929507,0.999515697,POLR2J
5089,ENSG00000168255,157.2817255,0.936883649,0.631877304,1.482698686,0.138154484,0.999515697,POLR2J3
5090,ENSG00000205238,65.70828646,-0.514856292,0.832899364,-0.61814946,0.536476822,0.999515697,SPDYE2
5091,ENSG00000105808,8.355714447,-0.725627953,1.952730187,-0.371596628,0.7101932,0.999515697,RASA4
5092,ENSG00000173678,11.23016582,-0.85837663,1.723487807,-0.498046245,0.618451448,0.999515697,SPDYE2B
5093,ENSG00000228049,33.84819936,0.865305829,1.053089603,0.821683004,0.411257335,0.999515697,POLR2J2
5094,ENSG00000222011,86.00346762,0.885852901,0.736780642,1.202329228,0.229235997,0.999515697,FAM185A
5095,ENSG00000161040,121.2357236,1.062243264,0.659718138,1.610147126,0.107365741,0.999515697,FBXL13
5096,ENSG00000128606,25.87519906,1.864390027,1.190039812,1.566661895,0.117193742,0.999515697,LRRC17
5097,ENSG00000230257,71.31541152,2.242874297,0.825234099,2.717864299,0.006570478,0.999515697,NFE4
5098,ENSG00000170632,92.97963871,0.616654542,0.717142243,0.859877588,0.389856524,0.999515697,ARMC10
5099,ENSG00000161048,51.79385547,-0.586948504,0.885849822,-0.662582403,0.507598043,0.999515697,NAPEPLD
5100,ENSG00000105819,116.4513956,-0.932421522,0.676457895,-1.378388113,0.168083491,0.999515697,PMPCB
5101,ENSG00000105821,62.46314214,-0.502982327,0.845275753,-0.595051171,0.551809267,0.999515697,DNAJC2
5102,ENSG00000161057,66.19161726,-1.136920892,0.83977202,-1.353844692,0.175785932,0.999515697,PSMC2
5103,ENSG00000164815,36.00491674,-0.576315719,1.025013129,-0.562252036,0.573944313,0.999515697,ORC5
5104,ENSG00000005483,957.1259946,0.731846997,0.458642972,1.595679083,0.110560461,0.999515697,KMT2E
5105,ENSG00000135250,681.6283902,0.382277481,0.484540593,0.788948307,0.43014222,0.999515697,SRPK2
5106,ENSG00000091127,20.83609791,-0.284621474,1.363197148,-0.208789663,0.834612441,0.999515697,PUS7
5107,ENSG00000135249,35.41107824,-0.035004315,1.033338886,-0.033874962,0.972976859,0.999515697,RINT1
5108,ENSG00000146776,154.2025125,0.009923328,0.613961929,0.016162775,0.987104533,0.999515697,ATXN7L1
5109,ENSG00000128536,24.26590523,-0.483964057,1.231907769,-0.392857379,0.694424823,0.999515697,CDHR3
5110,ENSG00000008282,106.7202365,-0.545761335,0.68659782,-0.794877757,0.426684614,0.999515697,SYPL1
5111,ENSG00000105835,7841.23432,1.00669557,0.414992508,2.425816248,0.015274002,0.999515697,NAMPT
5112,ENSG00000253276,222.3843646,0.594535599,0.566981936,1.048597074,0.294363603,0.999515697,CCDC71L
5113,ENSG00000105851,942.5122675,0.35577471,0.512177995,0.694630994,0.487286584,0.999515697,PIK3CG
5114,ENSG00000005249,199.0767992,0.977922227,0.68717557,1.42310389,0.154706041,0.999515697,PRKAR2B
5115,ENSG00000105856,567.371974,0.20917484,0.474103791,0.441200521,0.659067836,0.999515697,HBP1
5116,ENSG00000164597,194.5680728,0.062974768,0.583861586,0.107859071,0.914107484,0.999515697,COG5
5117,ENSG00000172209,18.46591752,1.177287195,1.389344391,0.847368876,0.396789547,0.999515697,GPR22
5118,ENSG00000105865,12.85915212,1.69598457,1.610427654,1.05312683,0.292282868,0.999515697,DUS4L
5119,ENSG00000075790,47.17454649,0.281297403,0.918380289,0.3062973,0.759378295,0.999515697,BCAP29
5120,ENSG00000105879,155.8211841,0.110058019,0.633856913,0.173632277,0.862154464,0.999515697,CBLL1
5121,ENSG00000091140,137.2043735,0.076987759,0.646599696,0.119065566,0.905223411,0.999515697,DLD
5122,ENSG00000091136,41.49182128,0.616790167,1.006855536,0.612590531,0.540147121,0.999515697,LAMB1
5123,ENSG00000091129,7.015028687,1.06226974,2.1861313,0.485913056,0.627028812,0.999515697,NRCAM
5124,ENSG00000135241,119.5476078,0.506553672,0.663324427,0.763659005,0.445070477,0.999515697,PNPLA8
5125,ENSG00000177683,105.685609,0.791681267,0.776276501,1.019844432,0.307802247,0.999515697,THAP5
5126,ENSG00000128590,43.13521211,-0.311990174,0.953267378,-0.327285063,0.743452289,0.999515697,DNAJB9
5127,ENSG00000184903,26.09422405,-0.497620518,1.194839838,-0.416474662,0.677062705,0.999515697,IMMP2L
5128,ENSG00000173114,33.83448714,0.045214567,1.085107569,0.041668281,0.96676314,0.999515697,LRRN3
5129,ENSG00000128512,261.9705789,0.372375121,0.566259187,0.657605439,0.510791699,0.999515697,DOCK4
5130,ENSG00000198839,44.93374937,-0.604705218,0.951779097,-0.635341982,0.525205399,0.999515697,ZNF277
5131,ENSG00000006652,614.0088233,1.060530713,0.472790056,2.243132442,0.024888275,0.999515697,IFRD1
5132,ENSG00000181016,47.61304633,0.94600018,0.915576164,1.033229366,0.301496573,0.999515697,LSMEM1
5133,ENSG00000146802,125.6379012,-0.45839338,0.697365659,-0.657321412,0.510974272,0.999515697,TMEM168
5134,ENSG00000164603,95.68279232,0.916526136,0.717767997,1.276911397,0.20163353,0.999515697,BMT2
5135,ENSG00000214194,7.748832896,-1.736947602,2.036575747,-0.852876503,0.393727793,0.999515697,SMIM30
5136,ENSG00000135272,198.7063209,-0.266666656,0.587171328,-0.454154764,0.649717439,0.999515697,MDFIC
5137,ENSG00000105967,89.1361257,-2.117833129,1.004958738,-2.107383168,0.035084379,0.999515697,TFEC
5138,ENSG00000135269,242.8417991,-0.456761308,0.551764633,-0.827819111,0.40777295,0.999515697,TES
5139,ENSG00000105971,7.108596429,0.487489411,2.803955553,0.173857753,0.861977255,0.999515697,CAV2
5140,ENSG00000198898,353.4520924,0.249207687,0.515881841,0.483071252,0.629045146,0.999515697,CAPZA2
5141,ENSG00000004866,26.89767478,-0.060988559,1.169412222,-0.052153174,0.958406644,0.999515697,ST7
5142,ENSG00000128534,98.03344054,1.008181516,0.70658475,1.426837355,0.153626781,0.999515697,LSM8
5143,ENSG00000071243,75.55814895,0.734153343,0.770217503,0.953176654,0.340500573,0.999515697,ING3
5144,ENSG00000106034,30.9142746,0.906487809,1.094571827,0.828166582,0.407576167,0.999515697,CPED1
5145,ENSG00000002745,10.86695968,1.070472984,2.272548536,0.471045158,0.637608487,0.999515697,WNT16
5146,ENSG00000196937,58.7906413,-0.521476426,0.860886447,-0.605743566,0.544685049,0.999515697,FAM3C
5147,ENSG00000128609,39.50008792,0.691507815,0.998372344,0.692635187,0.488538523,0.999515697,NDUFA5
5148,ENSG00000106299,86.75767635,-0.32704326,0.813786691,-0.401878359,0.68777355,0.999515697,WASL
5149,ENSG00000128513,41.31995787,-0.690465271,0.97463854,-0.708432145,0.478676936,0.999515697,POT1
5150,ENSG00000048405,283.2809484,0.111613939,0.542142008,0.205875835,0.836887902,0.999515697,ZNF800
5151,ENSG00000179562,238.2238545,0.530098758,0.577868015,0.917335351,0.358966938,0.999515697,GCC1
5152,ENSG00000004059,224.2786625,-0.40963631,0.56376242,-0.726611593,0.467463925,0.999515697,ARF5
5153,ENSG00000106328,6.928653475,-1.421749563,2.23858374,-0.635111181,0.525355905,0.999515697,FSCN3
5154,ENSG00000197157,809.3334192,-0.639222468,0.455974874,-1.401880903,0.160950814,0.999515697,SND1
5155,ENSG00000128594,657.7753211,0.510264211,0.475997753,1.071988697,0.283725109,0.999515697,LRRC4
5156,ENSG00000106344,126.208,-0.289889081,0.65161888,-0.444875203,0.656409944,0.999515697,RBM28
5157,ENSG00000224940,7.78096483,-0.47873254,2.23758309,-0.213950732,0.830585478,0.999515697,PRRT4
5158,ENSG00000106348,1470.411472,-0.08167399,0.447585927,-0.182476671,0.855208661,0.999515697,IMPDH1
5159,ENSG00000135245,5.531720872,-0.072461541,2.736009724,-0.026484387,0.978870986,0.999515697,HILPDA
5160,ENSG00000165055,47.74229785,-0.135657873,0.913271349,-0.148540599,0.881916148,0.999515697,METTL2B
5161,ENSG00000205085,26.05117193,0.537927708,1.170364988,0.459623889,0.645786209,0.999515697,FAM71F2
5162,ENSG00000128595,63.75094654,-0.386564453,0.847545911,-0.456098541,0.64831912,0.999515697,CALU
5163,ENSG00000128596,27.67078603,-0.854052878,1.25390823,-0.681112746,0.495800153,0.999515697,CCDC136
5164,ENSG00000128591,7.806969989,5.394871479,2.677469694,2.014914115,0.043913649,0.999515697,FLNC
5165,ENSG00000128524,33.88866482,0.255484817,1.050074564,0.243301596,0.807771768,0.999515697,ATP6V1F
5166,ENSG00000272899,5.30283428,1.089246536,2.470026904,0.440985697,0.659223352,0.999515697,ATP6V1FNB
5167,ENSG00000128604,253.9330934,-0.611872069,0.575976584,-1.062321084,0.288089946,0.999515697,IRF5
5168,ENSG00000064419,404.4629798,0.685650664,0.498199011,1.376258582,0.168741591,0.999515697,TNPO3
5169,ENSG00000158457,119.2699203,0.903079554,0.779193538,1.158992612,0.246459196,0.999515697,TSPAN33
5170,ENSG00000158467,70.69489301,0.595764526,0.804550732,0.740493423,0.45900065,0.999515697,AHCYL2
5171,ENSG00000128578,9.034109198,-0.253583375,2.037780596,-0.124440961,0.900966143,0.999515697,STRIP2
5172,ENSG00000106459,165.7367099,-0.325200953,0.605517956,-0.537062444,0.591224482,0.999515697,NRF1
5173,ENSG00000186591,1775.57487,0.32157049,0.544187055,0.590919035,0.554574671,0.999515697,UBE2H
5174,ENSG00000091732,24.00994977,0.292172776,1.226080796,0.238298142,0.811649862,0.999515697,ZC3HC1
5175,ENSG00000128607,133.8727107,0.072521285,0.639998864,0.113314708,0.909781057,0.999515697,KLHDC10
5176,ENSG00000146842,50.51884717,-0.14673315,0.908543595,-0.161503698,0.871696699,0.999515697,TMEM209
5177,ENSG00000091704,3.624914158,3.612044357,3.831790951,0.942651727,0.345859072,0.999515697,CPA1
5178,ENSG00000106477,38.51236403,1.324357093,0.999752522,1.324684924,0.185275676,0.999515697,CEP41
5179,ENSG00000158623,26.90374401,-0.605187527,1.239753019,-0.488151687,0.625442403,0.999515697,COPG2
5180,ENSG00000128585,484.4213482,0.593121464,0.48449213,1.224212793,0.220871964,0.999515697,MKLN1
5181,ENSG00000128567,62.45996656,0.609111797,0.99151707,0.614323056,0.53900187,0.999515697,PODXL
5182,ENSG00000221866,44.90776589,-0.87376494,1.093357356,-0.799157691,0.424198981,0.999515697,PLXNA4
5183,ENSG00000106554,88.46595924,-0.626398598,0.734606523,-0.852699477,0.393825981,0.999515697,CHCHD3
5184,ENSG00000131558,262.4156221,-0.395183322,0.543048089,-0.727713309,0.466789102,0.999515697,EXOC4
5185,ENSG00000205060,59.29842781,-0.995183071,0.864272628,-1.151468921,0.249539374,0.999515697,SLC35B4
5186,ENSG00000085662,96.52595518,-0.487120052,0.719828548,-0.676716773,0.498585672,0.999515697,AKR1B1
5187,ENSG00000172331,1246.18372,0.004702134,0.678510934,0.006930079,0.994470641,0.999515697,BPGM
5188,ENSG00000122786,28.62385707,2.766866917,1.281420927,2.159217833,0.030833271,0.999515697,CALD1
5189,ENSG00000146856,13.62529731,2.118815831,1.715733207,1.23493316,0.216855381,0.999515697,AGBL3
5190,ENSG00000122783,583.3326274,0.840212491,0.477593396,1.759263211,0.078532812,0.999515697,CYREN
5191,ENSG00000146859,801.0564078,1.20074906,0.526900963,2.278889477,0.022673636,0.999515697,TMEM140
5192,ENSG00000105875,127.4583379,0.28854785,0.651622221,0.442814627,0.657899823,0.999515697,WDR91
5193,ENSG00000080802,183.0412138,0.528342509,0.596313604,0.886014514,0.375609706,0.999515697,CNOT4
5194,ENSG00000155561,154.2859598,-0.093609967,0.627374877,-0.149208982,0.881388732,0.999515697,NUP205
5195,ENSG00000243317,380.0076774,0.161456766,0.547505658,0.294895155,0.768073973,0.999515697,STMP1
5196,ENSG00000164707,50.91037458,0.599078257,0.905501886,0.661598023,0.508228875,0.999515697,SLC13A4
5197,ENSG00000105887,1220.737726,0.368800771,0.443595597,0.831389611,0.405753566,0.999515697,MTPN
5198,ENSG00000182158,245.668756,-0.044029513,0.550258038,-0.08001612,0.936224435,0.999515697,CREB3L2
5199,ENSG00000122779,177.5447104,0.016564051,0.607599619,0.027261457,0.978251198,0.999515697,TRIM24
5200,ENSG00000146858,17.28927814,-0.758724306,1.539608674,-0.492803346,0.622151547,0.999515697,ZC3HAV1L
5201,ENSG00000105939,1656.288671,0.754548702,0.485639449,1.553722014,0.12025074,0.999515697,ZC3HAV1
5202,ENSG00000105948,34.0342527,1.70407338,1.11427314,1.52931388,0.12618665,0.999515697,TTC26
5203,ENSG00000157741,347.762565,0.692930312,0.514221135,1.347533707,0.177808405,0.999515697,UBN2
5204,ENSG00000146963,140.0460787,0.102212851,0.63174752,0.161793831,0.871468211,0.999515697,LUC7L2
5205,ENSG00000188883,7.908903617,4.33812433,2.81307091,1.542131169,0.123041722,0.999515697,KLRG2
5206,ENSG00000064393,815.2128791,-0.011935454,0.455971138,-0.026175899,0.979117039,0.999515697,HIPK2
5207,ENSG00000059377,1606.657484,0.569524979,0.448436043,1.270024985,0.204075731,0.999515697,TBXAS1
5208,ENSG00000059378,357.5858422,0.482540564,0.570572424,0.845713083,0.397712823,0.999515697,PARP12
5209,ENSG00000006459,879.9239464,0.531302441,0.45490478,1.167942092,0.242830124,0.999515697,KDM7A
5210,ENSG00000157800,243.7460006,0.763211771,0.58247577,1.310289303,0.190097985,0.999515697,SLC37A3
5211,ENSG00000146955,10.47094261,0.143495291,1.752759319,0.081868223,0.934751504,0.999515697,RAB19
5212,ENSG00000133606,10386.54144,-0.084036074,0.565799607,-0.148526214,0.8819275,0.999515697,MKRN1
5213,ENSG00000133597,50.89832085,-0.685388811,0.924522574,-0.741343511,0.458485186,0.999515697,ADCK2
5214,ENSG00000090266,34.618164,-0.33747153,1.110555111,-0.303876437,0.76122203,0.999515697,NDUFB2
5215,ENSG00000157764,370.0483058,-0.206416756,0.512151836,-0.403038203,0.68692012,0.999515697,BRAF
5216,ENSG00000090263,7.115760704,-1.547497262,2.110398424,-0.733272564,0.463392205,0.999515697,MRPS33
5217,ENSG00000006530,70.44783749,0.139976196,0.799993652,0.174971633,0.861101924,0.999515697,AGK
5218,ENSG00000257093,328.5172803,-0.056429521,0.518703722,-0.108789504,0.913369449,0.999515697,KIAA1147
5219,ENSG00000106028,76.65192969,-0.78344681,0.784845231,-0.99821822,0.318173553,0.999515697,SSBP1
5220,ENSG00000127364,14.39957885,-0.155959512,1.528732158,-0.10201886,0.918741705,0.999515697,TAS2R4
5222,ENSG00000258227,20.86294791,-1.46279709,1.360787245,-1.074963846,0.282390915,0.999515697,CLEC5A
5223,ENSG00000257743,192.0600003,1.577472757,0.613283696,2.57217462,0.01010619,0.999515697,MGAM2
5224,ENSG00000275896,15.65844462,-0.084268914,1.463872639,-0.057565741,0.954094539,0.999515697,PRSS2
5225,ENSG00000106123,138.4395308,-0.443610375,0.633901887,-0.699809204,0.484046466,0.999515697,EPHB6
